Event_ID,Action_Record_ID,Process_Code,Employee_ID,Event_Type,Event_DateTime,Performed_By_Employee_ID,Performed_By_Name,Previous_Status,New_Status,Effect,Note,Data_As_Of_Date
HREVT-000130,HRACT-00065,PROB_CONFIRM,EMP048,APPLIED,2025-12-28T09:00,EMP197,Zeeshan Qureshi,SCHEDULED,APPLIED,Operational state already consistent with source employee master,Seeded historical action; no source CSV was modified.,2026-08-01
HREVT-000131,HRACT-00066,PROB_CONFIRM,EMP536,RECORDED,2025-12-26T13:50,EMP202,Usman Hashmi,,APPLIED,Logged,Probation completed with satisfactory review evidence.,2026-08-01
HREVT-000132,HRACT-00066,PROB_CONFIRM,EMP536,APPLIED,2025-12-30T09:00,EMP202,Usman Hashmi,SCHEDULED,APPLIED,Operational state already consistent with source employee master,Seeded historical action; no source CSV was modified.,2026-08-01
HREVT-000133,HRACT-00067,PROB_CONFIRM,EMP669,RECORDED,2025-12-30T09:25,EMP203,Zainab Awan,,APPLIED,Logged,Probation completed with satisfactory review evidence.,2026-08-01
HREVT-000134,HRACT-00067,PROB_CONFIRM,EMP669,APPLIED,2025-12-30T09:00,EMP203,Zainab Awan,SCHEDULED,APPLIED,Operational state already consistent with source employee master,Seeded historical action; no source CSV was modified.,2026-08-01
HREVT-000135,HRACT-00068,PROB_CONFIRM,EMP310,RECORDED,2025-12-28T12:30,EMP066,Ali Gill,,APPLIED,Logged,Probation completed with satisfactory review evidence.,2026-08-01
HREVT-000136,HRACT-00068,PROB_CONFIRM,EMP310,APPLIED,2026-01-02T09:00,EMP066,Ali Gill,SCHEDULED,APPLIED,Operational state already consistent with source employee master,Seeded historical action; no source CSV was modified.,2026-08-01
HREVT-000137,HRACT-00069,PROB_CONFIRM,EMP050,RECORDED,2026-01-02T11:40,EMP081,Sonia Arif,,APPLIED,Logged,Probation completed with satisfactory review evidence.,2026-08-01
HREVT-000138,HRACT-00069,PROB_CONFIRM,EMP050,APPLIED,2026-01-04T09:00,EMP081,Sonia Arif,SCHEDULED,APPLIED,Operational state already consistent with source employee master,Seeded historical action; no source CSV was modified.,2026-08-01
HREVT-000139,HRACT-00070,PROB_CONFIRM,EMP112,RECORDED,2026-01-04T10:10,EMP085,Sara Yousaf,,APPLIED,Logged,Probation completed with satisfactory review evidence.,2026-08-01
HREVT-000140,HRACT-00070,PROB_CONFIRM,EMP112,APPLIED,2026-01-04T09:00,EMP085,Sara Yousaf,SCHEDULED,APPLIED,Operational state already consistent with source employee master,Seeded historical action; no source CSV was modified.,2026-08-01
HREVT-000141,HRACT-00071,PROB_CONFIRM,EMP238,RECORDED,2026-01-02T09:55,EMP201,Taha Saeed,,APPLIED,Logged,Probation completed with satisfactory review evidence.,2026-08-01
HREVT-000142,HRACT-00071,PROB_CONFIRM,EMP238,APPLIED,2026-01-05T09:00,EMP201,Taha Saeed,SCHEDULED,APPLIED,Operational state already consistent with source employee master,Seeded historical action; no source CSV was modified.,2026-08-01
HREVT-000143,HRACT-00072,PROB_CONFIRM,EMP245,RECORDED,2026-01-02T14:35,EMP001,Sonia Hassan,,APPLIED,Logged,Probation completed with satisfactory review evidence.,2026-08-01
HREVT-000144,HRACT-00072,PROB_CONFIRM,EMP245,APPLIED,2026-01-07T09:00,EMP001,Sonia Hassan,SCHEDULED,APPLIED,Operational state already consistent with source employee master,Seeded historical action; no source CSV was modified.,2026-08-01
HREVT-000145,HRACT-00073,PROB_CONFIRM,EMP491,RECORDED,2026-01-06T12:55,EMP012,Danish Masood,,APPLIED,Logged,Probation completed with satisfactory review evidence.,2026-08-01
HREVT-000146,HRACT-00073,PROB_CONFIRM,EMP491,APPLIED,2026-01-09T09:00,EMP012,Danish Masood,SCHEDULED,APPLIED,Operational state already consistent with source employee master,Seeded historical action; no source CSV was modified.,2026-08-01
HREVT-000147,HRACT-00074,PROB_CONFIRM,EMP670,RECORDED,2026-01-09T10:25,EMP087,Kashif Hameed,,APPLIED,Logged,Probation completed with satisfactory review evidence.,2026-08-01
HREVT-000148,HRACT-00074,PROB_CONFIRM,EMP670,APPLIED,2026-01-10T09:00,EMP087,Kashif Hameed,SCHEDULED,APPLIED,Operational state already consistent with source employee master,Seeded historical action; no source CSV was modified.,2026-08-01
HREVT-000149,HRACT-00075,PROB_CONFIRM,EMP055,RECORDED,2026-01-10T15:20,EMP197,Zeeshan Qureshi,,APPLIED,Logged,Probation completed with satisfactory review evidence.,2026-08-01
HREVT-000150,HRACT-00075,PROB_CONFIRM,EMP055,APPLIED,2026-01-15T09:00,EMP197,Zeeshan Qureshi,SCHEDULED,APPLIED,Operational state already consistent with source employee master,Seeded historical action; no source CSV was modified.,2026-08-01
HREVT-000151,HRACT-00076,PROB_CONFIRM,EMP394,RECORDED,2026-02-04T16:30,EMP202,Usman Hashmi,,APPLIED,Logged,Probation completed with satisfactory review evidence.,2026-08-01
HREVT-000152,HRACT-00076,PROB_CONFIRM,EMP394,APPLIED,2026-02-05T09:00,EMP202,Usman Hashmi,SCHEDULED,APPLIED,Operational state already consistent with source employee master,Seeded historical action; no source CSV was modified.,2026-08-01
HREVT-000153,HRACT-00077,PROB_CONFIRM,EMP487,RECORDED,2026-02-13T12:15,EMP203,Zainab Awan,,APPLIED,Logged,Probation completed with satisfactory review evidence.,2026-08-01
HREVT-000154,HRACT-00077,PROB_CONFIRM,EMP487,APPLIED,2026-02-15T09:00,EMP203,Zainab Awan,SCHEDULED,APPLIED,Operational state already consistent with source employee master,Seeded historical action; no source CSV was modified.,2026-08-01
HREVT-000155,HRACT-00078,PROB_CONFIRM,EMP082,RECORDED,2026-02-18T16:45,EMP066,Ali Gill,,APPLIED,Logged,Probation completed with satisfactory review evidence.,2026-08-01
HREVT-000156,HRACT-00078,PROB_CONFIRM,EMP082,APPLIED,2026-02-23T09:00,EMP066,Ali Gill,SCHEDULED,APPLIED,Operational state already consistent with source employee master,Seeded historical action; no source CSV was modified.,2026-08-01
HREVT-000157,HRACT-00079,PROB_CONFIRM,EMP039,RECORDED,2026-02-28T16:45,EMP081,Sonia Arif,,APPLIED,Logged,Probation completed with satisfactory review evidence.,2026-08-01
HREVT-000158,HRACT-00079,PROB_CONFIRM,EMP039,APPLIED,2026-03-05T09:00,EMP081,Sonia Arif,SCHEDULED,APPLIED,Operational state already consistent with source employee master,Seeded historical action; no source CSV was modified.,2026-08-01
HREVT-000159,HRACT-00080,PROB_CONFIRM,EMP193,RECORDED,2026-03-06T11:40,EMP085,Sara Yousaf,,APPLIED,Logged,Probation completed with satisfactory review evidence.,2026-08-01
HREVT-000160,HRACT-00080,PROB_CONFIRM,EMP193,APPLIED,2026-03-06T09:00,EMP085,Sara Yousaf,SCHEDULED,APPLIED,Operational state already consistent with source employee master,Seeded historical action; no source CSV was modified.,2026-08-01
HREVT-000161,HRACT-00081,PROB_CONFIRM,EMP194,RECORDED,2026-03-04T12:10,EMP201,Taha Saeed,,APPLIED,Logged,Probation completed with satisfactory review evidence.,2026-08-01
HREVT-000162,HRACT-00081,PROB_CONFIRM,EMP194,APPLIED,2026-03-06T09:00,EMP201,Taha Saeed,SCHEDULED,APPLIED,Operational state already consistent with source employee master,Seeded historical action; no source CSV was modified.,2026-08-01
HREVT-000163,HRACT-00082,PROB_CONFIRM,EMP396,RECORDED,2026-03-07T09:00,EMP001,Sonia Hassan,,APPLIED,Logged,Probation completed with satisfactory review evidence.,2026-08-01
HREVT-000164,HRACT-00082,PROB_CONFIRM,EMP396,APPLIED,2026-03-08T09:00,EMP001,Sonia Hassan,SCHEDULED,APPLIED,Operational state already consistent with source employee master,Seeded historical action; no source CSV was modified.,2026-08-01
HREVT-000165,HRACT-00083,PROB_CONFIRM,EMP032,RECORDED,2026-03-06T11:40,EMP012,Danish Masood,,APPLIED,Logged,Probation completed with satisfactory review evidence.,2026-08-01
HREVT-000166,HRACT-00083,PROB_CONFIRM,EMP032,APPLIED,2026-03-09T09:00,EMP012,Danish Masood,SCHEDULED,APPLIED,Operational state already consistent with source employee master,Seeded historical action; no source CSV was modified.,2026-08-01
HREVT-000167,HRACT-00084,PROB_CONFIRM,EMP439,RECORDED,2026-03-07T10:10,EMP087,Kashif Hameed,,APPLIED,Logged,Probation completed with satisfactory review evidence.,2026-08-01
HREVT-000168,HRACT-00084,PROB_CONFIRM,EMP439,APPLIED,2026-03-09T09:00,EMP087,Kashif Hameed,SCHEDULED,APPLIED,Operational state already consistent with source employee master,Seeded historical action; no source CSV was modified.,2026-08-01
HREVT-000169,HRACT-00085,PROB_CONFIRM,EMP708,RECORDED,2026-03-09T12:10,EMP197,Zeeshan Qureshi,,APPLIED,Logged,Probation completed with satisfactory review evidence.,2026-08-01
HREVT-000170,HRACT-00085,PROB_CONFIRM,EMP708,APPLIED,2026-03-10T09:00,EMP197,Zeeshan Qureshi,SCHEDULED,APPLIED,Operational state already consistent with source employee master,Seeded historical action; no source CSV was modified.,2026-08-01
HREVT-000171,HRACT-00086,PROB_CONFIRM,EMP054,RECORDED,2026-03-07T12:15,EMP202,Usman Hashmi,,APPLIED,Logged,Probation completed with satisfactory review evidence.,2026-08-01
HREVT-000172,HRACT-00086,PROB_CONFIRM,EMP054,APPLIED,2026-03-11T09:00,EMP202,Usman Hashmi,SCHEDULED,APPLIED,Operational state already consistent with source employee master,Seeded historical action; no source CSV was modified.,2026-08-01
HREVT-000173,HRACT-00087,PROB_CONFIRM,EMP097,RECORDED,2026-03-25T09:05,EMP203,Zainab Awan,,APPLIED,Logged,Probation completed with satisfactory review evidence.,2026-08-01
HREVT-000174,HRACT-00087,PROB_CONFIRM,EMP097,APPLIED,2026-03-29T09:00,EMP203,Zainab Awan,SCHEDULED,APPLIED,Operational state already consistent with source employee master,Seeded historical action; no source CSV was modified.,2026-08-01
HREVT-000175,HRACT-00088,PROB_CONFIRM,EMP057,RECORDED,2026-04-01T16:05,EMP066,Ali Gill,,APPLIED,Logged,Probation completed with satisfactory review evidence.,2026-08-01
HREVT-000176,HRACT-00088,PROB_CONFIRM,EMP057,APPLIED,2026-04-04T09:00,EMP066,Ali Gill,SCHEDULED,APPLIED,Operational state already consistent with source employee master,Seeded historical action; no source CSV was modified.,2026-08-01
HREVT-000177,HRACT-00089,PROB_CONFIRM,EMP353,RECORDED,2026-04-05T11:35,EMP081,Sonia Arif,,APPLIED,Logged,Probation completed with satisfactory review evidence.,2026-08-01
HREVT-000178,HRACT-00089,PROB_CONFIRM,EMP353,APPLIED,2026-04-06T09:00,EMP081,Sonia Arif,SCHEDULED,APPLIED,Operational state already consistent with source employee master,Seeded historical action; no source CSV was modified.,2026-08-01
HREVT-000179,HRACT-00090,PROB_CONFIRM,EMP485,RECORDED,2026-04-06T15:10,EMP085,Sara Yousaf,,APPLIED,Logged,Probation completed with satisfactory review evidence.,2026-08-01
HREVT-000180,HRACT-00090,PROB_CONFIRM,EMP485,APPLIED,2026-04-06T09:00,EMP085,Sara Yousaf,SCHEDULED,APPLIED,Operational state already consistent with source employee master,Seeded historical action; no source CSV was modified.,2026-08-01
HREVT-000181,HRACT-00091,PROB_CONFIRM,EMP621,RECORDED,2026-04-22T16:30,EMP201,Taha Saeed,,APPLIED,Logged,Probation completed with satisfactory review evidence.,2026-08-01
HREVT-000182,HRACT-00091,PROB_CONFIRM,EMP621,APPLIED,2026-04-26T09:00,EMP201,Taha Saeed,SCHEDULED,APPLIED,Operational state already consistent with source employee master,Seeded historical action; no source CSV was modified.,2026-08-01
HREVT-000183,HRACT-00092,PROB_CONFIRM,EMP349,RECORDED,2026-05-07T10:40,EMP001,Sonia Hassan,,APPLIED,Logged,Probation completed with satisfactory review evidence.,2026-08-01
HREVT-000184,HRACT-00092,PROB_CONFIRM,EMP349,APPLIED,2026-05-12T09:00,EMP001,Sonia Hassan,SCHEDULED,APPLIED,Operational state already consistent with source employee master,Seeded historical action; no source CSV was modified.,2026-08-01
HREVT-000185,HRACT-00093,PROB_CONFIRM,EMP713,RECORDED,2026-05-07T14:00,EMP012,Danish Masood,,APPLIED,Logged,Probation completed with satisfactory review evidence.,2026-08-01
HREVT-000186,HRACT-00093,PROB_CONFIRM,EMP713,APPLIED,2026-05-12T09:00,EMP012,Danish Masood,SCHEDULED,APPLIED,Operational state already consistent with source employee master,Seeded historical action; no source CSV was modified.,2026-08-01
HREVT-000187,HRACT-00094,PROB_CONFIRM,EMP393,RECORDED,2026-06-11T16:40,EMP087,Kashif Hameed,,APPLIED,Logged,Probation completed with satisfactory review evidence.,2026-08-01
HREVT-000188,HRACT-00094,PROB_CONFIRM,EMP393,APPLIED,2026-06-15T09:00,EMP087,Kashif Hameed,SCHEDULED,APPLIED,Operational state already consistent with source employee master,Seeded historical action; no source CSV was modified.,2026-08-01
HREVT-000189,HRACT-00095,PROB_CONFIRM,EMP243,RECORDED,2026-07-03T16:05,EMP197,Zeeshan Qureshi,,APPLIED,Logged,Probation completed with satisfactory review evidence.,2026-08-01
HREVT-000190,HRACT-00095,PROB_CONFIRM,EMP243,APPLIED,2026-07-03T09:00,EMP197,Zeeshan Qureshi,SCHEDULED,APPLIED,Operational state already consistent with source employee master,Seeded historical action; no source CSV was modified.,2026-08-01
HREVT-000191,HRACT-00096,PROB_CONFIRM,EMP442,RECORDED,2026-07-04T15:10,EMP202,Usman Hashmi,,APPLIED,Logged,Probation completed with satisfactory review evidence.,2026-08-01
HREVT-000192,HRACT-00096,PROB_CONFIRM,EMP442,APPLIED,2026-07-07T09:00,EMP202,Usman Hashmi,SCHEDULED,APPLIED,Operational state already consistent with source employee master,Seeded historical action; no source CSV was modified.,2026-08-01
HREVT-000193,HRACT-00097,PROB_EXTEND,EMP079,RECORDED,2026-05-29T09:35,EMP203,Zainab Awan,,APPLIED,Logged,Additional review time recorded because recent performance evidence is below the confirmation benchmark.,2026-08-01
HREVT-000194,HRACT-00097,PROB_EXTEND,EMP079,APPLIED,2026-06-01T09:00,EMP203,Zainab Awan,SCHEDULED,APPLIED,Operational state already consistent with source employee master,Seeded historical action; no source CSV was modified.,2026-08-01
HREVT-000195,HRACT-00098,PROB_EXTEND,EMP132,RECORDED,2026-05-01T11:15,EMP066,Ali Gill,,APPLIED,Logged,Additional review time recorded to observe attendance consistency.,2026-08-01
HREVT-000196,HRACT-00098,PROB_EXTEND,EMP132,APPLIED,2026-05-01T09:00,EMP066,Ali Gill,SCHEDULED,APPLIED,Operational state already consistent with source employee master,Seeded historical action; no source CSV was modified.,2026-08-01
HREVT-000197,HRACT-00099,PROB_EXTEND,EMP148,RECORDED,2026-06-28T15:20,EMP081,Sonia Arif,,APPLIED,Logged,Additional review time recorded because recent performance evidence is below the confirmation benchmark.,2026-08-01
HREVT-000198,HRACT-00099,PROB_EXTEND,EMP148,APPLIED,2026-07-01T09:00,EMP081,Sonia Arif,SCHEDULED,APPLIED,Operational state already consistent with source employee master,Seeded historical action; no source CSV was modified.,2026-08-01
HREVT-000199,HRACT-00100,PROB_EXTEND,EMP162,RECORDED,2026-04-30T11:10,EMP085,Sara Yousaf,,APPLIED,Logged,Manager requested an additional review period before confirmation.,2026-08-01
HREVT-000200,HRACT-00100,PROB_EXTEND,EMP162,APPLIED,2026-05-01T09:00,EMP085,Sara Yousaf,SCHEDULED,APPLIED,Operational state already consistent with source employee master,Seeded historical action; no source CSV was modified.,2026-08-01
HREVT-000201,HRACT-00101,PROB_EXTEND,EMP175,RECORDED,2026-04-30T14:05,EMP201,Taha Saeed,,APPLIED,Logged,Additional review time recorded because recent performance evidence is below the confirmation benchmark.,2026-08-01
HREVT-000202,HRACT-00101,PROB_EXTEND,EMP175,APPLIED,2026-05-01T09:00,EMP201,Taha Saeed,SCHEDULED,APPLIED,Operational state already consistent with source employee master,Seeded historical action; no source CSV was modified.,2026-08-01
HREVT-000203,HRACT-00102,PROB_EXTEND,EMP178,RECORDED,2026-05-31T12:05,EMP001,Sonia Hassan,,APPLIED,Logged,Additional review time recorded because recent performance evidence is below the confirmation benchmark.,2026-08-01
HREVT-000204,HRACT-00102,PROB_EXTEND,EMP178,APPLIED,2026-06-01T09:00,EMP001,Sonia Hassan,SCHEDULED,APPLIED,Operational state already consistent with source employee master,Seeded historical action; no source CSV was modified.,2026-08-01
HREVT-000205,HRACT-00103,PROB_EXTEND,EMP222,RECORDED,2026-05-31T16:00,EMP012,Danish Masood,,APPLIED,Logged,Additional review time recorded because recent performance evidence is below the confirmation benchmark.,2026-08-01
HREVT-000206,HRACT-00103,PROB_EXTEND,EMP222,APPLIED,2026-06-01T09:00,EMP012,Danish Masood,SCHEDULED,APPLIED,Operational state already consistent with source employee master,Seeded historical action; no source CSV was modified.,2026-08-01
HREVT-000207,HRACT-00104,PROB_EXTEND,EMP241,RECORDED,2026-04-27T14:45,EMP087,Kashif Hameed,,APPLIED,Logged,Manager requested an additional review period before confirmation.,2026-08-01
HREVT-000208,HRACT-00104,PROB_EXTEND,EMP241,APPLIED,2026-05-01T09:00,EMP087,Kashif Hameed,SCHEDULED,APPLIED,Operational state already consistent with source employee master,Seeded historical action; no source CSV was modified.,2026-08-01
HREVT-000209,HRACT-00105,PROB_EXTEND,EMP257,RECORDED,2026-03-28T09:20,EMP197,Zeeshan Qureshi,,APPLIED,Logged,Additional review time recorded because recent performance evidence is below the confirmation benchmark.,2026-08-01
HREVT-000210,HRACT-00105,PROB_EXTEND,EMP257,APPLIED,2026-04-01T09:00,EMP197,Zeeshan Qureshi,SCHEDULED,APPLIED,Operational state already consistent with source employee master,Seeded historical action; no source CSV was modified.,2026-08-01
HREVT-000211,HRACT-00106,PROB_EXTEND,EMP290,RECORDED,2026-04-29T13:25,EMP202,Usman Hashmi,,APPLIED,Logged,Additional review time recorded because recent performance evidence is below the confirmation benchmark.,2026-08-01
HREVT-000212,HRACT-00106,PROB_EXTEND,EMP290,APPLIED,2026-05-01T09:00,EMP202,Usman Hashmi,SCHEDULED,APPLIED,Operational state already consistent with source employee master,Seeded historical action; no source CSV was modified.,2026-08-01
HREVT-000213,HRACT-00107,PROB_EXTEND,EMP311,RECORDED,2026-06-01T15:55,EMP203,Zainab Awan,,APPLIED,Logged,Additional review time recorded because recent performance evidence is below the confirmation benchmark.,2026-08-01
HREVT-000214,HRACT-00107,PROB_EXTEND,EMP311,APPLIED,2026-06-01T09:00,EMP203,Zainab Awan,SCHEDULED,APPLIED,Operational state already consistent with source employee master,Seeded historical action; no source CSV was modified.,2026-08-01
HREVT-000215,HRACT-00108,PROB_EXTEND,EMP313,RECORDED,2026-06-30T09:45,EMP066,Ali Gill,,APPLIED,Logged,Additional review time recorded because recent performance evidence is below the confirmation benchmark.,2026-08-01
HREVT-000216,HRACT-00108,PROB_EXTEND,EMP313,APPLIED,2026-07-01T09:00,EMP066,Ali Gill,SCHEDULED,APPLIED,Operational state already consistent with source employee master,Seeded historical action; no source CSV was modified.,2026-08-01
HREVT-000217,HRACT-00109,PROB_EXTEND,EMP315,RECORDED,2026-06-26T14:30,EMP081,Sonia Arif,,APPLIED,Logged,Manager requested an additional review period before confirmation.,2026-08-01
HREVT-000218,HRACT-00109,PROB_EXTEND,EMP315,APPLIED,2026-07-01T09:00,EMP081,Sonia Arif,SCHEDULED,APPLIED,Operational state already consistent with source employee master,Seeded historical action; no source CSV was modified.,2026-08-01
HREVT-000219,HRACT-00110,PROB_EXTEND,EMP356,RECORDED,2026-06-01T14:55,EMP085,Sara Yousaf,,APPLIED,Logged,Manager requested an additional review period before confirmation.,2026-08-01
HREVT-000220,HRACT-00110,PROB_EXTEND,EMP356,APPLIED,2026-06-01T09:00,EMP085,Sara Yousaf,SCHEDULED,APPLIED,Operational state already consistent with source employee master,Seeded historical action; no source CSV was modified.,2026-08-01
HREVT-000221,HRACT-00111,PROB_EXTEND,EMP359,RECORDED,2026-04-27T15:05,EMP201,Taha Saeed,,APPLIED,Logged,Manager requested an additional review period before confirmation.,2026-08-01
HREVT-000222,HRACT-00111,PROB_EXTEND,EMP359,APPLIED,2026-05-01T09:00,EMP201,Taha Saeed,SCHEDULED,APPLIED,Operational state already consistent with source employee master,Seeded historical action; no source CSV was modified.,2026-08-01
HREVT-000223,HRACT-00112,PROB_EXTEND,EMP403,RECORDED,2026-06-29T10:35,EMP001,Sonia Hassan,,APPLIED,Logged,Manager requested an additional review period before confirmation.,2026-08-01
HREVT-000224,HRACT-00112,PROB_EXTEND,EMP403,APPLIED,2026-07-01T09:00,EMP001,Sonia Hassan,SCHEDULED,APPLIED,Operational state already consistent with source employee master,Seeded historical action; no source CSV was modified.,2026-08-01
HREVT-000225,HRACT-00113,PROB_EXTEND,EMP436,RECORDED,2026-06-26T10:25,EMP012,Danish Masood,,APPLIED,Logged,Manager requested an additional review period before confirmation.,2026-08-01
HREVT-000226,HRACT-00113,PROB_EXTEND,EMP436,APPLIED,2026-07-01T09:00,EMP012,Danish Masood,SCHEDULED,APPLIED,Operational state already consistent with source employee master,Seeded historical action; no source CSV was modified.,2026-08-01
HREVT-000227,HRACT-00114,PROB_EXTEND,EMP488,RECORDED,2026-07-01T13:30,EMP087,Kashif Hameed,,APPLIED,Logged,Additional review time recorded to observe attendance consistency.,2026-08-01
HREVT-000228,HRACT-00114,PROB_EXTEND,EMP488,APPLIED,2026-07-01T09:00,EMP087,Kashif Hameed,SCHEDULED,APPLIED,Operational state already consistent with source employee master,Seeded historical action; no source CSV was modified.,2026-08-01
HREVT-000229,HRACT-00115,PROB_EXTEND,EMP489,RECORDED,2026-04-28T12:30,EMP197,Zeeshan Qureshi,,APPLIED,Logged,Additional review time recorded because recent performance evidence is below the confirmation benchmark.,2026-08-01
HREVT-000230,HRACT-00115,PROB_EXTEND,EMP489,APPLIED,2026-05-01T09:00,EMP197,Zeeshan Qureshi,SCHEDULED,APPLIED,Operational state already consistent with source employee master,Seeded historical action; no source CSV was modified.,2026-08-01
HREVT-000231,HRACT-00116,PROB_EXTEND,EMP494,RECORDED,2026-06-27T10:25,EMP202,Usman Hashmi,,APPLIED,Logged,Manager requested an additional review period before confirmation.,2026-08-01
HREVT-000232,HRACT-00116,PROB_EXTEND,EMP494,APPLIED,2026-07-01T09:00,EMP202,Usman Hashmi,SCHEDULED,APPLIED,Operational state already consistent with source employee master,Seeded historical action; no source CSV was modified.,2026-08-01
HREVT-000233,HRACT-00117,PROB_EXTEND,EMP495,RECORDED,2026-06-30T16:35,EMP203,Zainab Awan,,APPLIED,Logged,Additional review time recorded because recent performance evidence is below the confirmation benchmark.,2026-08-01
HREVT-000234,HRACT-00117,PROB_EXTEND,EMP495,APPLIED,2026-07-01T09:00,EMP203,Zainab Awan,SCHEDULED,APPLIED,Operational state already consistent with source employee master,Seeded historical action; no source CSV was modified.,2026-08-01
HREVT-000235,HRACT-00118,PROB_EXTEND,EMP538,RECORDED,2026-06-01T09:45,EMP066,Ali Gill,,APPLIED,Logged,Additional review time recorded because recent performance evidence is below the confirmation benchmark.,2026-08-01
HREVT-000236,HRACT-00118,PROB_EXTEND,EMP538,APPLIED,2026-06-01T09:00,EMP066,Ali Gill,SCHEDULED,APPLIED,Operational state already consistent with source employee master,Seeded historical action; no source CSV was modified.,2026-08-01
HREVT-000237,HRACT-00119,PROB_EXTEND,EMP583,RECORDED,2026-06-26T10:50,EMP081,Sonia Arif,,APPLIED,Logged,Additional review time recorded because recent performance evidence is below the confirmation benchmark.,2026-08-01
HREVT-000238,HRACT-00119,PROB_EXTEND,EMP583,APPLIED,2026-07-01T09:00,EMP081,Sonia Arif,SCHEDULED,APPLIED,Operational state already consistent with source employee master,Seeded historical action; no source CSV was modified.,2026-08-01
HREVT-000239,HRACT-00120,PROB_EXTEND,EMP584,RECORDED,2026-04-27T10:00,EMP085,Sara Yousaf,,APPLIED,Logged,Additional review time recorded because recent performance evidence is below the confirmation benchmark.,2026-08-01
HREVT-000240,HRACT-00120,PROB_EXTEND,EMP584,APPLIED,2026-05-01T09:00,EMP085,Sara Yousaf,SCHEDULED,APPLIED,Operational state already consistent with source employee master,Seeded historical action; no source CSV was modified.,2026-08-01
HREVT-000241,HRACT-00121,PROB_EXTEND,EMP585,RECORDED,2026-04-28T11:55,EMP201,Taha Saeed,,APPLIED,Logged,Manager requested an additional review period before confirmation.,2026-08-01
HREVT-000242,HRACT-00121,PROB_EXTEND,EMP585,APPLIED,2026-05-01T09:00,EMP201,Taha Saeed,SCHEDULED,APPLIED,Operational state already consistent with source employee master,Seeded historical action; no source CSV was modified.,2026-08-01
HREVT-000243,HRACT-00122,PROB_EXTEND,EMP617,RECORDED,2026-06-29T14:55,EMP001,Sonia Hassan,,APPLIED,Logged,Additional review time recorded because recent performance evidence is below the confirmation benchmark.,2026-08-01
HREVT-000244,HRACT-00122,PROB_EXTEND,EMP617,APPLIED,2026-07-01T09:00,EMP001,Sonia Hassan,SCHEDULED,APPLIED,Operational state already consistent with source employee master,Seeded historical action; no source CSV was modified.,2026-08-01
HREVT-000245,HRACT-00123,PROB_EXTEND,EMP672,RECORDED,2026-06-27T15:10,EMP012,Danish Masood,,APPLIED,Logged,Manager requested an additional review period before confirmation.,2026-08-01
HREVT-000246,HRACT-00123,PROB_EXTEND,EMP672,APPLIED,2026-07-01T09:00,EMP012,Danish Masood,SCHEDULED,APPLIED,Operational state already consistent with source employee master,Seeded historical action; no source CSV was modified.,2026-08-01
HREVT-000247,HRACT-00124,PROB_EXTEND,EMP673,RECORDED,2026-05-28T12:50,EMP087,Kashif Hameed,,APPLIED,Logged,Manager requested an additional review period before confirmation.,2026-08-01
HREVT-000248,HRACT-00124,PROB_EXTEND,EMP673,APPLIED,2026-06-01T09:00,EMP087,Kashif Hameed,SCHEDULED,APPLIED,Operational state already consistent with source employee master,Seeded historical action; no source CSV was modified.,2026-08-01
HREVT-000249,HRACT-00125,CONTRACT_RENEW,EMP007,RECORDED,2025-09-17T13:50,EMP197,Zeeshan Qureshi,,APPLIED,Logged,Contract renewed based on continuing role requirement and satisfactory service.,2026-08-01
HREVT-000250,HRACT-00125,CONTRACT_RENEW,EMP007,APPLIED,2025-10-01T09:00,EMP197,Zeeshan Qureshi,SCHEDULED,APPLIED,Operational state already consistent with source employee master,Seeded historical action; no source CSV was modified.,2026-08-01
HREVT-000251,HRACT-00126,CONTRACT_RENEW,EMP018,RECORDED,2025-06-17T13:45,EMP202,Usman Hashmi,,APPLIED,Logged,Contract renewed based on continuing role requirement and satisfactory service.,2026-08-01
HREVT-000252,HRACT-00126,CONTRACT_RENEW,EMP018,APPLIED,2025-07-01T09:00,EMP202,Usman Hashmi,SCHEDULED,APPLIED,Operational state already consistent with source employee master,Seeded historical action; no source CSV was modified.,2026-08-01
HREVT-000253,HRACT-00127,CONTRACT_RENEW,EMP038,RECORDED,2026-05-13T14:40,EMP203,Zainab Awan,,APPLIED,Logged,Contract renewed based on continuing role requirement and satisfactory service.,2026-08-01
HREVT-000254,HRACT-00127,CONTRACT_RENEW,EMP038,APPLIED,2026-06-01T09:00,EMP203,Zainab Awan,SCHEDULED,APPLIED,Operational state already consistent with source employee master,Seeded historical action; no source CSV was modified.,2026-08-01
HREVT-000255,HRACT-00128,CONTRACT_RENEW,EMP041,RECORDED,2026-07-26T16:25,EMP066,Ali Gill,,APPLIED,Logged,Contract renewed based on continuing role requirement and satisfactory service.,2026-08-01
HREVT-000256,HRACT-00128,CONTRACT_RENEW,EMP041,APPLIED,2026-08-01T09:00,EMP066,Ali Gill,SCHEDULED,APPLIED,Operational state already consistent with source employee master,Seeded historical action; no source CSV was modified.,2026-08-01
HREVT-000257,HRACT-00129,CONTRACT_RENEW,EMP064,RECORDED,2026-07-26T13:10,EMP081,Sonia Arif,,APPLIED,Logged,Contract renewed based on continuing role requirement and satisfactory service.,2026-08-01
