Employee_ID,Employee_Name,Department_ID,Department,Business_Unit,Position_ID,Position_Title,Designation,Job_Level,Role_Band,Performance_Template_ID,Performance_Cycle_ID,Latest_Performance_Month,Latest_Performance_Score,Latest_Performance_Band,Average_12M_Performance_Score,Lowest_12M_Performance_Score,Highest_12M_Performance_Score,Three_Month_Change_Points,Performance_Trend,Strongest_KPI_1,Strongest_KPI_1_Score,Strongest_KPI_2,Strongest_KPI_2_Score,Development_KPI_1,Development_KPI_1_Score,Development_KPI_2,Development_KPI_2_Score,Average_Evidence_Quality,Existing_Performance_Score_Reference,Existing_Performance_Band_Reference,Review_Status,Data_As_Of_Date
EMP198,Ali Tariq,DEPARTMENT-006,Operations,Enterprise Operations,POS-198,Operations Officer,Operations Officer,Junior,Junior/Assistant,PT-OPS-JUNIOR,PC-2025-2026-ANNUAL,2026-08-01,69.47,Partially Meets Expectations,67.95,67.16,69.47,0.36,Stable,Attendance and Punctuality,97.08,Operational SLA Compliance,76.73,Learning and Adaptability,60.29,Teamwork and Professional Communication,47.35,0.86,65.5,Needs Improvement,Calculated - Pending Manager Review,2026-08-01
EMP199,Zara Tariq,DEPARTMENT-004,Customer Support,Commercial Services,POS-199,Customer Support Representative,Support Executive,Junior,Junior/Assistant,PT-CS-JUNIOR,PC-2025-2026-ANNUAL,2026-08-01,89.28,Strong,89.09,88.17,89.59,0.82,Stable,Ticket Resolution Target Achievement,100.0,Support SLA Compliance,97.11,Learning and Adaptability,79.36,Teamwork and Professional Communication,63.76,0.89,89.1,Exceptional,Calculated - Pending Manager Review,2026-08-01
EMP200,Ahmad Abbasi,DEPARTMENT-004,Customer Support,Commercial Services,POS-200,Senior Support Executive,Senior Support Executive,Mid,Professional/Mid-level,PT-CS-PROFESSIONAL,PC-2025-2026-ANNUAL,2026-08-01,83.23,Strong,83.17,82.6,84.19,-0.04,Stable,Attendance and Punctuality,92.29,Ticket Resolution Target Achievement,91.51,Learning and Adaptability,59.52,Teamwork and Professional Communication,54.11,0.88,79.8,Strong,Calculated - Pending Manager Review,2026-08-01
EMP201,Taha Saeed,DEPARTMENT-001,HR,Corporate Services,EXEC-HR-HEAD,Head of HR,Head of HR,Executive,Manager/Head,PT-HR-MANAGER,PC-2025-2026-ANNUAL,2026-08-01,77.94,Meets Expectations,77.46,76.29,78.07,0.69,Stable,Attendance and Punctuality,96.26,Learning and Adaptability,94.97,Team Leadership and Development,60.0,Teamwork and Professional Communication,53.33,0.92,83.9,Strong,Calculated - Pending Manager Review,2026-08-01
EMP202,Usman Hashmi,DEPARTMENT-001,HR,Corporate Services,POS-201,HR Manager,HR Manager,Lead/Manager,Manager/Head,PT-HR-MANAGER,PC-2025-2026-ANNUAL,2026-08-01,77.56,Meets Expectations,76.23,74.85,77.56,1.09,Stable,Attendance and Punctuality,97.72,HR Service and Recruitment Target Achievement,84.72,Team Leadership and Development,67.81,Teamwork and Professional Communication,47.87,0.92,78.4,Effective,Calculated - Pending Manager Review,2026-08-01
EMP203,Zainab Awan,DEPARTMENT-001,HR,Corporate Services,POS-202,HR Manager,HR Manager,Lead/Manager,Manager/Head,PT-HR-MANAGER,PC-2025-2026-ANNUAL,2026-08-01,80.2,Strong,78.0,75.36,80.2,4.19,Improving,Attendance and Punctuality,97.04,HR Service and Recruitment Target Achievement,87.24,Team Leadership and Development,68.44,Teamwork and Professional Communication,63.72,0.91,87.0,Strong,Calculated - Pending Manager Review,2026-08-01
EMP204,Mahnoor Khan,DEPARTMENT-001,HR,Corporate Services,POS-203,Senior HR Business Partner,Senior HR Business Partner,Senior,Senior/Lead,PT-HR-SENIOR,PC-2025-2026-ANNUAL,2026-08-01,84.03,Strong,84.67,83.39,85.95,-1.6,Stable,Employee Case Resolution Time,92.13,HR Service and Recruitment Target Achievement,92.05,Learning and Adaptability,69.01,Teamwork and Professional Communication,68.59,0.91,86.8,Strong,Calculated - Pending Manager Review,2026-08-01
EMP205,Farhan Nadeem,DEPARTMENT-001,HR,Corporate Services,POS-204,Senior HR Business Partner,Senior HR Business Partner,Senior,Senior/Lead,PT-HR-SENIOR,PC-2025-2026-ANNUAL,2026-08-01,83.27,Strong,81.74,79.35,83.27,2.87,Stable,Attendance and Punctuality,91.47,Employee Case Resolution Time,90.65,Mentoring and Knowledge Transfer,72.41,Teamwork and Professional Communication,55.05,0.91,87.2,Strong,Calculated - Pending Manager Review,2026-08-01
EMP206,Minal Abbasi,DEPARTMENT-001,HR,Corporate Services,POS-205,Senior HR Business Partner,Senior HR Business Partner,Senior,Senior/Lead,PT-HR-SENIOR,PC-2025-2026-ANNUAL,2026-08-01,89.93,Strong,90.27,89.35,91.25,-0.77,Stable,HR Service and Recruitment Target Achievement,100.0,Employee Case Resolution Time,98.88,Mentoring and Knowledge Transfer,76.07,Teamwork and Professional Communication,64.48,0.91,93.9,Exceptional,Calculated - Pending Manager Review,2026-08-01
EMP207,Nida Sultan,DEPARTMENT-001,HR,Corporate Services,POS-206,HR Officer,HR Officer,Mid,Professional/Mid-level,PT-HR-PROFESSIONAL,PC-2025-2026-ANNUAL,2026-08-01,82.99,Strong,84.14,82.07,85.77,-2.23,Stable,HR Service and Recruitment Target Achievement,90.86,Attendance and Punctuality,87.63,HR Data and Payroll Accuracy,76.41,Teamwork and Professional Communication,50.13,0.9,82.5,Strong,Calculated - Pending Manager Review,2026-08-01
EMP208,Omar Rauf,DEPARTMENT-001,HR,Corporate Services,POS-207,HR Officer,HR Officer,Mid,Professional/Mid-level,PT-HR-PROFESSIONAL,PC-2025-2026-ANNUAL,2026-08-01,90.72,Exceptional,88.71,86.67,90.72,3.26,Improving,HR Service and Recruitment Target Achievement,97.13,Responsibility and Deadline Discipline,95.16,HR Data and Payroll Accuracy,87.03,Teamwork and Professional Communication,60.79,0.91,91.5,Strong,Calculated - Pending Manager Review,2026-08-01
EMP209,Adnan Aziz,DEPARTMENT-001,HR,Corporate Services,POS-208,HR Officer,HR Officer,Mid,Professional/Mid-level,PT-HR-PROFESSIONAL,PC-2025-2026-ANNUAL,2026-08-01,84.36,Strong,86.82,84.36,88.42,-2.59,Stable,Attendance and Punctuality,94.3,HR Data and Payroll Accuracy,89.55,Learning and Adaptability,77.54,Teamwork and Professional Communication,70.1,0.91,85.1,Strong,Calculated - Pending Manager Review,2026-08-01
EMP210,Maha Latif,DEPARTMENT-001,HR,Corporate Services,POS-209,HR Officer,HR Officer,Mid,Professional/Mid-level,PT-HR-PROFESSIONAL,PC-2025-2026-ANNUAL,2026-08-01,87.71,Strong,86.73,85.73,87.89,1.13,Stable,Attendance and Punctuality,97.53,Learning and Adaptability,95.48,Responsibility and Deadline Discipline,83.7,Teamwork and Professional Communication,51.02,0.92,83.9,Strong,Calculated - Pending Manager Review,2026-08-01
EMP211,Adnan Abbasi,DEPARTMENT-001,HR,Corporate Services,POS-210,HR Officer,HR Officer,Mid,Professional/Mid-level,PT-HR-PROFESSIONAL,PC-2025-2026-ANNUAL,2026-08-01,85.89,Strong,84.77,83.31,85.89,0.97,Stable,Attendance and Punctuality,97.35,HR Data and Payroll Accuracy,87.8,Responsibility and Deadline Discipline,79.51,Teamwork and Professional Communication,63.29,0.91,85.3,Strong,Calculated - Pending Manager Review,2026-08-01
EMP212,Talha Saleem,DEPARTMENT-001,HR,Corporate Services,POS-211,HR Officer,HR Officer,Mid,Professional/Mid-level,PT-HR-PROFESSIONAL,PC-2025-2026-ANNUAL,2026-08-01,81.14,Strong,81.05,80.42,82.81,-1.11,Stable,Attendance and Punctuality,94.79,Employee Case Resolution Time,87.95,HR Data and Payroll Accuracy,73.17,Teamwork and Professional Communication,46.62,0.91,79.5,Effective,Calculated - Pending Manager Review,2026-08-01
EMP213,Talha Khalid,DEPARTMENT-001,HR,Corporate Services,POS-212,HR Officer,HR Officer,Mid,Professional/Mid-level,PT-HR-PROFESSIONAL,PC-2025-2026-ANNUAL,2026-08-01,89.15,Strong,88.31,87.19,89.65,1.11,Stable,HR Service and Recruitment Target Achievement,98.39,Attendance and Punctuality,97.36,Learning and Adaptability,79.43,Teamwork and Professional Communication,53.17,0.9,88.5,Strong,Calculated - Pending Manager Review,2026-08-01
EMP214,Talha Ejaz,DEPARTMENT-001,HR,Corporate Services,POS-213,HR Assistant,HR Assistant,Junior,Junior/Assistant,PT-HR-JUNIOR,PC-2025-2026-ANNUAL,2026-08-01,88.02,Strong,85.75,83.29,88.02,2.89,Stable,Employee Case Resolution Time,97.39,Responsibility and Deadline Discipline,96.54,Learning and Adaptability,73.47,Teamwork and Professional Communication,59.59,0.89,90.1,Strong,Calculated - Pending Manager Review,2026-08-01
EMP215,Mehwish Baig,DEPARTMENT-001,HR,Corporate Services,POS-214,HR Assistant,HR Assistant,Junior,Junior/Assistant,PT-HR-JUNIOR,PC-2025-2026-ANNUAL,2026-08-01,85.68,Strong,84.34,82.05,86.23,2.47,Stable,Attendance and Punctuality,97.83,Learning and Adaptability,92.61,HR Data and Payroll Accuracy,84.02,Teamwork and Professional Communication,54.18,0.9,87.4,Strong,Calculated - Pending Manager Review,2026-08-01
EMP216,Sana Mahmood,DEPARTMENT-001,HR,Corporate Services,POS-215,HR Assistant,HR Assistant,Junior,Junior/Assistant,PT-HR-JUNIOR,PC-2025-2026-ANNUAL,2026-08-01,82.0,Strong,79.91,77.59,82.0,3.14,Improving,Attendance and Punctuality,94.68,Employee Case Resolution Time,86.24,Learning and Adaptability,79.42,Teamwork and Professional Communication,59.19,0.9,83.1,Strong,Calculated - Pending Manager Review,2026-08-01
EMP217,Laiba Qureshi,DEPARTMENT-001,HR,Corporate Services,POS-216,HR Assistant,HR Assistant,Junior,Junior/Assistant,PT-HR-JUNIOR,PC-2025-2026-ANNUAL,2026-08-01,81.27,Strong,80.85,79.33,82.06,0.8,Stable,HR Service and Recruitment Target Achievement,89.16,Attendance and Punctuality,86.05,HR Data and Payroll Accuracy,75.3,Teamwork and Professional Communication,64.53,0.89,83.3,Strong,Calculated - Pending Manager Review,2026-08-01
EMP218,Laiba Zafar,DEPARTMENT-001,HR,Corporate Services,POS-217,HR Assistant,HR Assistant,Junior,Junior/Assistant,PT-HR-JUNIOR,PC-2025-2026-ANNUAL,2026-08-01,83.35,Strong,80.86,78.11,83.35,3.9,Improving,Attendance and Punctuality,98.96,HR Service and Recruitment Target Achievement,91.86,HR Data and Payroll Accuracy,73.96,Teamwork and Professional Communication,59.41,0.9,84.3,Strong,Calculated - Pending Manager Review,2026-08-01
EMP219,Komal Yousaf,DEPARTMENT-001,HR,Corporate Services,POS-218,HR Assistant,HR Assistant,Junior,Junior/Assistant,PT-HR-JUNIOR,PC-2025-2026-ANNUAL,2026-08-01,82.23,Strong,81.01,78.95,82.23,1.9,Stable,Attendance and Punctuality,97.98,Employee Case Resolution Time,85.19,HR Data and Payroll Accuracy,78.52,Teamwork and Professional Communication,66.35,0.9,83.7,Strong,Calculated - Pending Manager Review,2026-08-01
EMP220,Taha Saleem,DEPARTMENT-001,HR,Corporate Services,POS-219,HR Assistant,HR Assistant,Junior,Junior/Assistant,PT-HR-JUNIOR,PC-2025-2026-ANNUAL,2026-08-01,83.41,Strong,79.73,76.38,83.41,5.38,Improving,Attendance and Punctuality,97.49,Employee Case Resolution Time,90.74,Learning and Adaptability,79.02,Teamwork and Professional Communication,59.37,0.9,83.4,Strong,Calculated - Pending Manager Review,2026-08-01
EMP221,Anam Akhtar,DEPARTMENT-001,HR,Corporate Services,POS-220,HR Assistant,HR Assistant,Junior,Junior/Assistant,PT-HR-JUNIOR,PC-2025-2026-ANNUAL,2026-08-01,87.41,Strong,89.47,87.41,91.27,-3.43,Declining,HR Service and Recruitment Target Achievement,97.91,Responsibility and Deadline Discipline,97.77,Teamwork and Professional Communication,66.05,Learning and Adaptability,60.19,0.91,87.5,Strong,Calculated - Pending Manager Review,2026-08-01
EMP222,Farhan Khan,DEPARTMENT-001,HR,Corporate Services,POS-221,HR Assistant,HR Assistant,Junior,Junior/Assistant,PT-HR-JUNIOR,PC-2025-2026-ANNUAL,2026-08-01,80.79,Strong,79.79,79.04,80.79,1.12,Stable,Attendance and Punctuality,99.51,Employee Case Resolution Time,86.54,Responsibility and Deadline Discipline,79.12,Teamwork and Professional Communication,52.93,0.91,78.6,Effective,Calculated - Pending Manager Review,2026-08-01
EMP223,Talha Mahmood,DEPARTMENT-001,HR,Corporate Services,POS-222,HR Assistant,HR Assistant,Junior,Junior/Assistant,PT-HR-JUNIOR,PC-2025-2026-ANNUAL,2026-08-01,77.46,Meets Expectations,75.76,74.62,77.46,1.83,Stable,Attendance and Punctuality,94.45,Learning and Adaptability,84.73,HR Service and Recruitment Target Achievement,74.19,Teamwork and Professional Communication,66.88,0.9,76.7,Effective,Calculated - Pending Manager Review,2026-08-01
EMP224,Laiba Ali,DEPARTMENT-001,HR,Corporate Services,POS-223,HR Intern,HR Intern,Intern,Intern/Trainee,PT-HR-INTERN,PC-2025-2026-ANNUAL,2026-08-01,77.55,Meets Expectations,74.94,73.2,77.55,3.08,Improving,Attendance and Punctuality,96.7,Employee Case Resolution Time,82.27,Responsibility and Deadline Discipline,71.18,Teamwork and Professional Communication,57.9,0.9,75.5,Effective,Calculated - Pending Manager Review,2026-08-01
EMP225,Noor Rauf,DEPARTMENT-001,HR,Corporate Services,POS-224,HR Intern,HR Intern,Intern,Intern/Trainee,PT-HR-INTERN,PC-2025-2026-ANNUAL,2026-08-01,83.27,Strong,80.12,77.64,83.27,4.66,Improving,Attendance and Punctuality,96.03,Employee Case Resolution Time,91.3,Learning and Adaptability,71.25,Teamwork and Professional Communication,61.78,0.9,86.9,Strong,Calculated - Pending Manager Review,2026-08-01
EMP226,Taha Raza,DEPARTMENT-001,HR,Corporate Services,POS-225,HR Intern,HR Intern,Intern,Intern/Trainee,PT-HR-INTERN,PC-2025-2026-ANNUAL,2026-08-01,81.86,Strong,81.03,80.28,81.86,0.67,Stable,Attendance and Punctuality,99.32,Learning and Adaptability,86.83,Responsibility and Deadline Discipline,77.64,Teamwork and Professional Communication,60.51,0.89,81.7,Effective,Calculated - Pending Manager Review,2026-08-01
EMP227,Fahad Sheikh,DEPARTMENT-002,Finance,Corporate Services,EXEC-FIN-HEAD,Head of Finance,Head of Finance,Executive,Manager/Head,PT-FIN-MANAGER,PC-2025-2026-ANNUAL,2026-08-01,83.75,Strong,80.95,77.22,84.78,6.01,Improving,Attendance and Punctuality,99.41,Responsibility and Deadline Discipline,98.61,Teamwork and Professional Communication,63.86,Team Leadership and Development,60.91,0.92,99.6,Exceptional,Calculated - Pending Manager Review,2026-08-01
EMP228,Ahmed Farooq,DEPARTMENT-002,Finance,Corporate Services,POS-226,Finance Manager,Finance Manager,Lead/Manager,Manager/Head,PT-FIN-MANAGER,PC-2025-2026-ANNUAL,2026-08-01,80.06,Strong,78.24,75.87,80.06,2.89,Stable,Attendance and Punctuality,96.7,Responsibility and Deadline Discipline,91.41,Team Leadership and Development,64.47,Teamwork and Professional Communication,45.02,0.91,87.5,Strong,Calculated - Pending Manager Review,2026-08-01
EMP229,Danish Sultan,DEPARTMENT-002,Finance,Corporate Services,POS-227,Finance Manager,Finance Manager,Lead/Manager,Manager/Head,PT-FIN-MANAGER,PC-2025-2026-ANNUAL,2026-08-01,80.44,Strong,80.24,79.1,81.4,-1.02,Stable,Attendance and Punctuality,100.0,Reporting and Reconciliation Target Achievement,90.58,Team Leadership and Development,65.07,Teamwork and Professional Communication,61.78,0.92,85.8,Strong,Calculated - Pending Manager Review,2026-08-01
EMP230,Saba Nadeem,DEPARTMENT-002,Finance,Corporate Services,POS-228,Finance Manager,Finance Manager,Lead/Manager,Manager/Head,PT-FIN-MANAGER,PC-2025-2026-ANNUAL,2026-08-01,79.34,Meets Expectations,81.29,79.34,83.14,-2.41,Stable,Attendance and Punctuality,96.06,Financial Reporting Turnaround Time,89.32,Team Leadership and Development,61.45,Teamwork and Professional Communication,57.9,0.92,86.0,Strong,Calculated - Pending Manager Review,2026-08-01
EMP231,Ayesha Aziz,DEPARTMENT-002,Finance,Corporate Services,POS-229,Finance Manager,Finance Manager,Lead/Manager,Manager/Head,PT-FIN-MANAGER,PC-2025-2026-ANNUAL,2026-08-01,75.48,Meets Expectations,71.74,68.53,75.55,6.04,Improving,Attendance and Punctuality,96.62,Learning and Adaptability,90.16,Team Leadership and Development,63.72,Teamwork and Professional Communication,53.27,0.91,77.3,Effective,Calculated - Pending Manager Review,2026-08-01
EMP232,Raza Iqbal,DEPARTMENT-002,Finance,Corporate Services,POS-230,Finance Manager,Finance Manager,Lead/Manager,Manager/Head,PT-FIN-MANAGER,PC-2025-2026-ANNUAL,2026-08-01,73.67,Meets Expectations,71.63,69.02,74.43,3.78,Improving,Attendance and Punctuality,96.32,Financial Transaction and Reconciliation Accuracy,84.43,Team Leadership and Development,59.57,Teamwork and Professional Communication,52.85,0.92,75.5,Effective,Calculated - Pending Manager Review,2026-08-01
EMP233,Eman Akhtar,DEPARTMENT-002,Finance,Corporate Services,POS-231,Financial Analyst,Financial Analyst,Mid,Professional/Mid-level,PT-FIN-PROFESSIONAL,PC-2025-2026-ANNUAL,2026-08-01,85.46,Strong,83.17,81.17,85.75,3.55,Improving,Attendance and Punctuality,99.1,Financial Transaction and Reconciliation Accuracy,90.53,Responsibility and Deadline Discipline,82.83,Teamwork and Professional Communication,62.21,0.91,84.7,Strong,Calculated - Pending Manager Review,2026-08-01
EMP234,Hira Qureshi,DEPARTMENT-002,Finance,Corporate Services,POS-232,Financial Analyst,Financial Analyst,Mid,Professional/Mid-level,PT-FIN-PROFESSIONAL,PC-2025-2026-ANNUAL,2026-08-01,83.02,Strong,85.39,82.62,88.18,-5.05,Declining,Attendance and Punctuality,96.4,Reporting and Reconciliation Target Achievement,91.37,Financial Transaction and Reconciliation Accuracy,66.28,Teamwork and Professional Communication,63.88,0.91,82.1,Strong,Calculated - Pending Manager Review,2026-08-01
EMP235,Farhan Munir,DEPARTMENT-002,Finance,Corporate Services,POS-233,Financial Analyst,Financial Analyst,Mid,Professional/Mid-level,PT-FIN-PROFESSIONAL,PC-2025-2026-ANNUAL,2026-08-01,79.4,Meets Expectations,77.7,75.92,79.4,1.36,Stable,Attendance and Punctuality,96.84,Learning and Adaptability,87.1,Responsibility and Deadline Discipline,75.55,Teamwork and Professional Communication,50.19,0.91,75.4,Effective,Calculated - Pending Manager Review,2026-08-01
EMP236,Anam Nadeem,DEPARTMENT-002,Finance,Corporate Services,POS-234,Financial Analyst,Financial Analyst,Mid,Professional/Mid-level,PT-FIN-PROFESSIONAL,PC-2025-2026-ANNUAL,2026-08-01,92.02,Exceptional,90.83,89.3,92.11,2.2,Stable,Reporting and Reconciliation Target Achievement,100.0,Financial Reporting Turnaround Time,100.0,Financial Transaction and Reconciliation Accuracy,83.37,Teamwork and Professional Communication,51.52,0.91,91.5,Strong,Calculated - Pending Manager Review,2026-08-01
EMP237,Areeba Munir,DEPARTMENT-002,Finance,Corporate Services,POS-235,Accounts Assistant,Accounts Assistant,Junior,Junior/Assistant,PT-FIN-JUNIOR,PC-2025-2026-ANNUAL,2026-08-01,86.32,Strong,86.24,84.79,87.92,-1.42,Stable,Reporting and Reconciliation Target Achievement,97.03,Attendance and Punctuality,94.91,Learning and Adaptability,66.94,Teamwork and Professional Communication,65.3,0.9,86.3,Strong,Calculated - Pending Manager Review,2026-08-01
EMP238,Kinza Ali,DEPARTMENT-002,Finance,Corporate Services,POS-236,Accounts Assistant,Accounts Assistant,Junior,Junior/Assistant,PT-FIN-JUNIOR,PC-2025-2026-ANNUAL,2026-08-01,79.69,Meets Expectations,77.5,75.51,79.69,2.76,Stable,Attendance and Punctuality,95.47,Learning and Adaptability,82.86,Responsibility and Deadline Discipline,78.3,Teamwork and Professional Communication,57.07,0.9,79.9,Effective,Calculated - Pending Manager Review,2026-08-01
EMP239,Komal Sultan,DEPARTMENT-002,Finance,Corporate Services,POS-237,Accounts Assistant,Accounts Assistant,Junior,Junior/Assistant,PT-FIN-JUNIOR,PC-2025-2026-ANNUAL,2026-08-01,83.9,Strong,85.83,83.66,90.19,-4.0,Declining,Attendance and Punctuality,95.3,Learning and Adaptability,93.68,Financial Transaction and Reconciliation Accuracy,82.88,Teamwork and Professional Communication,51.87,0.9,83.6,Strong,Calculated - Pending Manager Review,2026-08-01
EMP240,Eman Latif,DEPARTMENT-002,Finance,Corporate Services,POS-238,Accounts Assistant,Accounts Assistant,Junior,Junior/Assistant,PT-FIN-JUNIOR,PC-2025-2026-ANNUAL,2026-08-01,85.77,Strong,78.2,71.4,85.77,11.37,Improving,Attendance and Punctuality,99.3,Reporting and Reconciliation Target Achievement,91.27,Learning and Adaptability,73.66,Teamwork and Professional Communication,62.72,0.91,84.8,Strong,Calculated - Pending Manager Review,2026-08-01
EMP241,Mahnoor Hameed,DEPARTMENT-002,Finance,Corporate Services,POS-239,Accounts Assistant,Accounts Assistant,Junior,Junior/Assistant,PT-FIN-JUNIOR,PC-2025-2026-ANNUAL,2026-08-01,82.27,Strong,83.58,82.19,85.6,-2.22,Stable,Attendance and Punctuality,98.34,Learning and Adaptability,91.49,Reporting and Reconciliation Target Achievement,78.91,Teamwork and Professional Communication,69.93,0.91,85.2,Strong,Calculated - Pending Manager Review,2026-08-01
EMP242,Mehwish Dar,DEPARTMENT-002,Finance,Corporate Services,POS-240,Accounts Assistant,Accounts Assistant,Junior,Junior/Assistant,PT-FIN-JUNIOR,PC-2025-2026-ANNUAL,2026-08-01,75.19,Meets Expectations,76.12,74.59,77.6,-0.88,Stable,Attendance and Punctuality,93.01,Financial Transaction and Reconciliation Accuracy,77.21,Learning and Adaptability,69.2,Teamwork and Professional Communication,53.63,0.9,75.3,Effective,Calculated - Pending Manager Review,2026-08-01
EMP243,Mehwish Khalid,DEPARTMENT-002,Finance,Corporate Services,POS-241,Accounts Assistant,Accounts Assistant,Junior,Junior/Assistant,PT-FIN-JUNIOR,PC-2025-2026-ANNUAL,2026-08-01,74.03,Meets Expectations,69.75,66.14,74.03,6.45,Improving,Attendance and Punctuality,93.07,Learning and Adaptability,91.93,Reporting and Reconciliation Target Achievement,64.96,Teamwork and Professional Communication,63.38,0.91,75.2,Effective,Calculated - Pending Manager Review,2026-08-01
EMP244,Saad Rauf,DEPARTMENT-002,Finance,Corporate Services,POS-242,Accounts Assistant,Accounts Assistant,Junior,Junior/Assistant,PT-FIN-JUNIOR,PC-2025-2026-ANNUAL,2026-08-01,89.57,Strong,89.98,89.11,90.75,-0.29,Stable,Reporting and Reconciliation Target Achievement,100.0,Financial Reporting Turnaround Time,100.0,Learning and Adaptability,74.06,Teamwork and Professional Communication,54.71,0.9,94.3,Exceptional,Calculated - Pending Manager Review,2026-08-01
EMP245,Ayesha Habib,DEPARTMENT-002,Finance,Corporate Services,POS-243,Accounts Assistant,Accounts Assistant,Junior,Junior/Assistant,PT-FIN-JUNIOR,PC-2025-2026-ANNUAL,2026-08-01,84.02,Strong,82.81,80.47,85.39,3.73,Improving,Reporting and Reconciliation Target Achievement,93.37,Attendance and Punctuality,93.35,Financial Transaction and Reconciliation Accuracy,74.87,Teamwork and Professional Communication,52.94,0.89,85.7,Strong,Calculated - Pending Manager Review,2026-08-01
EMP246,Ahmed Zafar,DEPARTMENT-002,Finance,Corporate Services,POS-244,Accounts Assistant,Accounts Assistant,Junior,Junior/Assistant,PT-FIN-JUNIOR,PC-2025-2026-ANNUAL,2026-08-01,82.14,Strong,78.63,75.18,82.14,5.01,Improving,Attendance and Punctuality,96.93,Reporting and Reconciliation Target Achievement,89.84,Learning and Adaptability,67.72,Teamwork and Professional Communication,54.47,0.9,80.7,Effective,Calculated - Pending Manager Review,2026-08-01
EMP247,Maha Aslam,DEPARTMENT-002,Finance,Corporate Services,POS-245,Accounts Assistant,Accounts Assistant,Junior,Junior/Assistant,PT-FIN-JUNIOR,PC-2025-2026-ANNUAL,2026-08-01,89.66,Strong,88.89,88.12,89.85,0.1,Stable,Reporting and Reconciliation Target Achievement,100.0,Attendance and Punctuality,100.0,Learning and Adaptability,68.92,Teamwork and Professional Communication,65.29,0.9,89.3,Strong,Calculated - Pending Manager Review,2026-08-01
EMP248,Anam Zafar,DEPARTMENT-002,Finance,Corporate Services,POS-246,Accounts Assistant,Accounts Assistant,Junior,Junior/Assistant,PT-FIN-JUNIOR,PC-2025-2026-ANNUAL,2026-08-01,87.27,Strong,87.41,86.66,88.13,-0.32,Stable,Reporting and Reconciliation Target Achievement,100.0,Financial Reporting Turnaround Time,100.0,Financial Transaction and Reconciliation Accuracy,72.18,Teamwork and Professional Communication,59.36,0.9,96.2,Exceptional,Calculated - Pending Manager Review,2026-08-01
EMP249,Noor Qureshi,DEPARTMENT-002,Finance,Corporate Services,POS-247,Finance Intern,Finance Intern,Intern,Intern/Trainee,PT-FIN-INTERN,PC-2025-2026-ANNUAL,2026-08-01,79.11,Meets Expectations,81.86,79.11,85.01,-4.09,Declining,Attendance and Punctuality,96.18,Learning and Adaptability,79.75,Reporting and Reconciliation Target Achievement,75.15,Teamwork and Professional Communication,69.87,0.89,82.6,Strong,Calculated - Pending Manager Review,2026-08-01
EMP250,Taha Malik,DEPARTMENT-002,Finance,Corporate Services,POS-248,Finance Intern,Finance Intern,Intern,Intern/Trainee,PT-FIN-INTERN,PC-2025-2026-ANNUAL,2026-08-01,85.57,Strong,80.8,75.56,85.57,7.84,Improving,Attendance and Punctuality,99.11,Financial Reporting Turnaround Time,93.06,Financial Transaction and Reconciliation Accuracy,82.9,Teamwork and Professional Communication,50.89,0.89,86.0,Strong,Calculated - Pending Manager Review,2026-08-01
EMP251,Mahnoor Javed,DEPARTMENT-002,Finance,Corporate Services,POS-249,Finance Intern,Finance Intern,Intern,Intern/Trainee,PT-FIN-INTERN,PC-2025-2026-ANNUAL,2026-08-01,71.33,Meets Expectations,70.52,70.0,71.33,0.3,Stable,Attendance and Punctuality,94.05,Financial Transaction and Reconciliation Accuracy,89.56,Reporting and Reconciliation Target Achievement,56.29,Teamwork and Professional Communication,52.04,0.89,68.2,Development Required,Calculated - Pending Manager Review,2026-08-01
EMP252,Iqra Ismail,DEPARTMENT-003,Sales,Commercial Services,EXEC-SAL-HEAD,Head of Sales,Head of Sales,Executive,Manager/Head,PT-SAL-MANAGER,PC-2025-2026-ANNUAL,2026-08-01,79.49,Meets Expectations,79.9,78.38,80.82,-1.41,Stable,Attendance and Punctuality,99.53,Responsibility and Deadline Discipline,96.95,Teamwork and Professional Communication,61.73,Team Leadership and Development,60.61,0.92,92.1,Exceptional,Calculated - Pending Manager Review,2026-08-01
EMP253,Hassan Nawaz,DEPARTMENT-003,Sales,Commercial Services,POS-250,Senior Account Manager,Senior Account Manager,Senior,Senior/Lead,PT-SAL-SENIOR,PC-2025-2026-ANNUAL,2026-08-01,82.39,Strong,80.79,79.39,82.39,1.73,Stable,Attendance and Punctuality,96.97,Lead Conversion and Customer Retention Score,94.56,Mentoring and Knowledge Transfer,66.66,Teamwork and Professional Communication,55.91,0.91,86.3,Strong,Calculated - Pending Manager Review,2026-08-01
EMP254,Farhan Awan,DEPARTMENT-003,Sales,Commercial Services,POS-251,Senior Account Manager,Senior Account Manager,Senior,Senior/Lead,PT-SAL-SENIOR,PC-2025-2026-ANNUAL,2026-08-01,83.83,Strong,86.07,83.83,88.19,-2.63,Stable,Responsibility and Deadline Discipline,94.87,Lead Conversion and Customer Retention Score,94.61,Mentoring and Knowledge Transfer,70.21,Teamwork and Professional Communication,57.21,0.91,90.5,Strong,Calculated - Pending Manager Review,2026-08-01
