Learning_Record_ID,Employee_ID,Employee_Name,Department_ID,Department,Position_ID,Position_Title,Role_Band,Course_ID,Course_Name,Course_Level,Skill_ID,Skill_Name,Current_Proficiency_Level,Current_Skill_Score,Certification_Status,Learning_Status,Completion_Date,Position_Required_Skill,History_Basis,Record_Source,Is_Actual_LMS_Record,Data_As_Of_Date
LEARN-EMP423-COURSE-S052-PRC,EMP423,Danish Latif,DEPARTMENT-010,Administration & Facilities,POS-413,Administration Officer,Professional/Mid-level,COURSE-S052-PRC,Time Management in Practice,Practitioner,S052,Time Management,4,77.8,Certified,Completed,2025-05-15,No,"Derived from actual role=Professional/Mid-level, skill proficiency=4/5, skill score=77.8, certification=Certified, skill status=Current.",DERIVED_DEMO_FROM_EXISTING_EMPLOYEE_DATA,No,2026-08-01
LEARN-EMP280-COURSE-S023-ADV,EMP280,Noman Waheed,DEPARTMENT-006,Operations,POS-274,Senior Operations Officer,Senior/Lead,COURSE-S023-ADV,Advanced Risk & Controls and Decision Practice,Advanced,S023,Risk & Controls,4,91.5,Certified,Completed,2025-01-15,Yes,"Derived from actual role=Senior/Lead, skill proficiency=4/5, skill score=91.5, certification=Certified, skill status=Current.",DERIVED_DEMO_FROM_EXISTING_EMPLOYEE_DATA,No,2026-08-01
LEARN-EMP280-COURSE-S044-ADV,EMP280,Noman Waheed,DEPARTMENT-006,Operations,POS-274,Senior Operations Officer,Senior/Lead,COURSE-S044-ADV,Advanced Problem Solving for Professional Growth,Advanced,S044,Problem Solving,5,97.8,Not Required,Completed,2026-01-15,No,"Derived from actual role=Senior/Lead, skill proficiency=5/5, skill score=97.8, certification=Not Required, skill status=Current.",DERIVED_DEMO_FROM_EXISTING_EMPLOYEE_DATA,No,2026-08-01
LEARN-EMP384-COURSE-S064-PRC,EMP384,Ayesha Farooq,DEPARTMENT-009,Training & Development,POS-375,Learning and Development Specialist,Professional/Mid-level,COURSE-S064-PRC,Applied Learning Evaluation for Learning Delivery,Practitioner,S064,Learning Evaluation,3,85.4,Certified,Completed,2026-07-15,Yes,"Derived from actual role=Professional/Mid-level, skill proficiency=3/5, skill score=85.4, certification=Certified, skill status=Current.",DERIVED_DEMO_FROM_EXISTING_EMPLOYEE_DATA,No,2026-08-01
LEARN-EMP384-COURSE-S061-ADV,EMP384,Ayesha Farooq,DEPARTMENT-009,Training & Development,POS-375,Learning and Development Specialist,Professional/Mid-level,COURSE-S061-ADV,Advanced Training Needs Analysis and Learning Impact,Advanced,S061,Training Needs Analysis,4,88.1,Not Required,Completed,2026-04-15,Yes,"Derived from actual role=Professional/Mid-level, skill proficiency=4/5, skill score=88.1, certification=Not Required, skill status=Current.",DERIVED_DEMO_FROM_EXISTING_EMPLOYEE_DATA,No,2026-08-01
LEARN-EMP656-COURSE-S095-ADV,EMP656,Sara Hussain,DEPARTMENT-015,Quality Assurance,POS-641,Quality Analyst,Professional/Mid-level,COURSE-S095-ADV,Advanced Statistical Process Control and Continuous Improvement,Advanced,S095,Statistical Process Control,5,100.0,Planned,Completed,2025-03-15,Yes,"Derived from actual role=Professional/Mid-level, skill proficiency=5/5, skill score=100.0, certification=Planned, skill status=Current.",DERIVED_DEMO_FROM_EXISTING_EMPLOYEE_DATA,No,2026-08-01
LEARN-EMP656-COURSE-S020-ADV,EMP656,Sara Hussain,DEPARTMENT-015,Quality Assurance,POS-641,Quality Analyst,Professional/Mid-level,COURSE-S020-ADV,Advanced SOP Compliance and Decision Practice,Advanced,S020,SOP Compliance,5,100.0,Not Required,Completed,2025-03-15,No,"Derived from actual role=Professional/Mid-level, skill proficiency=5/5, skill score=100.0, certification=Not Required, skill status=Current.",DERIVED_DEMO_FROM_EXISTING_EMPLOYEE_DATA,No,2026-08-01
LEARN-EMP488-COURSE-S074-ADV,EMP488,Omar Akhtar,DEPARTMENT-011,Legal & Compliance,POS-477,Legal Assistant,Junior/Assistant,COURSE-S074-ADV,Advanced Legal Research and Decision Practice,Advanced,S074,Legal Research,4,90.3,Certified,Completed,2025-06-15,Yes,"Derived from actual role=Junior/Assistant, skill proficiency=4/5, skill score=90.3, certification=Certified, skill status=Current.",DERIVED_DEMO_FROM_EXISTING_EMPLOYEE_DATA,No,2026-08-01
LEARN-EMP312-COURSE-S007-PRC,EMP312,Areeba Tariq,DEPARTMENT-007,IT,POS-305,IT Support Technician,Junior/Assistant,COURSE-S007-PRC,Applied Cloud Platforms,Practitioner,S007,Cloud Platforms,3,74.6,Certified,Completed,2024-06-15,Yes,"Derived from actual role=Junior/Assistant, skill proficiency=3/5, skill score=74.6, certification=Certified, skill status=Current.",DERIVED_DEMO_FROM_EXISTING_EMPLOYEE_DATA,No,2026-08-01
LEARN-EMP186-COURSE-S009-PRC,EMP186,Zara Masood,DEPARTMENT-007,IT,POS-186,Systems Administrator,Professional/Mid-level,COURSE-S009-PRC,Applied Network Administration,Practitioner,S009,Network Administration,4,75.6,Certification Planned,Completed,2026-03-15,Yes,"Derived from actual role=Professional/Mid-level, skill proficiency=4/5, skill score=75.6, certification=Certification Planned, skill status=Verified.",DERIVED_DEMO_FROM_EXISTING_EMPLOYEE_DATA,No,2026-08-01
LEARN-EMP186-COURSE-S007-PRC,EMP186,Zara Masood,DEPARTMENT-007,IT,POS-186,Systems Administrator,Professional/Mid-level,COURSE-S007-PRC,Applied Cloud Platforms,Practitioner,S007,Cloud Platforms,4,75.5,Certification Planned,Completed,2025-03-15,Yes,"Derived from actual role=Professional/Mid-level, skill proficiency=4/5, skill score=75.5, certification=Certification Planned, skill status=Verified.",DERIVED_DEMO_FROM_EXISTING_EMPLOYEE_DATA,No,2026-08-01
LEARN-EMP406-COURSE-S070-ADV,EMP406,Taha Ejaz,DEPARTMENT-010,Administration & Facilities,EXEC-ADM-HEAD,Head of Administration and Facilities,Manager/Head,COURSE-S070-ADV,Advanced Records Management and Decision Practice,Advanced,S070,Records Management,5,93.0,Planned,Completed,2026-04-15,Yes,"Derived from actual role=Manager/Head, skill proficiency=5/5, skill score=93.0, certification=Planned, skill status=Current.",DERIVED_DEMO_FROM_EXISTING_EMPLOYEE_DATA,No,2026-08-01
LEARN-EMP406-COURSE-S046-ADV,EMP406,Taha Ejaz,DEPARTMENT-010,Administration & Facilities,EXEC-ADM-HEAD,Head of Administration and Facilities,Manager/Head,COURSE-S046-ADV,Advanced Leadership for Professional Growth,Advanced,S046,Leadership,5,91.1,Certified,Completed,2024-03-15,No,"Derived from actual role=Manager/Head, skill proficiency=5/5, skill score=91.1, certification=Certified, skill status=Current.",DERIVED_DEMO_FROM_EXISTING_EMPLOYEE_DATA,No,2026-08-01
LEARN-EMP406-COURSE-S067-PRC,EMP406,Taha Ejaz,DEPARTMENT-010,Administration & Facilities,EXEC-ADM-HEAD,Head of Administration and Facilities,Manager/Head,COURSE-S067-PRC,Applied Facilities Management,Practitioner,S067,Facilities Management,4,78.3,Planned,Completed,2026-03-15,Yes,"Derived from actual role=Manager/Head, skill proficiency=4/5, skill score=78.3, certification=Planned, skill status=Current.",DERIVED_DEMO_FROM_EXISTING_EMPLOYEE_DATA,No,2026-08-01
LEARN-EMP425-COURSE-S066-ADV,EMP425,Saad Awan,DEPARTMENT-010,Administration & Facilities,POS-415,Administration Officer,Professional/Mid-level,COURSE-S066-ADV,Advanced Office Administration and Decision Practice,Advanced,S066,Office Administration,5,95.6,Certified,Completed,2025-03-15,Yes,"Derived from actual role=Professional/Mid-level, skill proficiency=5/5, skill score=95.6, certification=Certified, skill status=Current.",DERIVED_DEMO_FROM_EXISTING_EMPLOYEE_DATA,No,2026-08-01
LEARN-EMP425-COURSE-S068-ADV,EMP425,Saad Awan,DEPARTMENT-010,Administration & Facilities,POS-415,Administration Officer,Professional/Mid-level,COURSE-S068-ADV,Advanced Vendor Coordination and Decision Practice,Advanced,S068,Vendor Coordination,5,94.3,Not Required,Completed,2024-04-15,Yes,"Derived from actual role=Professional/Mid-level, skill proficiency=5/5, skill score=94.3, certification=Not Required, skill status=Current.",DERIVED_DEMO_FROM_EXISTING_EMPLOYEE_DATA,No,2026-08-01
LEARN-EMP152-COURSE-S008-ADV,EMP152,Mahnoor Tariq,DEPARTMENT-007,IT,POS-152,Senior Systems Engineer,Senior/Lead,COURSE-S008-ADV,Advanced Cybersecurity and Decision Practice,Advanced,S008,Cybersecurity,5,91.5,Certified,Completed,2025-03-15,Yes,"Derived from actual role=Senior/Lead, skill proficiency=5/5, skill score=91.5, certification=Certified, skill status=Verified.",DERIVED_DEMO_FROM_EXISTING_EMPLOYEE_DATA,No,2026-08-01
LEARN-EMP152-COURSE-S050-ADV,EMP152,Mahnoor Tariq,DEPARTMENT-007,IT,POS-152,Senior Systems Engineer,Senior/Lead,COURSE-S050-ADV,Advanced Project Management for Professional Growth,Advanced,S050,Project Management,5,92.0,Certified,Completed,2024-08-15,Yes,"Derived from actual role=Senior/Lead, skill proficiency=5/5, skill score=92.0, certification=Certified, skill status=Verified.",DERIVED_DEMO_FROM_EXISTING_EMPLOYEE_DATA,No,2026-08-01
LEARN-EMP437-COURSE-S070-PRC,EMP437,Ali Ismail,DEPARTMENT-010,Administration & Facilities,POS-427,Administrative Assistant,Junior/Assistant,COURSE-S070-PRC,Applied Records Management,Practitioner,S070,Records Management,4,80.9,Not Required,Completed,2024-03-15,Yes,"Derived from actual role=Junior/Assistant, skill proficiency=4/5, skill score=80.9, certification=Not Required, skill status=Current.",DERIVED_DEMO_FROM_EXISTING_EMPLOYEE_DATA,No,2026-08-01
LEARN-EMP546-COURSE-S086-ADV,EMP546,Sara Baig,DEPARTMENT-013,Logistics & Warehouse,POS-533,Logistics Manager,Manager/Head,COURSE-S086-ADV,Advanced Dispatch Coordination and Decision Practice,Advanced,S086,Dispatch Coordination,5,95.4,Not Required,Completed,2024-06-15,Yes,"Derived from actual role=Manager/Head, skill proficiency=5/5, skill score=95.4, certification=Not Required, skill status=Current.",DERIVED_DEMO_FROM_EXISTING_EMPLOYEE_DATA,No,2026-08-01
LEARN-EMP546-COURSE-S085-ADV,EMP546,Sara Baig,DEPARTMENT-013,Logistics & Warehouse,POS-533,Logistics Manager,Manager/Head,COURSE-S085-ADV,Advanced Route Optimization and Decision Practice,Advanced,S085,Route Optimization,4,82.4,Not Required,Completed,2024-07-15,Yes,"Derived from actual role=Manager/Head, skill proficiency=4/5, skill score=82.4, certification=Not Required, skill status=Current.",DERIVED_DEMO_FROM_EXISTING_EMPLOYEE_DATA,No,2026-08-01
LEARN-EMP546-COURSE-S046-ADV,EMP546,Sara Baig,DEPARTMENT-013,Logistics & Warehouse,POS-533,Logistics Manager,Manager/Head,COURSE-S046-ADV,Advanced Leadership for Professional Growth,Advanced,S046,Leadership,4,86.6,Certified,Completed,2025-05-15,No,"Derived from actual role=Manager/Head, skill proficiency=4/5, skill score=86.6, certification=Certified, skill status=Current.",DERIVED_DEMO_FROM_EXISTING_EMPLOYEE_DATA,No,2026-08-01
LEARN-EMP161-COURSE-S025-PRC,EMP161,Iqra Yousaf,DEPARTMENT-002,Finance,POS-161,Financial Analyst,Professional/Mid-level,COURSE-S025-PRC,Applied Financial Analysis,Practitioner,S025,Financial Analysis,4,78.8,Certified,Completed,2025-06-15,Yes,"Derived from actual role=Professional/Mid-level, skill proficiency=4/5, skill score=78.8, certification=Certified, skill status=Developing.",DERIVED_DEMO_FROM_EXISTING_EMPLOYEE_DATA,No,2026-08-01
LEARN-EMP161-COURSE-S026-PRC,EMP161,Iqra Yousaf,DEPARTMENT-002,Finance,POS-161,Financial Analyst,Professional/Mid-level,COURSE-S026-PRC,Applied Accounting & Reconciliation,Practitioner,S026,Accounting & Reconciliation,4,78.4,Not Required,Completed,2024-01-15,Yes,"Derived from actual role=Professional/Mid-level, skill proficiency=4/5, skill score=78.4, certification=Not Required, skill status=Verified.",DERIVED_DEMO_FROM_EXISTING_EMPLOYEE_DATA,No,2026-08-01
LEARN-EMP447-COURSE-S069-ADV,EMP447,Junaid Qureshi,DEPARTMENT-010,Administration & Facilities,POS-437,Administrative Assistant,Junior/Assistant,COURSE-S069-ADV,Advanced Asset Management and Decision Practice,Advanced,S069,Asset Management,4,85.6,Certified,Completed,2024-01-15,Yes,"Derived from actual role=Junior/Assistant, skill proficiency=4/5, skill score=85.6, certification=Certified, skill status=Current.",DERIVED_DEMO_FROM_EXISTING_EMPLOYEE_DATA,No,2026-08-01
LEARN-EMP590-COURSE-S046-ADV,EMP590,Taha Ali,DEPARTMENT-014,Production & Manufacturing,POS-576,Production Manager,Manager/Head,COURSE-S046-ADV,Advanced Leadership for Professional Growth,Advanced,S046,Leadership,5,90.8,Certified,Completed,2026-03-15,No,"Derived from actual role=Manager/Head, skill proficiency=5/5, skill score=90.8, certification=Certified, skill status=Current.",DERIVED_DEMO_FROM_EXISTING_EMPLOYEE_DATA,No,2026-08-01
LEARN-EMP590-COURSE-S090-PRC,EMP590,Taha Ali,DEPARTMENT-014,Production & Manufacturing,POS-576,Production Manager,Manager/Head,COURSE-S090-PRC,Applied Preventive Maintenance in Operations,Practitioner,S090,Preventive Maintenance,3,80.0,Not Required,Completed,2024-03-15,Yes,"Derived from actual role=Manager/Head, skill proficiency=3/5, skill score=80.0, certification=Not Required, skill status=Current.",DERIVED_DEMO_FROM_EXISTING_EMPLOYEE_DATA,No,2026-08-01
LEARN-EMP590-COURSE-S044-ADV,EMP590,Taha Ali,DEPARTMENT-014,Production & Manufacturing,POS-576,Production Manager,Manager/Head,COURSE-S044-ADV,Advanced Problem Solving for Professional Growth,Advanced,S044,Problem Solving,4,95.8,Planned,Completed,2026-01-15,No,"Derived from actual role=Manager/Head, skill proficiency=4/5, skill score=95.8, certification=Planned, skill status=Current.",DERIVED_DEMO_FROM_EXISTING_EMPLOYEE_DATA,No,2026-08-01
LEARN-EMP563-COURSE-S085-ADV,EMP563,Hira Ali,DEPARTMENT-013,Logistics & Warehouse,POS-550,Logistics Coordinator,Professional/Mid-level,COURSE-S085-ADV,Advanced Route Optimization and Decision Practice,Advanced,S085,Route Optimization,5,89.6,Not Required,Completed,2026-05-15,Yes,"Derived from actual role=Professional/Mid-level, skill proficiency=5/5, skill score=89.6, certification=Not Required, skill status=Current.",DERIVED_DEMO_FROM_EXISTING_EMPLOYEE_DATA,No,2026-08-01
LEARN-EMP563-COURSE-S046-ADV,EMP563,Hira Ali,DEPARTMENT-013,Logistics & Warehouse,POS-550,Logistics Coordinator,Professional/Mid-level,COURSE-S046-ADV,Advanced Leadership for Professional Growth,Advanced,S046,Leadership,4,87.7,Not Required,Completed,2025-05-15,No,"Derived from actual role=Professional/Mid-level, skill proficiency=4/5, skill score=87.7, certification=Not Required, skill status=Current.",DERIVED_DEMO_FROM_EXISTING_EMPLOYEE_DATA,No,2026-08-01
LEARN-EMP002-COURSE-S014-ADV,EMP002,Bilal Aziz,DEPARTMENT-003,Sales,POS-002,Account Manager,Professional/Mid-level,COURSE-S014-ADV,Advanced Negotiation for Professional Growth,Advanced,S014,Negotiation,4,90.3,Not Required,Completed,2025-03-15,Yes,"Derived from actual role=Professional/Mid-level, skill proficiency=4/5, skill score=90.3, certification=Not Required, skill status=Verified.",DERIVED_DEMO_FROM_EXISTING_EMPLOYEE_DATA,No,2026-08-01
LEARN-EMP002-COURSE-S016-PRC,EMP002,Bilal Aziz,DEPARTMENT-003,Sales,POS-002,Account Manager,Professional/Mid-level,COURSE-S016-PRC,Applied Account Management,Practitioner,S016,Account Management,4,78.3,Not Required,Completed,2026-03-15,Yes,"Derived from actual role=Professional/Mid-level, skill proficiency=4/5, skill score=78.3, certification=Not Required, skill status=Verified.",DERIVED_DEMO_FROM_EXISTING_EMPLOYEE_DATA,No,2026-08-01
LEARN-EMP518-COURSE-S079-ADV,EMP518,Maryam Mughal,DEPARTMENT-012,Procurement & Supply Chain,POS-506,Procurement Officer,Professional/Mid-level,COURSE-S079-ADV,Advanced Contract Negotiation and Decision Practice,Advanced,S079,Contract Negotiation,5,89.2,Not Required,Completed,2026-02-15,Yes,"Derived from actual role=Professional/Mid-level, skill proficiency=5/5, skill score=89.2, certification=Not Required, skill status=Current.",DERIVED_DEMO_FROM_EXISTING_EMPLOYEE_DATA,No,2026-08-01
LEARN-EMP518-COURSE-S080-FND,EMP518,Maryam Mughal,DEPARTMENT-012,Procurement & Supply Chain,POS-506,Procurement Officer,Professional/Mid-level,COURSE-S080-FND,Inventory Planning Fundamentals,Foundation,S080,Inventory Planning,3,66.8,Not Required,Completed,2025-01-15,Yes,"Derived from actual role=Professional/Mid-level, skill proficiency=3/5, skill score=66.8, certification=Not Required, skill status=Current.",DERIVED_DEMO_FROM_EXISTING_EMPLOYEE_DATA,No,2026-08-01
LEARN-EMP340-COURSE-S056-ADV,EMP340,Eman Raza,DEPARTMENT-008,Medical Care,POS-332,Medical Officer,Professional/Mid-level,COURSE-S056-ADV,Advanced Clinical Documentation and Patient Safety,Advanced,S056,Clinical Documentation,4,87.4,Certified,Completed,2025-07-15,Yes,"Derived from actual role=Professional/Mid-level, skill proficiency=4/5, skill score=87.4, certification=Certified, skill status=Current.",DERIVED_DEMO_FROM_EXISTING_EMPLOYEE_DATA,No,2026-08-01
LEARN-EMP340-COURSE-S057-ADV,EMP340,Eman Raza,DEPARTMENT-008,Medical Care,POS-332,Medical Officer,Professional/Mid-level,COURSE-S057-ADV,Advanced Medication Safety and Patient Safety,Advanced,S057,Medication Safety,4,87.6,Planned,Completed,2026-05-15,Yes,"Derived from actual role=Professional/Mid-level, skill proficiency=4/5, skill score=87.6, certification=Planned, skill status=Current.",DERIVED_DEMO_FROM_EXISTING_EMPLOYEE_DATA,No,2026-08-01
LEARN-EMP254-COURSE-S016-ADV,EMP254,Farhan Awan,DEPARTMENT-003,Sales,POS-251,Senior Account Manager,Senior/Lead,COURSE-S016-ADV,Advanced Account Management and Decision Practice,Advanced,S016,Account Management,5,96.5,Not Required,Completed,2024-06-15,Yes,"Derived from actual role=Senior/Lead, skill proficiency=5/5, skill score=96.5, certification=Not Required, skill status=Current.",DERIVED_DEMO_FROM_EXISTING_EMPLOYEE_DATA,No,2026-08-01
LEARN-EMP254-COURSE-S012-PRC,EMP254,Farhan Awan,DEPARTMENT-003,Sales,POS-251,Senior Account Manager,Senior/Lead,COURSE-S012-PRC,Applied B2B Sales,Practitioner,S012,B2B Sales,3,72.0,Certified,Completed,2026-04-15,Yes,"Derived from actual role=Senior/Lead, skill proficiency=3/5, skill score=72.0, certification=Certified, skill status=Current.",DERIVED_DEMO_FROM_EXISTING_EMPLOYEE_DATA,No,2026-08-01
LEARN-EMP335-COURSE-S056-ADV,EMP335,Haris Rauf,DEPARTMENT-008,Medical Care,POS-327,Medical Officer,Professional/Mid-level,COURSE-S056-ADV,Advanced Clinical Documentation and Patient Safety,Advanced,S056,Clinical Documentation,5,96.3,Certified,Completed,2026-08-15,Yes,"Derived from actual role=Professional/Mid-level, skill proficiency=5/5, skill score=96.3, certification=Certified, skill status=Current.",DERIVED_DEMO_FROM_EXISTING_EMPLOYEE_DATA,No,2026-08-01
LEARN-EMP335-COURSE-S058-ADV,EMP335,Haris Rauf,DEPARTMENT-008,Medical Care,POS-327,Medical Officer,Professional/Mid-level,COURSE-S058-ADV,Advanced Infection Prevention and Patient Safety,Advanced,S058,Infection Prevention,5,100.0,Not Required,Completed,2025-04-15,Yes,"Derived from actual role=Professional/Mid-level, skill proficiency=5/5, skill score=100.0, certification=Not Required, skill status=Current.",DERIVED_DEMO_FROM_EXISTING_EMPLOYEE_DATA,No,2026-08-01
LEARN-EMP377-COURSE-S064-ADV,EMP377,Anam Mirza,DEPARTMENT-009,Training & Development,POS-368,Learning and Development Specialist,Professional/Mid-level,COURSE-S064-ADV,Advanced Learning Evaluation and Learning Impact,Advanced,S064,Learning Evaluation,4,94.0,Not Required,Completed,2024-07-15,Yes,"Derived from actual role=Professional/Mid-level, skill proficiency=4/5, skill score=94.0, certification=Not Required, skill status=Current.",DERIVED_DEMO_FROM_EXISTING_EMPLOYEE_DATA,No,2026-08-01
LEARN-EMP377-COURSE-S061-PRC,EMP377,Anam Mirza,DEPARTMENT-009,Training & Development,POS-368,Learning and Development Specialist,Professional/Mid-level,COURSE-S061-PRC,Applied Training Needs Analysis for Learning Delivery,Practitioner,S061,Training Needs Analysis,3,76.6,Certified,Completed,2024-06-15,Yes,"Derived from actual role=Professional/Mid-level, skill proficiency=3/5, skill score=76.6, certification=Certified, skill status=Current.",DERIVED_DEMO_FROM_EXISTING_EMPLOYEE_DATA,No,2026-08-01
LEARN-EMP317-COURSE-S054-PRC,EMP317,Anam Khan,DEPARTMENT-008,Medical Care,POS-309,Medical Care Manager,Manager/Head,COURSE-S054-PRC,Applied Clinical Assessment in Clinical Practice,Practitioner,S054,Clinical Assessment,4,81.8,Certified,Completed,2025-01-15,Yes,"Derived from actual role=Manager/Head, skill proficiency=4/5, skill score=81.8, certification=Certified, skill status=Current.",DERIVED_DEMO_FROM_EXISTING_EMPLOYEE_DATA,No,2026-08-01
LEARN-EMP317-COURSE-S056-ADV,EMP317,Anam Khan,DEPARTMENT-008,Medical Care,POS-309,Medical Care Manager,Manager/Head,COURSE-S056-ADV,Advanced Clinical Documentation and Patient Safety,Advanced,S056,Clinical Documentation,4,83.8,Not Required,Completed,2026-01-15,Yes,"Derived from actual role=Manager/Head, skill proficiency=4/5, skill score=83.8, certification=Not Required, skill status=Current.",DERIVED_DEMO_FROM_EXISTING_EMPLOYEE_DATA,No,2026-08-01
LEARN-EMP317-COURSE-S051-ADV,EMP317,Anam Khan,DEPARTMENT-008,Medical Care,POS-309,Medical Care Manager,Manager/Head,COURSE-S051-ADV,Advanced Empathy & Active Listening for Professional Growth,Advanced,S051,Empathy & Active Listening,5,98.2,Certified,Completed,2024-04-15,No,"Derived from actual role=Manager/Head, skill proficiency=5/5, skill score=98.2, certification=Certified, skill status=Current.",DERIVED_DEMO_FROM_EXISTING_EMPLOYEE_DATA,No,2026-08-01
LEARN-EMP229-COURSE-S049-ADV,EMP229,Danish Sultan,DEPARTMENT-002,Finance,POS-227,Finance Manager,Manager/Head,COURSE-S049-ADV,Advanced Data Analysis and Decision Practice,Advanced,S049,Data Analysis,5,100.0,Certified,Completed,2025-07-15,No,"Derived from actual role=Manager/Head, skill proficiency=5/5, skill score=100.0, certification=Certified, skill status=Current.",DERIVED_DEMO_FROM_EXISTING_EMPLOYEE_DATA,No,2026-08-01
LEARN-EMP229-COURSE-S030-PRC,EMP229,Danish Sultan,DEPARTMENT-002,Finance,POS-227,Finance Manager,Manager/Head,COURSE-S030-PRC,Applied Risk Analysis,Practitioner,S030,Risk Analysis,5,81.8,Not Required,Completed,2025-01-15,No,"Derived from actual role=Manager/Head, skill proficiency=5/5, skill score=81.8, certification=Not Required, skill status=Current.",DERIVED_DEMO_FROM_EXISTING_EMPLOYEE_DATA,No,2026-08-01
LEARN-EMP229-COURSE-S025-PRC,EMP229,Danish Sultan,DEPARTMENT-002,Finance,POS-227,Finance Manager,Manager/Head,COURSE-S025-PRC,Applied Financial Analysis,Practitioner,S025,Financial Analysis,3,80.5,Not Required,Completed,2025-01-15,Yes,"Derived from actual role=Manager/Head, skill proficiency=3/5, skill score=80.5, certification=Not Required, skill status=Current.",DERIVED_DEMO_FROM_EXISTING_EMPLOYEE_DATA,No,2026-08-01
LEARN-EMP363-COURSE-S062-ADV,EMP363,Shahzaib Rauf,DEPARTMENT-009,Training & Development,POS-354,Training Manager,Manager/Head,COURSE-S062-ADV,Advanced Curriculum Design and Learning Impact,Advanced,S062,Curriculum Design,5,97.3,Certified,Completed,2024-04-15,Yes,"Derived from actual role=Manager/Head, skill proficiency=5/5, skill score=97.3, certification=Certified, skill status=Current.",DERIVED_DEMO_FROM_EXISTING_EMPLOYEE_DATA,No,2026-08-01
LEARN-EMP363-COURSE-S064-ADV,EMP363,Shahzaib Rauf,DEPARTMENT-009,Training & Development,POS-354,Training Manager,Manager/Head,COURSE-S064-ADV,Advanced Learning Evaluation and Learning Impact,Advanced,S064,Learning Evaluation,5,89.5,Not Required,Completed,2024-01-15,Yes,"Derived from actual role=Manager/Head, skill proficiency=5/5, skill score=89.5, certification=Not Required, skill status=Current.",DERIVED_DEMO_FROM_EXISTING_EMPLOYEE_DATA,No,2026-08-01
LEARN-EMP363-COURSE-S065-PRC,EMP363,Shahzaib Rauf,DEPARTMENT-009,Training & Development,POS-354,Training Manager,Manager/Head,COURSE-S065-PRC,Applied Learning Management Systems for Learning Delivery,Practitioner,S065,Learning Management Systems,3,69.6,Not Required,Completed,2026-05-15,Yes,"Derived from actual role=Manager/Head, skill proficiency=3/5, skill score=69.6, certification=Not Required, skill status=Current.",DERIVED_DEMO_FROM_EXISTING_EMPLOYEE_DATA,No,2026-08-01
LEARN-EMP006-COURSE-S002-PRC,EMP006,Sehrish Tariq,DEPARTMENT-005,Engineering,POS-006,Software Engineer II,Professional/Mid-level,COURSE-S002-PRC,Applied SQL & Databases,Practitioner,S002,SQL & Databases,4,74.5,Not Required,Completed,2026-03-15,Yes,"Derived from actual role=Professional/Mid-level, skill proficiency=4/5, skill score=74.5, certification=Not Required, skill status=Verified.",DERIVED_DEMO_FROM_EXISTING_EMPLOYEE_DATA,No,2026-08-01
LEARN-EMP006-COURSE-S001-PRC,EMP006,Sehrish Tariq,DEPARTMENT-005,Engineering,POS-006,Software Engineer II,Professional/Mid-level,COURSE-S001-PRC,Applied Python Programming,Practitioner,S001,Python Programming,4,73.3,Not Required,Completed,2026-04-15,Yes,"Derived from actual role=Professional/Mid-level, skill proficiency=4/5, skill score=73.3, certification=Not Required, skill status=Verified.",DERIVED_DEMO_FROM_EXISTING_EMPLOYEE_DATA,No,2026-08-01
LEARN-EMP473-COURSE-S073-ADV,EMP473,Areeba Saeed,DEPARTMENT-011,Legal & Compliance,POS-462,Compliance Analyst,Professional/Mid-level,COURSE-S073-ADV,Advanced Policy Interpretation and Decision Practice,Advanced,S073,Policy Interpretation,5,95.2,Not Required,Completed,2024-03-15,Yes,"Derived from actual role=Professional/Mid-level, skill proficiency=5/5, skill score=95.2, certification=Not Required, skill status=Current.",DERIVED_DEMO_FROM_EXISTING_EMPLOYEE_DATA,No,2026-08-01
LEARN-EMP473-COURSE-S071-PRC,EMP473,Areeba Saeed,DEPARTMENT-011,Legal & Compliance,POS-462,Compliance Analyst,Professional/Mid-level,COURSE-S071-PRC,Applied Contract Review,Practitioner,S071,Contract Review,3,75.3,Certified,Completed,2024-08-15,Yes,"Derived from actual role=Professional/Mid-level, skill proficiency=3/5, skill score=75.3, certification=Certified, skill status=Current.",DERIVED_DEMO_FROM_EXISTING_EMPLOYEE_DATA,No,2026-08-01
LEARN-EMP223-COURSE-S032-PRC,EMP223,Talha Mahmood,DEPARTMENT-001,HR,POS-222,HR Assistant,Junior/Assistant,COURSE-S032-PRC,Applied HRIS & Employee Data,Practitioner,S032,HRIS & Employee Data,4,72.7,Certified,Completed,2025-02-15,Yes,"Derived from actual role=Junior/Assistant, skill proficiency=4/5, skill score=72.7, certification=Certified, skill status=Current.",DERIVED_DEMO_FROM_EXISTING_EMPLOYEE_DATA,No,2026-08-01
LEARN-EMP460-COURSE-S074-ADV,EMP460,Ayesha Javed,DEPARTMENT-011,Legal & Compliance,POS-449,Senior Legal Counsel,Senior/Lead,COURSE-S074-ADV,Advanced Legal Research and Decision Practice,Advanced,S074,Legal Research,4,83.5,Certified,Completed,2024-04-15,Yes,"Derived from actual role=Senior/Lead, skill proficiency=4/5, skill score=83.5, certification=Certified, skill status=Current.",DERIVED_DEMO_FROM_EXISTING_EMPLOYEE_DATA,No,2026-08-01
