Employee_ID,Employee_Name,Department,Position_ID,Designation,Job_Level,Tenure_Months,Years_in_Company,Total_Experience_Years,Relevant_Experience_Years,Years_in_Current_Role,Projects_Completed,High_Impact_Projects,Previous_Same_Role,Previous_Department_Experience,Leadership_Experience_Years,Cross_Functional_Projects,Project_Success_Rate_pct,Experience_Score,Department_ID,Business_Unit,Organizational_Unit_ID,Work_Location_ID,Cost_Center_ID,Data_As_Of_Date
EMP090,Noman Ahmad,Finance,POS-090,Financial Analyst,Mid,32,2.7,6.9,5.1,2.3,16,4,No,No,0.0,4,79.6,96.9,DEPARTMENT-002,Corporate Services,ORGANIZATIONAL-UNIT-FIN-TEAM-01,LOC-HQ,COST-CENTER-FIN,2026-08-01
EMP091,Nida Mughal,Finance,POS-091,Senior Financial Analyst,Senior,45,3.8,10.6,7.9,3.0,17,4,Yes,No,1.4,3,84.4,93.9,DEPARTMENT-002,Corporate Services,ORGANIZATIONAL-UNIT-FIN-TEAM-02,LOC-HQ,COST-CENTER-FIN,2026-08-01
EMP092,Mahnoor Ali,Engineering,POS-092,Senior Software Engineer,Senior,42,3.5,7.5,6.6,2.8,18,3,No,Yes,1.3,5,86.0,95.4,DEPARTMENT-005,Technology and Innovation,ORGANIZATIONAL-UNIT-ENG-TEAM-03,LOC-HQ,COST-CENTER-ENG,2026-08-01
EMP093,Danish Siddiqui,Sales,POS-093,Senior Account Manager,Senior,130,10.8,18.6,14.9,7.2,34,5,Yes,Yes,0.8,12,86.6,95.1,DEPARTMENT-003,Commercial Services,ORGANIZATIONAL-UNIT-SAL-TEAM-01,LOC-NORTH,COST-CENTER-SAL,2026-08-01
EMP094,Akbar Abbasi,IT,POS-094,Senior IT Engineer,Senior,104,8.7,15.4,13.7,7.1,24,8,Yes,No,1.6,4,70.7,95.6,DEPARTMENT-007,Technology and Innovation,ORGANIZATIONAL-UNIT-IT-TEAM-02,LOC-HQ,COST-CENTER-IT,2026-08-01
EMP095,Haris Mahmood,IT,POS-095,IT Manager,Lead/Manager,129,10.8,20.1,17.4,2.7,40,7,No,No,5.3,16,87.3,98.1,DEPARTMENT-007,Technology and Innovation,ORGANIZATIONAL-UNIT-IT,LOC-HQ,COST-CENTER-IT,2026-08-01
EMP096,Ayesha Abbasi,Sales,POS-096,Senior Sales Executive,Mid,14,1.2,6.1,4.9,1.2,10,2,No,Yes,0.0,3,73.9,90.3,DEPARTMENT-003,Commercial Services,ORGANIZATIONAL-UNIT-SAL-TEAM-01,LOC-NORTH,COST-CENTER-SAL,2026-08-01
EMP097,Sana Arif,Sales,POS-097,Sales Executive,Junior,7,0.6,0.8,0.6,0.6,5,1,No,No,0.0,1,84.4,93.5,DEPARTMENT-003,Commercial Services,ORGANIZATIONAL-UNIT-SAL-TEAM-02,LOC-NORTH,COST-CENTER-SAL,2026-08-01
EMP098,Sidra Zafar,Customer Support,POS-098,Senior Support Executive,Mid,12,1.0,6.3,4.6,1.0,13,4,No,Yes,0.0,5,76.6,96.5,DEPARTMENT-004,Commercial Services,ORGANIZATIONAL-UNIT-CS-TEAM-03,LOC-CENTRAL,COST-CENTER-CS,2026-08-01
EMP099,Bilal Aslam,Finance,POS-099,Financial Analyst,Mid,31,2.6,5.8,4.8,2.6,16,2,Yes,No,0.0,2,87.9,98.2,DEPARTMENT-002,Corporate Services,ORGANIZATIONAL-UNIT-FIN-TEAM-01,LOC-HQ,COST-CENTER-FIN,2026-08-01
EMP100,Rabia Javed,Engineering,POS-100,Senior Software Engineer,Senior,94,7.8,15.6,12.1,2.5,23,5,Yes,No,2.0,5,78.6,96.8,DEPARTMENT-005,Technology and Innovation,ORGANIZATIONAL-UNIT-ENG-TEAM-02,LOC-HQ,COST-CENTER-ENG,2026-08-01
EMP101,Talha Dar,IT,POS-101,IT Engineer,Mid,43,3.6,5.9,5.0,3.0,15,5,Yes,Yes,0.0,5,84.1,97.6,DEPARTMENT-007,Technology and Innovation,ORGANIZATIONAL-UNIT-IT-TEAM-03,LOC-HQ,COST-CENTER-IT,2026-08-01
EMP102,Akbar Gill,Sales,POS-102,Sales Executive,Junior,36,3.0,3.8,3.0,1.7,6,2,No,No,0.0,1,85.3,97.8,DEPARTMENT-003,Commercial Services,ORGANIZATIONAL-UNIT-SAL-TEAM-01,LOC-NORTH,COST-CENTER-SAL,2026-08-01
EMP103,Noor Masood,Customer Support,POS-103,Support Executive,Junior,17,1.4,2.1,1.5,0.7,1,0,No,No,0.0,0,75.9,75.6,DEPARTMENT-004,Commercial Services,ORGANIZATIONAL-UNIT-CS-TEAM-02,LOC-CENTRAL,COST-CENTER-CS,2026-08-01
EMP104,Rabia Ali,IT,POS-104,Senior IT Engineer,Senior,80,6.7,14.5,11.3,5.2,28,8,Yes,Yes,1.8,9,87.2,98.1,DEPARTMENT-007,Technology and Innovation,ORGANIZATIONAL-UNIT-IT-TEAM-03,LOC-HQ,COST-CENTER-IT,2026-08-01
EMP105,Areeba Raza,Sales,POS-105,Sales Manager,Lead/Manager,179,14.9,24.0,20.3,4.8,40,10,No,Yes,3.6,9,86.3,97.9,DEPARTMENT-003,Commercial Services,ORGANIZATIONAL-UNIT-SAL,LOC-NORTH,COST-CENTER-SAL,2026-08-01
EMP106,Hina Saleem,HR,POS-106,Senior HR Specialist,Senior,66,5.5,9.3,7.9,2.0,26,6,Yes,Yes,0.5,10,92.3,90.7,DEPARTMENT-001,Corporate Services,ORGANIZATIONAL-UNIT-HR-TEAM-02,LOC-HQ,COST-CENTER-HR,2026-08-01
EMP107,Zoya Mahmood,Engineering,POS-107,Software Engineer,Mid,37,3.1,7.0,5.3,1.5,14,4,Yes,No,0.0,2,85.8,97.9,DEPARTMENT-005,Technology and Innovation,ORGANIZATIONAL-UNIT-ENG-TEAM-03,LOC-HQ,COST-CENTER-ENG,2026-08-01
EMP108,Ayesha Ahmad,HR,POS-108,HR Specialist,Mid,30,2.5,7.0,5.1,2.0,16,5,Yes,No,0.0,3,87.4,98.1,DEPARTMENT-001,Corporate Services,ORGANIZATIONAL-UNIT-HR-TEAM-01,LOC-HQ,COST-CENTER-HR,2026-08-01
EMP109,Ali Farooq,Sales,POS-109,Sales Executive,Junior,14,1.2,1.6,1.3,1.0,4,1,No,No,0.0,1,87.8,89.8,DEPARTMENT-003,Commercial Services,ORGANIZATIONAL-UNIT-SAL-TEAM-02,LOC-NORTH,COST-CENTER-SAL,2026-08-01
EMP110,Arslan Masood,IT,POS-110,Junior IT Engineer,Junior,10,0.8,2.4,1.8,0.3,5,1,Yes,Yes,0.0,1,86.4,93.8,DEPARTMENT-007,Technology and Innovation,ORGANIZATIONAL-UNIT-IT-TEAM-03,LOC-HQ,COST-CENTER-IT,2026-08-01
EMP111,Sadia Bashir,Sales,POS-111,Senior Sales Executive,Mid,55,4.6,7.3,6.4,2.4,16,3,No,Yes,0.0,4,79.3,96.9,DEPARTMENT-003,Commercial Services,ORGANIZATIONAL-UNIT-SAL-TEAM-01,LOC-NORTH,COST-CENTER-SAL,2026-08-01
EMP112,Sara Javed,Sales,POS-112,Sales Executive,Junior,10,0.8,1.5,1.1,0.8,4,1,No,No,0.0,1,93.7,90.7,DEPARTMENT-003,Commercial Services,ORGANIZATIONAL-UNIT-SAL-TEAM-02,LOC-NORTH,COST-CENTER-SAL,2026-08-01
EMP113,Shahbaz Gill,IT,POS-113,Junior IT Engineer,Junior,16,1.3,3.3,2.5,1.1,1,0,Yes,Yes,0.0,0,81.8,76.4,DEPARTMENT-007,Technology and Innovation,ORGANIZATIONAL-UNIT-IT-TEAM-03,LOC-HQ,COST-CENTER-IT,2026-08-01
EMP114,Hamza Hussain,HR,POS-114,HR Specialist,Mid,44,3.7,6.8,5.4,2.0,16,2,Yes,No,0.0,3,81.1,97.2,DEPARTMENT-001,Corporate Services,ORGANIZATIONAL-UNIT-HR-TEAM-01,LOC-HQ,COST-CENTER-HR,2026-08-01
EMP115,Hafsa Abbasi,Engineering,POS-115,Software Engineer,Mid,12,1.0,5.3,4.4,1.0,17,4,Yes,Yes,0.0,4,94.9,99.2,DEPARTMENT-005,Technology and Innovation,ORGANIZATIONAL-UNIT-ENG-TEAM-02,LOC-HQ,COST-CENTER-ENG,2026-08-01
EMP116,Ali Abbasi,Engineering,POS-116,Junior Software Engineer,Junior,18,1.5,3.1,2.3,1.4,7,2,No,Yes,0.0,2,88.3,98.2,DEPARTMENT-005,Technology and Innovation,ORGANIZATIONAL-UNIT-ENG-TEAM-03,LOC-HQ,COST-CENTER-ENG,2026-08-01
EMP117,Saad Ullah,Engineering,POS-117,Junior Software Engineer,Junior,36,3.0,4.9,3.7,3.0,11,2,No,Yes,0.0,3,80.5,97.1,DEPARTMENT-005,Technology and Innovation,ORGANIZATIONAL-UNIT-ENG-TEAM-01,LOC-HQ,COST-CENTER-ENG,2026-08-01
EMP118,Zoya Ali,Customer Support,POS-118,Senior Support Executive,Mid,20,1.7,5.5,4.2,1.2,9,3,Yes,Yes,0.0,1,80.5,89.4,DEPARTMENT-004,Commercial Services,ORGANIZATIONAL-UNIT-CS-TEAM-02,LOC-CENTRAL,COST-CENTER-CS,2026-08-01
EMP119,Ayesha Nawaz,Customer Support,POS-119,Team Lead - Customer Support,Senior,103,8.6,12.4,8.6,2.1,21,5,Yes,Yes,1.9,3,75.1,96.3,DEPARTMENT-004,Commercial Services,ORGANIZATIONAL-UNIT-CS-TEAM-03,LOC-CENTRAL,COST-CENTER-CS,2026-08-01
EMP120,Ahmad Aziz,Operations,POS-120,Operations Specialist,Mid,64,5.3,10.2,7.8,1.3,20,4,Yes,Yes,0.0,5,91.6,98.7,DEPARTMENT-006,Enterprise Operations,ORGANIZATIONAL-UNIT-OPS-TEAM-01,LOC-CENTRAL,COST-CENTER-OPS,2026-08-01
EMP121,Mehwish Tariq,Operations,POS-121,Operations Officer,Junior,36,3.0,4.3,3.6,3.0,10,3,No,No,0.0,3,73.3,96.0,DEPARTMENT-006,Enterprise Operations,ORGANIZATIONAL-UNIT-OPS-TEAM-02,LOC-CENTRAL,COST-CENTER-OPS,2026-08-01
EMP122,Hafsa Ullah,Operations,POS-122,Operations Officer,Junior,12,1.0,1.4,1.1,1.0,6,1,No,No,0.0,2,86.3,97.9,DEPARTMENT-006,Enterprise Operations,ORGANIZATIONAL-UNIT-OPS-TEAM-03,LOC-CENTRAL,COST-CENTER-OPS,2026-08-01
EMP123,Sehrish Ullah,Finance,POS-123,Senior Financial Analyst,Senior,59,4.9,12.9,9.1,2.2,23,7,Yes,Yes,2.1,5,85.0,97.7,DEPARTMENT-002,Corporate Services,ORGANIZATIONAL-UNIT-FIN-TEAM-01,LOC-HQ,COST-CENTER-FIN,2026-08-01
EMP124,Fahad Javed,Sales,POS-124,Senior Sales Executive,Mid,36,3.0,4.8,3.7,3.0,9,3,Yes,No,0.0,3,75.8,88.7,DEPARTMENT-003,Commercial Services,ORGANIZATIONAL-UNIT-SAL-TEAM-02,LOC-NORTH,COST-CENTER-SAL,2026-08-01
EMP125,Fatima Zafar,Sales,POS-125,Senior Account Manager,Senior,124,10.3,17.8,14.2,1.2,32,5,No,No,2.1,11,83.1,97.5,DEPARTMENT-003,Commercial Services,ORGANIZATIONAL-UNIT-SAL-TEAM-03,LOC-NORTH,COST-CENTER-SAL,2026-08-01
EMP126,Laiba Sheikh,Customer Support,POS-126,Team Lead - Customer Support,Senior,40,3.3,7.8,6.0,2.8,15,4,Yes,Yes,1.6,2,87.6,91.9,DEPARTMENT-004,Commercial Services,ORGANIZATIONAL-UNIT-CS-TEAM-01,LOC-CENTRAL,COST-CENTER-CS,2026-08-01
EMP127,Khurram Yousaf,HR,POS-127,HR Specialist,Mid,13,1.1,3.2,2.5,1.0,6,1,Yes,Yes,0.0,2,87.2,84.6,DEPARTMENT-001,Corporate Services,ORGANIZATIONAL-UNIT-HR-TEAM-02,LOC-HQ,COST-CENTER-HR,2026-08-01
EMP128,Zoya Farooq,Customer Support,POS-128,Customer Support Manager,Lead/Manager,120,10.0,18.2,14.6,6.8,36,9,Yes,No,7.8,11,84.8,97.7,DEPARTMENT-004,Commercial Services,ORGANIZATIONAL-UNIT-CS,LOC-CENTRAL,COST-CENTER-CS,2026-08-01
EMP129,Danish Dar,Engineering,POS-129,Engineering Manager,Lead/Manager,165,13.8,26.0,19.8,1.7,40,9,Yes,Yes,5.5,13,92.0,98.8,DEPARTMENT-005,Technology and Innovation,ORGANIZATIONAL-UNIT-ENG,LOC-HQ,COST-CENTER-ENG,2026-08-01
EMP130,Waqas Siddiqui,HR,POS-130,Senior HR Specialist,Senior,108,9.0,17.2,14.9,0.8,39,13,Yes,Yes,0.4,8,91.3,90.2,DEPARTMENT-001,Corporate Services,ORGANIZATIONAL-UNIT-HR-TEAM-02,LOC-HQ,COST-CENTER-HR,2026-08-01
EMP131,Ahmad Yousaf,IT,POS-131,IT Engineer,Mid,39,3.2,7.7,6.5,3.2,14,2,Yes,Yes,0.0,2,77.9,96.7,DEPARTMENT-007,Technology and Innovation,ORGANIZATIONAL-UNIT-IT-TEAM-03,LOC-HQ,COST-CENTER-IT,2026-08-01
EMP132,Arham Qureshi,IT,POS-132,Junior IT Engineer,Junior,6,0.5,2.1,1.4,0.5,7,1,No,Yes,0.0,3,79.5,96.9,DEPARTMENT-007,Technology and Innovation,ORGANIZATIONAL-UNIT-IT-TEAM-01,LOC-HQ,COST-CENTER-IT,2026-08-01
EMP133,Usman Raza,Engineering,POS-133,Software Engineer,Mid,72,6.0,10.7,7.6,3.2,19,6,Yes,Yes,0.0,7,83.6,97.5,DEPARTMENT-005,Technology and Innovation,ORGANIZATIONAL-UNIT-ENG-TEAM-02,LOC-HQ,COST-CENTER-ENG,2026-08-01
EMP134,Talha Awan,IT,POS-134,IT Engineer,Mid,44,3.7,9.1,7.6,2.9,16,5,No,Yes,0.0,2,87.2,98.1,DEPARTMENT-007,Technology and Innovation,ORGANIZATIONAL-UNIT-IT-TEAM-03,LOC-HQ,COST-CENTER-IT,2026-08-01
EMP135,Eman Butt,Customer Support,POS-135,Senior Support Executive,Mid,46,3.8,7.9,6.3,1.1,14,3,Yes,No,0.0,2,85.0,97.7,DEPARTMENT-004,Commercial Services,ORGANIZATIONAL-UNIT-CS-TEAM-01,LOC-CENTRAL,COST-CENTER-CS,2026-08-01
EMP136,Fatima Saleem,HR,POS-136,HR Specialist,Mid,36,3.0,5.6,4.2,1.9,12,4,No,Yes,0.0,2,85.0,95.8,DEPARTMENT-001,Corporate Services,ORGANIZATIONAL-UNIT-HR-TEAM-02,LOC-HQ,COST-CENTER-HR,2026-08-01
EMP137,Areeba Farooq,Customer Support,POS-137,Support Executive,Junior,32,2.7,2.9,2.2,1.2,7,2,No,No,0.0,1,78.9,96.8,DEPARTMENT-004,Commercial Services,ORGANIZATIONAL-UNIT-CS-TEAM-03,LOC-CENTRAL,COST-CENTER-CS,2026-08-01
EMP138,Amir Saleem,Engineering,POS-138,Software Engineer,Mid,18,1.5,4.4,3.8,1.2,9,3,Yes,No,0.0,3,69.0,87.7,DEPARTMENT-005,Technology and Innovation,ORGANIZATIONAL-UNIT-ENG-TEAM-01,LOC-HQ,COST-CENTER-ENG,2026-08-01
EMP139,Iqra Saeed,Operations,POS-139,Operations Officer,Junior,34,2.8,3.6,3.1,1.2,9,3,No,No,0.0,3,85.7,97.9,DEPARTMENT-006,Enterprise Operations,ORGANIZATIONAL-UNIT-OPS-TEAM-02,LOC-CENTRAL,COST-CENTER-OPS,2026-08-01
EMP140,Noman Rehman,Finance,POS-140,Senior Financial Analyst,Senior,128,10.7,15.1,12.5,2.0,29,8,Yes,No,1.9,11,89.8,98.5,DEPARTMENT-002,Corporate Services,ORGANIZATIONAL-UNIT-FIN-TEAM-03,LOC-HQ,COST-CENTER-FIN,2026-08-01
EMP141,Asad Zafar,Operations,POS-141,Operations Manager,Lead/Manager,149,12.4,23.8,18.4,5.0,37,6,Yes,Yes,7.9,12,73.7,96.1,DEPARTMENT-006,Enterprise Operations,ORGANIZATIONAL-UNIT-OPS,LOC-CENTRAL,COST-CENTER-OPS,2026-08-01
EMP142,Fahad Farooq,Engineering,POS-142,Engineering Manager,Lead/Manager,132,11.0,20.5,16.5,2.8,40,7,Yes,Yes,3.3,9,91.4,98.7,DEPARTMENT-005,Technology and Innovation,ORGANIZATIONAL-UNIT-ENG,LOC-HQ,COST-CENTER-ENG,2026-08-01
EMP143,Hamza Awan,Finance,POS-143,Financial Analyst,Mid,47,3.9,5.6,4.4,1.0,13,2,Yes,No,0.0,2,90.1,98.5,DEPARTMENT-002,Corporate Services,ORGANIZATIONAL-UNIT-FIN-TEAM-03,LOC-HQ,COST-CENTER-FIN,2026-08-01
EMP144,Imran Ullah,Customer Support,POS-144,Customer Support Manager,Lead/Manager,122,10.2,21.3,17.3,1.2,40,8,No,No,4.2,10,78.5,96.8,DEPARTMENT-004,Commercial Services,ORGANIZATIONAL-UNIT-CS,LOC-CENTRAL,COST-CENTER-CS,2026-08-01
EMP145,Ahsan Anwar,Sales,POS-145,Senior Sales Executive,Mid,56,4.7,8.6,6.8,1.0,11,3,No,No,0.0,3,84.5,93.8,DEPARTMENT-003,Commercial Services,ORGANIZATIONAL-UNIT-SAL-TEAM-02,LOC-NORTH,COST-CENTER-SAL,2026-08-01
EMP146,Talha Khan,Finance,POS-146,Financial Analyst,Mid,50,4.2,8.3,6.1,0.4,16,4,Yes,Yes,0.0,5,82.5,97.4,DEPARTMENT-002,Corporate Services,ORGANIZATIONAL-UNIT-FIN-TEAM-03,LOC-HQ,COST-CENTER-FIN,2026-08-01
EMP147,Hassan Javed,Customer Support,POS-147,Customer Support Manager,Lead/Manager,64,5.3,15.7,12.2,5.0,32,6,No,Yes,5.0,8,75.9,96.4,DEPARTMENT-004,Commercial Services,ORGANIZATIONAL-UNIT-CS,LOC-CENTRAL,COST-CENTER-CS,2026-08-01
EMP148,Sadia Malik,Sales,POS-148,Sales Executive,Junior,4,0.3,1.9,1.4,0.3,3,1,No,Yes,0.0,1,87.8,85.7,DEPARTMENT-003,Commercial Services,ORGANIZATIONAL-UNIT-SAL-TEAM-02,LOC-NORTH,COST-CENTER-SAL,2026-08-01
EMP149,Muneeb Hameed,Operations,POS-149,Operations Specialist,Mid,42,3.5,9.0,6.3,1.2,14,2,Yes,Yes,0.0,5,92.0,98.8,DEPARTMENT-006,Enterprise Operations,ORGANIZATIONAL-UNIT-OPS-TEAM-03,LOC-CENTRAL,COST-CENTER-OPS,2026-08-01
EMP150,Sana Nawaz,Customer Support,POS-150,Support Executive,Junior,17,1.4,2.2,1.8,1.3,3,1,No,No,0.0,1,72.8,83.4,DEPARTMENT-004,Commercial Services,ORGANIZATIONAL-UNIT-CS-TEAM-01,LOC-CENTRAL,COST-CENTER-CS,2026-08-01
EMP151,Farhan Rehman,Engineering,POS-151,Junior Software Engineer,Junior,12,1.0,1.3,0.9,1.0,2,0,No,No,0.0,1,81.3,80.5,DEPARTMENT-005,Technology and Innovation,ORGANIZATIONAL-UNIT-ENG-TEAM-02,LOC-HQ,COST-CENTER-ENG,2026-08-01
EMP152,Mahnoor Tariq,IT,POS-152,Senior IT Engineer,Senior,112,9.3,17.7,13.7,3.6,32,8,No,Yes,1.9,12,87.8,98.2,DEPARTMENT-007,Technology and Innovation,ORGANIZATIONAL-UNIT-IT-TEAM-03,LOC-HQ,COST-CENTER-IT,2026-08-01
EMP153,Kashif Abbasi,Engineering,POS-153,Software Engineer,Mid,56,4.7,8.1,6.2,3.6,15,3,Yes,No,0.0,4,76.3,96.4,DEPARTMENT-005,Technology and Innovation,ORGANIZATIONAL-UNIT-ENG-TEAM-01,LOC-HQ,COST-CENTER-ENG,2026-08-01
EMP154,Hina Abbasi,Engineering,POS-154,Junior Software Engineer,Junior,15,1.2,2.8,2.0,1.2,4,1,Yes,Yes,0.0,1,81.6,88.9,DEPARTMENT-005,Technology and Innovation,ORGANIZATIONAL-UNIT-ENG-TEAM-02,LOC-HQ,COST-CENTER-ENG,2026-08-01
EMP155,Noman Malik,Customer Support,POS-155,Senior Support Executive,Mid,39,3.2,7.8,6.0,2.9,18,3,No,Yes,0.0,3,81.8,97.3,DEPARTMENT-004,Commercial Services,ORGANIZATIONAL-UNIT-CS-TEAM-03,LOC-CENTRAL,COST-CENTER-CS,2026-08-01
EMP156,Asad Malik,Engineering,POS-156,Software Engineer,Mid,32,2.7,7.4,4.6,2.4,16,3,Yes,No,0.0,2,90.1,98.5,DEPARTMENT-005,Technology and Innovation,ORGANIZATIONAL-UNIT-ENG-TEAM-01,LOC-HQ,COST-CENTER-ENG,2026-08-01
EMP157,Saba Qureshi,Operations,POS-157,Operations Officer,Junior,11,0.9,3.4,2.8,0.7,9,2,No,Yes,0.0,2,88.5,98.3,DEPARTMENT-006,Enterprise Operations,ORGANIZATIONAL-UNIT-OPS-TEAM-02,LOC-CENTRAL,COST-CENTER-OPS,2026-08-01
EMP158,Imran Zafar,Operations,POS-158,Operations Officer,Junior,36,3.0,4.9,4.2,3.0,9,3,Yes,Yes,0.0,2,86.7,98.0,DEPARTMENT-006,Enterprise Operations,ORGANIZATIONAL-UNIT-OPS-TEAM-03,LOC-CENTRAL,COST-CENTER-OPS,2026-08-01
EMP159,Raza Ahmad,Engineering,POS-159,Senior Software Engineer,Senior,77,6.4,12.8,10.3,3.6,31,7,Yes,Yes,1.9,12,77.7,96.7,DEPARTMENT-005,Technology and Innovation,ORGANIZATIONAL-UNIT-ENG-TEAM-01,LOC-HQ,COST-CENTER-ENG,2026-08-01
EMP160,Rabia Ullah,Finance,POS-160,Senior Financial Analyst,Senior,85,7.1,13.0,9.8,0.2,24,4,Yes,No,2.1,6,88.5,98.3,DEPARTMENT-002,Corporate Services,ORGANIZATIONAL-UNIT-FIN-TEAM-02,LOC-HQ,COST-CENTER-FIN,2026-08-01
EMP161,Iqra Yousaf,Finance,POS-161,Financial Analyst,Mid,70,5.8,8.7,7.7,1.7,16,2,No,Yes,0.0,3,85.1,97.8,DEPARTMENT-002,Corporate Services,ORGANIZATIONAL-UNIT-FIN-TEAM-03,LOC-HQ,COST-CENTER-FIN,2026-08-01
EMP162,Bilal Shah,Customer Support,POS-162,Support Executive,Junior,6,0.5,1.3,1.0,0.5,9,2,No,No,0.0,3,89.1,98.4,DEPARTMENT-004,Commercial Services,ORGANIZATIONAL-UNIT-CS-TEAM-01,LOC-CENTRAL,COST-CENTER-CS,2026-08-01
EMP163,Sidra Sheikh,Engineering,POS-163,Software Engineer,Mid,11,0.9,4.1,2.9,0.9,11,3,No,Yes,0.0,2,83.1,93.6,DEPARTMENT-005,Technology and Innovation,ORGANIZATIONAL-UNIT-ENG-TEAM-02,LOC-HQ,COST-CENTER-ENG,2026-08-01
EMP164,Zoya Saleem,Sales,POS-164,Sales Executive,Junior,31,2.6,3.2,3.0,1.2,6,2,No,No,0.0,1,82.3,97.3,DEPARTMENT-003,Commercial Services,ORGANIZATIONAL-UNIT-SAL-TEAM-03,LOC-NORTH,COST-CENTER-SAL,2026-08-01
EMP165,Waqas Butt,Sales,POS-165,Sales Executive,Junior,12,1.0,2.0,1.9,1.0,5,1,No,Yes,0.0,2,73.8,91.9,DEPARTMENT-003,Commercial Services,ORGANIZATIONAL-UNIT-SAL-TEAM-01,LOC-NORTH,COST-CENTER-SAL,2026-08-01
EMP166,Arslan Siddiqui,Sales,POS-166,Sales Manager,Lead/Manager,64,5.3,16.1,13.6,5.0,30,5,Yes,Yes,2.7,9,83.1,97.5,DEPARTMENT-003,Commercial Services,ORGANIZATIONAL-UNIT-SAL,LOC-NORTH,COST-CENTER-SAL,2026-08-01
EMP167,Bilal Raza,Sales,POS-167,Senior Sales Executive,Mid,48,4.0,9.0,6.8,2.2,18,3,Yes,Yes,0.0,7,87.0,98.1,DEPARTMENT-003,Commercial Services,ORGANIZATIONAL-UNIT-SAL-TEAM-03,LOC-NORTH,COST-CENTER-SAL,2026-08-01
EMP168,Akbar Saleem,Customer Support,POS-168,Team Lead - Customer Support,Senior,39,3.2,6.8,4.5,3.0,13,4,Yes,No,1.7,4,82.0,88.6,DEPARTMENT-004,Commercial Services,ORGANIZATIONAL-UNIT-CS-TEAM-01,LOC-CENTRAL,COST-CENTER-CS,2026-08-01
EMP169,Iqra Qureshi,IT,POS-169,IT Manager,Lead/Manager,147,12.2,24.4,17.9,0.7,40,8,Yes,Yes,4.0,12,85.4,97.8,DEPARTMENT-007,Technology and Innovation,ORGANIZATIONAL-UNIT-IT,LOC-HQ,COST-CENTER-IT,2026-08-01
EMP170,Hina Ahmad,Customer Support,POS-170,Senior Support Executive,Mid,36,3.0,6.6,5.3,3.0,12,3,No,Yes,0.0,5,80.7,95.2,DEPARTMENT-004,Commercial Services,ORGANIZATIONAL-UNIT-CS-TEAM-03,LOC-CENTRAL,COST-CENTER-CS,2026-08-01
EMP171,Usman Ullah,IT,POS-171,IT Manager,Lead/Manager,122,10.2,19.2,14.2,0.8,34,7,Yes,Yes,4.8,10,82.1,97.3,DEPARTMENT-007,Technology and Innovation,ORGANIZATIONAL-UNIT-IT,LOC-HQ,COST-CENTER-IT,2026-08-01
EMP172,Zoya Hassan,Operations,POS-172,Operations Specialist,Mid,63,5.2,6.9,5.7,1.9,14,5,Yes,No,0.0,4,71.5,95.7,DEPARTMENT-006,Enterprise Operations,ORGANIZATIONAL-UNIT-OPS-TEAM-02,LOC-CENTRAL,COST-CENTER-OPS,2026-08-01
EMP173,Sidra Abbasi,Finance,POS-173,Senior Financial Analyst,Senior,44,3.7,8.6,6.4,3.7,20,3,Yes,Yes,1.2,5,73.2,96.0,DEPARTMENT-002,Corporate Services,ORGANIZATIONAL-UNIT-FIN-TEAM-03,LOC-HQ,COST-CENTER-FIN,2026-08-01
EMP174,Hassan Aslam,Sales,POS-174,Senior Sales Executive,Mid,44,3.7,5.5,4.4,2.4,11,3,Yes,Yes,0.0,4,74.3,92.3,DEPARTMENT-003,Commercial Services,ORGANIZATIONAL-UNIT-SAL-TEAM-01,LOC-NORTH,COST-CENTER-SAL,2026-08-01
EMP175,Hassan Arif,Operations,POS-175,Operations Specialist,Mid,6,0.5,4.2,2.8,0.5,12,4,No,Yes,0.0,5,90.0,96.6,DEPARTMENT-006,Enterprise Operations,ORGANIZATIONAL-UNIT-OPS-TEAM-02,LOC-CENTRAL,COST-CENTER-OPS,2026-08-01
EMP176,Ahsan Aziz,Sales,POS-176,Senior Account Manager,Senior,111,9.2,13.2,9.4,0.8,24,8,Yes,Yes,1.3,9,79.6,96.9,DEPARTMENT-003,Commercial Services,ORGANIZATIONAL-UNIT-SAL-TEAM-03,LOC-NORTH,COST-CENTER-SAL,2026-08-01
EMP177,Danish Anwar,HR,POS-177,HR Specialist,Mid,37,3.1,6.4,5.2,2.7,13,2,No,Yes,0.0,3,75.2,96.3,DEPARTMENT-001,Corporate Services,ORGANIZATIONAL-UNIT-HR-TEAM-01,LOC-HQ,COST-CENTER-HR,2026-08-01
EMP178,Fatima Rehman,Sales,POS-178,Sales Executive,Junior,5,0.4,2.9,1.8,0.4,3,1,No,Yes,0.0,1,87.8,85.7,DEPARTMENT-003,Commercial Services,ORGANIZATIONAL-UNIT-SAL-TEAM-02,LOC-NORTH,COST-CENTER-SAL,2026-08-01
EMP179,Muneeb Javed,Operations,POS-179,Operations Officer,Junior,17,1.4,3.1,2.6,1.1,7,2,Yes,No,0.0,1,85.8,97.9,DEPARTMENT-006,Enterprise Operations,ORGANIZATIONAL-UNIT-OPS-TEAM-03,LOC-CENTRAL,COST-CENTER-OPS,2026-08-01
