Employee_ID,Employee_Name,Department,Position_ID,Attendance_Period,Scheduled_Working_Days,Present_Days,Approved_Leave_Days,Absent_Days,Unapproved_Absent_Days,Late_Arrivals,Overtime_Hours_Last_30D,Attendance_Percentage,Punctuality_Percentage,Attendance_Score,Attendance_Status,Department_ID,Business_Unit,Organizational_Unit_ID,Work_Location_ID,Cost_Center_ID,Data_As_Of_Date
EMP101,Talha Dar,IT,POS-101,Last 90 Days,65,65,0,0,0,0,32,100.0,100.0,100.0,Excellent,DEPARTMENT-007,Technology and Innovation,ORGANIZATIONAL-UNIT-IT-TEAM-03,LOC-HQ,COST-CENTER-IT,2026-08-01
EMP102,Akbar Gill,Sales,POS-102,Last 90 Days,65,64,0,1,0,1,17,98.5,98.4,98.5,Excellent,DEPARTMENT-003,Commercial Services,ORGANIZATIONAL-UNIT-SAL-TEAM-01,LOC-NORTH,COST-CENTER-SAL,2026-08-01
EMP103,Noor Masood,Customer Support,POS-103,Last 90 Days,65,65,0,0,0,0,18,100.0,100.0,100.0,Excellent,DEPARTMENT-004,Commercial Services,ORGANIZATIONAL-UNIT-CS-TEAM-02,LOC-CENTRAL,COST-CENTER-CS,2026-08-01
EMP104,Rabia Ali,IT,POS-104,Last 90 Days,65,59,4,2,0,9,18,96.7,84.7,93.7,Excellent,DEPARTMENT-007,Technology and Innovation,ORGANIZATIONAL-UNIT-IT-TEAM-03,LOC-HQ,COST-CENTER-IT,2026-08-01
EMP105,Areeba Raza,Sales,POS-105,Last 90 Days,65,61,2,2,0,3,16,96.8,95.1,96.4,Excellent,DEPARTMENT-003,Commercial Services,ORGANIZATIONAL-UNIT-SAL,LOC-NORTH,COST-CENTER-SAL,2026-08-01
EMP106,Hina Saleem,HR,POS-106,Last 90 Days,65,62,3,0,0,2,6,100.0,96.8,99.2,Excellent,DEPARTMENT-001,Corporate Services,ORGANIZATIONAL-UNIT-HR-TEAM-02,LOC-HQ,COST-CENTER-HR,2026-08-01
EMP107,Zoya Mahmood,Engineering,POS-107,Last 90 Days,65,65,0,0,0,1,31,100.0,98.5,99.6,Excellent,DEPARTMENT-005,Technology and Innovation,ORGANIZATIONAL-UNIT-ENG-TEAM-03,LOC-HQ,COST-CENTER-ENG,2026-08-01
EMP108,Ayesha Ahmad,HR,POS-108,Last 90 Days,65,61,4,0,0,1,11,100.0,98.4,99.6,Excellent,DEPARTMENT-001,Corporate Services,ORGANIZATIONAL-UNIT-HR-TEAM-01,LOC-HQ,COST-CENTER-HR,2026-08-01
EMP109,Ali Farooq,Sales,POS-109,Last 90 Days,65,59,2,4,1,7,36,93.7,88.1,89.3,Needs Improvement,DEPARTMENT-003,Commercial Services,ORGANIZATIONAL-UNIT-SAL-TEAM-02,LOC-NORTH,COST-CENTER-SAL,2026-08-01
EMP110,Arslan Masood,IT,POS-110,Last 90 Days,65,61,3,1,0,1,11,98.4,98.4,98.4,Excellent,DEPARTMENT-007,Technology and Innovation,ORGANIZATIONAL-UNIT-IT-TEAM-03,LOC-HQ,COST-CENTER-IT,2026-08-01
EMP111,Sadia Bashir,Sales,POS-111,Last 90 Days,65,61,4,0,0,5,27,100.0,91.8,98.0,Excellent,DEPARTMENT-003,Commercial Services,ORGANIZATIONAL-UNIT-SAL-TEAM-01,LOC-NORTH,COST-CENTER-SAL,2026-08-01
EMP112,Sara Javed,Sales,POS-112,Last 90 Days,65,65,0,0,0,2,24,100.0,96.9,99.2,Excellent,DEPARTMENT-003,Commercial Services,ORGANIZATIONAL-UNIT-SAL-TEAM-02,LOC-NORTH,COST-CENTER-SAL,2026-08-01
EMP113,Shahbaz Gill,IT,POS-113,Last 90 Days,65,61,4,0,0,5,15,100.0,91.8,98.0,Excellent,DEPARTMENT-007,Technology and Innovation,ORGANIZATIONAL-UNIT-IT-TEAM-03,LOC-HQ,COST-CENTER-IT,2026-08-01
EMP114,Hamza Hussain,HR,POS-114,Last 90 Days,65,63,2,0,0,4,12,100.0,93.7,98.4,Excellent,DEPARTMENT-001,Corporate Services,ORGANIZATIONAL-UNIT-HR-TEAM-01,LOC-HQ,COST-CENTER-HR,2026-08-01
EMP115,Hafsa Abbasi,Engineering,POS-115,Last 90 Days,65,62,3,0,0,1,30,100.0,98.4,99.6,Excellent,DEPARTMENT-005,Technology and Innovation,ORGANIZATIONAL-UNIT-ENG-TEAM-02,LOC-HQ,COST-CENTER-ENG,2026-08-01
EMP116,Ali Abbasi,Engineering,POS-116,Last 90 Days,65,59,2,4,0,6,34,93.7,89.8,92.7,Needs Improvement,DEPARTMENT-005,Technology and Innovation,ORGANIZATIONAL-UNIT-ENG-TEAM-03,LOC-HQ,COST-CENTER-ENG,2026-08-01
EMP117,Saad Ullah,Engineering,POS-117,Last 90 Days,65,59,4,2,0,6,21,96.7,89.8,95.0,Excellent,DEPARTMENT-005,Technology and Innovation,ORGANIZATIONAL-UNIT-ENG-TEAM-01,LOC-HQ,COST-CENTER-ENG,2026-08-01
EMP118,Zoya Ali,Customer Support,POS-118,Last 90 Days,65,62,3,0,0,6,16,100.0,90.3,97.6,Excellent,DEPARTMENT-004,Commercial Services,ORGANIZATIONAL-UNIT-CS-TEAM-02,LOC-CENTRAL,COST-CENTER-CS,2026-08-01
EMP119,Ayesha Nawaz,Customer Support,POS-119,Last 90 Days,65,61,2,2,0,1,43,96.8,98.4,97.2,Excellent,DEPARTMENT-004,Commercial Services,ORGANIZATIONAL-UNIT-CS-TEAM-03,LOC-CENTRAL,COST-CENTER-CS,2026-08-01
EMP120,Ahmad Aziz,Operations,POS-120,Last 90 Days,65,60,4,1,0,2,16,98.4,96.7,97.9,Excellent,DEPARTMENT-006,Enterprise Operations,ORGANIZATIONAL-UNIT-OPS-TEAM-01,LOC-CENTRAL,COST-CENTER-OPS,2026-08-01
EMP121,Mehwish Tariq,Operations,POS-121,Last 90 Days,65,62,2,1,0,0,30,98.4,100.0,98.8,Excellent,DEPARTMENT-006,Enterprise Operations,ORGANIZATIONAL-UNIT-OPS-TEAM-02,LOC-CENTRAL,COST-CENTER-OPS,2026-08-01
EMP122,Hafsa Ullah,Operations,POS-122,Last 90 Days,65,62,3,0,0,0,27,100.0,100.0,100.0,Excellent,DEPARTMENT-006,Enterprise Operations,ORGANIZATIONAL-UNIT-OPS-TEAM-03,LOC-CENTRAL,COST-CENTER-OPS,2026-08-01
EMP123,Sehrish Ullah,Finance,POS-123,Last 90 Days,65,60,4,1,0,2,11,98.4,96.7,97.9,Excellent,DEPARTMENT-002,Corporate Services,ORGANIZATIONAL-UNIT-FIN-TEAM-01,LOC-HQ,COST-CENTER-FIN,2026-08-01
EMP124,Fahad Javed,Sales,POS-124,Last 90 Days,65,64,0,1,0,0,43,98.5,100.0,98.8,Excellent,DEPARTMENT-003,Commercial Services,ORGANIZATIONAL-UNIT-SAL-TEAM-02,LOC-NORTH,COST-CENTER-SAL,2026-08-01
EMP125,Fatima Zafar,Sales,POS-125,Last 90 Days,65,61,4,0,0,6,16,100.0,90.2,97.5,Excellent,DEPARTMENT-003,Commercial Services,ORGANIZATIONAL-UNIT-SAL-TEAM-03,LOC-NORTH,COST-CENTER-SAL,2026-08-01
EMP126,Laiba Sheikh,Customer Support,POS-126,Last 90 Days,65,59,3,3,0,7,35,95.2,88.1,93.4,Excellent,DEPARTMENT-004,Commercial Services,ORGANIZATIONAL-UNIT-CS-TEAM-01,LOC-CENTRAL,COST-CENTER-CS,2026-08-01
EMP127,Khurram Yousaf,HR,POS-127,Last 90 Days,65,62,3,0,0,2,0,100.0,96.8,99.2,Excellent,DEPARTMENT-001,Corporate Services,ORGANIZATIONAL-UNIT-HR-TEAM-02,LOC-HQ,COST-CENTER-HR,2026-08-01
EMP128,Zoya Farooq,Customer Support,POS-128,Last 90 Days,65,64,0,1,0,6,30,98.5,90.6,96.5,Excellent,DEPARTMENT-004,Commercial Services,ORGANIZATIONAL-UNIT-CS,LOC-CENTRAL,COST-CENTER-CS,2026-08-01
EMP129,Danish Dar,Engineering,POS-129,Last 90 Days,65,62,3,0,0,1,11,100.0,98.4,99.6,Excellent,DEPARTMENT-005,Technology and Innovation,ORGANIZATIONAL-UNIT-ENG,LOC-HQ,COST-CENTER-ENG,2026-08-01
EMP130,Waqas Siddiqui,HR,POS-130,Last 90 Days,65,61,3,1,0,6,0,98.4,90.2,96.3,Excellent,DEPARTMENT-001,Corporate Services,ORGANIZATIONAL-UNIT-HR-TEAM-02,LOC-HQ,COST-CENTER-HR,2026-08-01
EMP131,Ahmad Yousaf,IT,POS-131,Last 90 Days,65,62,3,0,0,0,17,100.0,100.0,100.0,Excellent,DEPARTMENT-007,Technology and Innovation,ORGANIZATIONAL-UNIT-IT-TEAM-03,LOC-HQ,COST-CENTER-IT,2026-08-01
EMP132,Arham Qureshi,IT,POS-132,Last 90 Days,65,59,2,4,1,6,40,93.7,89.8,89.7,Needs Improvement,DEPARTMENT-007,Technology and Innovation,ORGANIZATIONAL-UNIT-IT-TEAM-01,LOC-HQ,COST-CENTER-IT,2026-08-01
EMP133,Usman Raza,Engineering,POS-133,Last 90 Days,65,61,4,0,0,5,33,100.0,91.8,98.0,Excellent,DEPARTMENT-005,Technology and Innovation,ORGANIZATIONAL-UNIT-ENG-TEAM-02,LOC-HQ,COST-CENTER-ENG,2026-08-01
EMP134,Talha Awan,IT,POS-134,Last 90 Days,65,59,3,3,2,10,34,95.2,83.1,86.1,Needs Improvement,DEPARTMENT-007,Technology and Innovation,ORGANIZATIONAL-UNIT-IT-TEAM-03,LOC-HQ,COST-CENTER-IT,2026-08-01
EMP135,Eman Butt,Customer Support,POS-135,Last 90 Days,65,63,1,1,0,3,17,98.4,95.2,97.6,Excellent,DEPARTMENT-004,Commercial Services,ORGANIZATIONAL-UNIT-CS-TEAM-01,LOC-CENTRAL,COST-CENTER-CS,2026-08-01
EMP136,Fatima Saleem,HR,POS-136,Last 90 Days,65,64,0,1,0,1,13,98.5,98.4,98.5,Excellent,DEPARTMENT-001,Corporate Services,ORGANIZATIONAL-UNIT-HR-TEAM-02,LOC-HQ,COST-CENTER-HR,2026-08-01
EMP137,Areeba Farooq,Customer Support,POS-137,Last 90 Days,65,60,4,1,0,5,53,98.4,91.7,96.7,Excellent,DEPARTMENT-004,Commercial Services,ORGANIZATIONAL-UNIT-CS-TEAM-03,LOC-CENTRAL,COST-CENTER-CS,2026-08-01
EMP138,Amir Saleem,Engineering,POS-138,Last 90 Days,65,59,1,5,1,3,35,92.2,94.9,89.9,Needs Improvement,DEPARTMENT-005,Technology and Innovation,ORGANIZATIONAL-UNIT-ENG-TEAM-01,LOC-HQ,COST-CENTER-ENG,2026-08-01
EMP139,Iqra Saeed,Operations,POS-139,Last 90 Days,65,62,2,1,0,3,27,98.4,95.2,97.6,Excellent,DEPARTMENT-006,Enterprise Operations,ORGANIZATIONAL-UNIT-OPS-TEAM-02,LOC-CENTRAL,COST-CENTER-OPS,2026-08-01
EMP140,Noman Rehman,Finance,POS-140,Last 90 Days,65,63,2,0,0,5,3,100.0,92.1,98.0,Excellent,DEPARTMENT-002,Corporate Services,ORGANIZATIONAL-UNIT-FIN-TEAM-03,LOC-HQ,COST-CENTER-FIN,2026-08-01
EMP141,Asad Zafar,Operations,POS-141,Last 90 Days,65,62,3,0,0,5,9,100.0,91.9,98.0,Excellent,DEPARTMENT-006,Enterprise Operations,ORGANIZATIONAL-UNIT-OPS,LOC-CENTRAL,COST-CENTER-OPS,2026-08-01
EMP142,Fahad Farooq,Engineering,POS-142,Last 90 Days,65,61,2,2,1,3,8,96.8,95.1,93.4,Excellent,DEPARTMENT-005,Technology and Innovation,ORGANIZATIONAL-UNIT-ENG,LOC-HQ,COST-CENTER-ENG,2026-08-01
EMP143,Hamza Awan,Finance,POS-143,Last 90 Days,65,64,1,0,0,6,13,100.0,90.6,97.7,Excellent,DEPARTMENT-002,Corporate Services,ORGANIZATIONAL-UNIT-FIN-TEAM-03,LOC-HQ,COST-CENTER-FIN,2026-08-01
EMP144,Imran Ullah,Customer Support,POS-144,Last 90 Days,65,60,3,2,1,3,22,96.8,95.0,93.3,Excellent,DEPARTMENT-004,Commercial Services,ORGANIZATIONAL-UNIT-CS,LOC-CENTRAL,COST-CENTER-CS,2026-08-01
EMP145,Ahsan Anwar,Sales,POS-145,Last 90 Days,65,61,4,0,0,0,10,100.0,100.0,100.0,Excellent,DEPARTMENT-003,Commercial Services,ORGANIZATIONAL-UNIT-SAL-TEAM-02,LOC-NORTH,COST-CENTER-SAL,2026-08-01
EMP146,Talha Khan,Finance,POS-146,Last 90 Days,65,61,3,1,1,3,2,98.4,95.1,94.6,Excellent,DEPARTMENT-002,Corporate Services,ORGANIZATIONAL-UNIT-FIN-TEAM-03,LOC-HQ,COST-CENTER-FIN,2026-08-01
EMP147,Hassan Javed,Customer Support,POS-147,Last 90 Days,65,62,2,1,0,7,32,98.4,88.7,96.0,Excellent,DEPARTMENT-004,Commercial Services,ORGANIZATIONAL-UNIT-CS,LOC-CENTRAL,COST-CENTER-CS,2026-08-01
EMP148,Sadia Malik,Sales,POS-148,Last 90 Days,65,62,2,1,0,0,38,98.4,100.0,98.8,Excellent,DEPARTMENT-003,Commercial Services,ORGANIZATIONAL-UNIT-SAL-TEAM-02,LOC-NORTH,COST-CENTER-SAL,2026-08-01
EMP149,Muneeb Hameed,Operations,POS-149,Last 90 Days,65,64,1,0,0,7,17,100.0,89.1,97.3,Excellent,DEPARTMENT-006,Enterprise Operations,ORGANIZATIONAL-UNIT-OPS-TEAM-03,LOC-CENTRAL,COST-CENTER-OPS,2026-08-01
EMP150,Sana Nawaz,Customer Support,POS-150,Last 90 Days,65,60,3,2,1,3,52,96.8,95.0,93.3,Excellent,DEPARTMENT-004,Commercial Services,ORGANIZATIONAL-UNIT-CS-TEAM-01,LOC-CENTRAL,COST-CENTER-CS,2026-08-01
EMP151,Farhan Rehman,Engineering,POS-151,Last 90 Days,65,62,0,3,0,3,43,95.4,95.2,95.3,Excellent,DEPARTMENT-005,Technology and Innovation,ORGANIZATIONAL-UNIT-ENG-TEAM-02,LOC-HQ,COST-CENTER-ENG,2026-08-01
EMP152,Mahnoor Tariq,IT,POS-152,Last 90 Days,65,62,3,0,0,5,26,100.0,91.9,98.0,Excellent,DEPARTMENT-007,Technology and Innovation,ORGANIZATIONAL-UNIT-IT-TEAM-03,LOC-HQ,COST-CENTER-IT,2026-08-01
EMP153,Kashif Abbasi,Engineering,POS-153,Last 90 Days,65,60,3,2,0,8,22,96.8,86.7,94.2,Excellent,DEPARTMENT-005,Technology and Innovation,ORGANIZATIONAL-UNIT-ENG-TEAM-01,LOC-HQ,COST-CENTER-ENG,2026-08-01
EMP154,Hina Abbasi,Engineering,POS-154,Last 90 Days,65,61,3,1,1,4,28,98.4,93.4,94.2,Excellent,DEPARTMENT-005,Technology and Innovation,ORGANIZATIONAL-UNIT-ENG-TEAM-02,LOC-HQ,COST-CENTER-ENG,2026-08-01
EMP155,Noman Malik,Customer Support,POS-155,Last 90 Days,65,63,2,0,0,6,35,100.0,90.5,97.6,Excellent,DEPARTMENT-004,Commercial Services,ORGANIZATIONAL-UNIT-CS-TEAM-03,LOC-CENTRAL,COST-CENTER-CS,2026-08-01
EMP156,Asad Malik,Engineering,POS-156,Last 90 Days,65,64,1,0,0,1,28,100.0,98.4,99.6,Excellent,DEPARTMENT-005,Technology and Innovation,ORGANIZATIONAL-UNIT-ENG-TEAM-01,LOC-HQ,COST-CENTER-ENG,2026-08-01
EMP157,Saba Qureshi,Operations,POS-157,Last 90 Days,65,61,4,0,0,6,9,100.0,90.2,97.5,Excellent,DEPARTMENT-006,Enterprise Operations,ORGANIZATIONAL-UNIT-OPS-TEAM-02,LOC-CENTRAL,COST-CENTER-OPS,2026-08-01
EMP158,Imran Zafar,Operations,POS-158,Last 90 Days,65,64,1,0,0,5,29,100.0,92.2,98.0,Excellent,DEPARTMENT-006,Enterprise Operations,ORGANIZATIONAL-UNIT-OPS-TEAM-03,LOC-CENTRAL,COST-CENTER-OPS,2026-08-01
EMP159,Raza Ahmad,Engineering,POS-159,Last 90 Days,65,60,3,2,1,6,37,96.8,90.0,92.1,Needs Improvement,DEPARTMENT-005,Technology and Innovation,ORGANIZATIONAL-UNIT-ENG-TEAM-01,LOC-HQ,COST-CENTER-ENG,2026-08-01
EMP160,Rabia Ullah,Finance,POS-160,Last 90 Days,65,64,0,1,1,5,8,98.5,92.2,93.9,Excellent,DEPARTMENT-002,Corporate Services,ORGANIZATIONAL-UNIT-FIN-TEAM-02,LOC-HQ,COST-CENTER-FIN,2026-08-01
EMP161,Iqra Yousaf,Finance,POS-161,Last 90 Days,65,61,3,1,1,4,0,98.4,93.4,94.2,Excellent,DEPARTMENT-002,Corporate Services,ORGANIZATIONAL-UNIT-FIN-TEAM-03,LOC-HQ,COST-CENTER-FIN,2026-08-01
EMP162,Bilal Shah,Customer Support,POS-162,Last 90 Days,65,61,3,1,0,5,35,98.4,91.8,96.7,Excellent,DEPARTMENT-004,Commercial Services,ORGANIZATIONAL-UNIT-CS-TEAM-01,LOC-CENTRAL,COST-CENTER-CS,2026-08-01
EMP163,Sidra Sheikh,Engineering,POS-163,Last 90 Days,65,63,0,2,0,4,26,96.9,93.7,96.1,Excellent,DEPARTMENT-005,Technology and Innovation,ORGANIZATIONAL-UNIT-ENG-TEAM-02,LOC-HQ,COST-CENTER-ENG,2026-08-01
EMP164,Zoya Saleem,Sales,POS-164,Last 90 Days,65,61,3,1,0,4,32,98.4,93.4,97.2,Excellent,DEPARTMENT-003,Commercial Services,ORGANIZATIONAL-UNIT-SAL-TEAM-03,LOC-NORTH,COST-CENTER-SAL,2026-08-01
EMP165,Waqas Butt,Sales,POS-165,Last 90 Days,65,63,1,1,0,6,38,98.4,90.5,96.4,Excellent,DEPARTMENT-003,Commercial Services,ORGANIZATIONAL-UNIT-SAL-TEAM-01,LOC-NORTH,COST-CENTER-SAL,2026-08-01
EMP166,Arslan Siddiqui,Sales,POS-166,Last 90 Days,65,64,0,1,0,5,26,98.5,92.2,96.9,Excellent,DEPARTMENT-003,Commercial Services,ORGANIZATIONAL-UNIT-SAL,LOC-NORTH,COST-CENTER-SAL,2026-08-01
EMP167,Bilal Raza,Sales,POS-167,Last 90 Days,65,60,3,2,1,9,26,96.8,85.0,90.8,Needs Improvement,DEPARTMENT-003,Commercial Services,ORGANIZATIONAL-UNIT-SAL-TEAM-03,LOC-NORTH,COST-CENTER-SAL,2026-08-01
EMP168,Akbar Saleem,Customer Support,POS-168,Last 90 Days,65,62,1,2,0,6,56,96.9,90.3,95.2,Excellent,DEPARTMENT-004,Commercial Services,ORGANIZATIONAL-UNIT-CS-TEAM-01,LOC-CENTRAL,COST-CENTER-CS,2026-08-01
EMP169,Iqra Qureshi,IT,POS-169,Last 90 Days,65,62,2,1,0,4,12,98.4,93.5,97.2,Excellent,DEPARTMENT-007,Technology and Innovation,ORGANIZATIONAL-UNIT-IT,LOC-HQ,COST-CENTER-IT,2026-08-01
EMP170,Hina Ahmad,Customer Support,POS-170,Last 90 Days,65,62,3,0,0,2,22,100.0,96.8,99.2,Excellent,DEPARTMENT-004,Commercial Services,ORGANIZATIONAL-UNIT-CS-TEAM-03,LOC-CENTRAL,COST-CENTER-CS,2026-08-01
EMP171,Usman Ullah,IT,POS-171,Last 90 Days,65,62,2,1,0,1,12,98.4,98.4,98.4,Excellent,DEPARTMENT-007,Technology and Innovation,ORGANIZATIONAL-UNIT-IT,LOC-HQ,COST-CENTER-IT,2026-08-01
EMP172,Zoya Hassan,Operations,POS-172,Last 90 Days,65,61,3,1,1,4,31,98.4,93.4,94.2,Excellent,DEPARTMENT-006,Enterprise Operations,ORGANIZATIONAL-UNIT-OPS-TEAM-02,LOC-CENTRAL,COST-CENTER-OPS,2026-08-01
EMP173,Sidra Abbasi,Finance,POS-173,Last 90 Days,65,63,2,0,0,4,15,100.0,93.7,98.4,Excellent,DEPARTMENT-002,Corporate Services,ORGANIZATIONAL-UNIT-FIN-TEAM-03,LOC-HQ,COST-CENTER-FIN,2026-08-01
EMP174,Hassan Aslam,Sales,POS-174,Last 90 Days,65,62,2,1,0,5,20,98.4,91.9,96.8,Excellent,DEPARTMENT-003,Commercial Services,ORGANIZATIONAL-UNIT-SAL-TEAM-01,LOC-NORTH,COST-CENTER-SAL,2026-08-01
EMP175,Hassan Arif,Operations,POS-175,Last 90 Days,65,62,3,0,0,2,9,100.0,96.8,99.2,Excellent,DEPARTMENT-006,Enterprise Operations,ORGANIZATIONAL-UNIT-OPS-TEAM-02,LOC-CENTRAL,COST-CENTER-OPS,2026-08-01
EMP176,Ahsan Aziz,Sales,POS-176,Last 90 Days,65,65,0,0,0,4,7,100.0,93.8,98.5,Excellent,DEPARTMENT-003,Commercial Services,ORGANIZATIONAL-UNIT-SAL-TEAM-03,LOC-NORTH,COST-CENTER-SAL,2026-08-01
EMP177,Danish Anwar,HR,POS-177,Last 90 Days,65,64,0,1,0,11,29,98.5,82.8,94.5,Excellent,DEPARTMENT-001,Corporate Services,ORGANIZATIONAL-UNIT-HR-TEAM-01,LOC-HQ,COST-CENTER-HR,2026-08-01
EMP178,Fatima Rehman,Sales,POS-178,Last 90 Days,65,60,3,2,0,7,21,96.8,88.3,94.7,Excellent,DEPARTMENT-003,Commercial Services,ORGANIZATIONAL-UNIT-SAL-TEAM-02,LOC-NORTH,COST-CENTER-SAL,2026-08-01
EMP179,Muneeb Javed,Operations,POS-179,Last 90 Days,65,60,4,1,0,5,40,98.4,91.7,96.7,Excellent,DEPARTMENT-006,Enterprise Operations,ORGANIZATIONAL-UNIT-OPS-TEAM-03,LOC-CENTRAL,COST-CENTER-OPS,2026-08-01
EMP180,Arham Hussain,Customer Support,POS-180,Last 90 Days,65,63,2,0,0,7,25,100.0,88.9,97.2,Excellent,DEPARTMENT-004,Commercial Services,ORGANIZATIONAL-UNIT-CS-TEAM-01,LOC-CENTRAL,COST-CENTER-CS,2026-08-01
EMP181,Saad Yousaf,Operations,POS-181,Last 90 Days,65,64,1,0,0,7,8,100.0,89.1,97.3,Excellent,DEPARTMENT-006,Enterprise Operations,ORGANIZATIONAL-UNIT-OPS-TEAM-02,LOC-CENTRAL,COST-CENTER-OPS,2026-08-01
EMP182,Waqas Ahmad,Sales,POS-182,Last 90 Days,65,63,1,1,0,2,7,98.4,96.8,98.0,Excellent,DEPARTMENT-003,Commercial Services,ORGANIZATIONAL-UNIT-SAL-TEAM-03,LOC-NORTH,COST-CENTER-SAL,2026-08-01
EMP183,Zain Saleem,IT,POS-183,Last 90 Days,65,64,0,1,0,4,21,98.5,93.8,97.3,Excellent,DEPARTMENT-007,Technology and Innovation,ORGANIZATIONAL-UNIT-IT-TEAM-01,LOC-HQ,COST-CENTER-IT,2026-08-01
EMP184,Iqra Hassan,Operations,POS-184,Last 90 Days,65,61,3,1,0,4,24,98.4,93.4,97.2,Excellent,DEPARTMENT-006,Enterprise Operations,ORGANIZATIONAL-UNIT-OPS-TEAM-02,LOC-CENTRAL,COST-CENTER-OPS,2026-08-01
EMP185,Salman Hameed,Finance,POS-185,Last 90 Days,65,63,2,0,0,0,26,100.0,100.0,100.0,Excellent,DEPARTMENT-002,Corporate Services,ORGANIZATIONAL-UNIT-FIN-TEAM-03,LOC-HQ,COST-CENTER-FIN,2026-08-01
EMP186,Zara Masood,IT,POS-186,Last 90 Days,65,60,3,2,0,4,8,96.8,93.3,95.9,Excellent,DEPARTMENT-007,Technology and Innovation,ORGANIZATIONAL-UNIT-IT-TEAM-01,LOC-HQ,COST-CENTER-IT,2026-08-01
EMP187,Nida Mahmood,Operations,POS-187,Last 90 Days,65,59,4,2,1,2,48,96.7,96.6,93.7,Excellent,DEPARTMENT-006,Enterprise Operations,ORGANIZATIONAL-UNIT-OPS-TEAM-02,LOC-CENTRAL,COST-CENTER-OPS,2026-08-01
EMP188,Areeba Ahmad,IT,POS-188,Last 90 Days,65,62,2,1,0,4,18,98.4,93.5,97.2,Excellent,DEPARTMENT-007,Technology and Innovation,ORGANIZATIONAL-UNIT-IT-TEAM-03,LOC-HQ,COST-CENTER-IT,2026-08-01
EMP189,Omer Masood,Engineering,POS-189,Last 90 Days,65,61,2,2,0,6,48,96.8,90.2,95.2,Excellent,DEPARTMENT-005,Technology and Innovation,ORGANIZATIONAL-UNIT-ENG,LOC-HQ,COST-CENTER-ENG,2026-08-01
EMP190,Noor Saeed,HR,POS-190,Last 90 Days,65,58,4,3,0,0,13,95.1,100.0,96.3,Excellent,DEPARTMENT-001,Corporate Services,ORGANIZATIONAL-UNIT-HR-TEAM-02,LOC-HQ,COST-CENTER-HR,2026-08-01
EMP191,Danish Yousaf,Operations,POS-191,Last 90 Days,65,61,3,1,0,7,14,98.4,88.5,95.9,Excellent,DEPARTMENT-006,Enterprise Operations,ORGANIZATIONAL-UNIT-OPS-TEAM-03,LOC-CENTRAL,COST-CENTER-OPS,2026-08-01
EMP192,Kashif Hussain,Sales,POS-192,Last 90 Days,65,63,2,0,0,0,23,100.0,100.0,100.0,Excellent,DEPARTMENT-003,Commercial Services,ORGANIZATIONAL-UNIT-SAL-TEAM-01,LOC-NORTH,COST-CENTER-SAL,2026-08-01
EMP193,Zain Qureshi,Operations,POS-193,Last 90 Days,65,58,4,3,0,5,10,95.1,91.4,94.2,Excellent,DEPARTMENT-006,Enterprise Operations,ORGANIZATIONAL-UNIT-OPS-TEAM-02,LOC-CENTRAL,COST-CENTER-OPS,2026-08-01
EMP194,Shahid Ahmad,Customer Support,POS-194,Last 90 Days,65,64,1,0,0,2,28,100.0,96.9,99.2,Excellent,DEPARTMENT-004,Commercial Services,ORGANIZATIONAL-UNIT-CS-TEAM-03,LOC-CENTRAL,COST-CENTER-CS,2026-08-01
EMP195,Mohsin Khan,Engineering,POS-195,Last 90 Days,65,61,4,0,0,5,19,100.0,91.8,98.0,Excellent,DEPARTMENT-005,Technology and Innovation,ORGANIZATIONAL-UNIT-ENG,LOC-HQ,COST-CENTER-ENG,2026-08-01
EMP196,Mohsin Abbasi,Engineering,POS-196,Last 90 Days,65,63,2,0,0,3,27,100.0,95.2,98.8,Excellent,DEPARTMENT-005,Technology and Innovation,ORGANIZATIONAL-UNIT-ENG-TEAM-02,LOC-HQ,COST-CENTER-ENG,2026-08-01
EMP197,Zeeshan Qureshi,HR,POS-197,Last 90 Days,65,61,2,2,0,9,31,96.8,85.2,93.9,Excellent,DEPARTMENT-001,Corporate Services,ORGANIZATIONAL-UNIT-HR,LOC-HQ,COST-CENTER-HR,2026-08-01
EMP198,Ali Tariq,Operations,POS-198,Last 90 Days,65,61,3,1,0,3,27,98.4,95.1,97.6,Excellent,DEPARTMENT-006,Enterprise Operations,ORGANIZATIONAL-UNIT-OPS-TEAM-01,LOC-CENTRAL,COST-CENTER-OPS,2026-08-01
EMP199,Zara Tariq,Customer Support,POS-199,Last 90 Days,65,63,1,1,0,3,37,98.4,95.2,97.6,Excellent,DEPARTMENT-004,Commercial Services,ORGANIZATIONAL-UNIT-CS-TEAM-02,LOC-CENTRAL,COST-CENTER-CS,2026-08-01
EMP200,Ahmad Abbasi,Customer Support,POS-200,Last 90 Days,65,60,2,3,1,8,39,95.2,86.7,90.1,Needs Improvement,DEPARTMENT-004,Commercial Services,ORGANIZATIONAL-UNIT-CS-TEAM-03,LOC-CENTRAL,COST-CENTER-CS,2026-08-01
EMP201,Taha Saeed,HR,EXEC-HR-HEAD,Last 90 Days,65,61,2,2,0,2,18,96.9,96.7,96.9,Excellent,DEPARTMENT-001,Corporate Services,ORGANIZATIONAL-UNIT-HR,LOC-HQ,COST-CENTER-HR,2026-08-01
