Assignment_ID,Employee_ID,Employee_Name,Position_ID,Position_Title,Department_ID,Department_Name,Business_Unit,Organizational_Unit_ID,Work_Location_ID,Cost_Center_ID,Manager_Employee_ID,Assignment_Start_Date,Assignment_End_Date,Assignment_Status,Assignment_Type,Assignment_Full_Time_Equivalent,Employment_Type,Data_As_Of_Date
ASSIGNMENT-0091,EMP091,Nida Mughal,POS-091,Senior Financial Analyst,DEPARTMENT-002,Finance,Corporate Services,ORGANIZATIONAL-UNIT-FIN-TEAM-02,LOC-HQ,COST-CENTER-FIN,EMP228,2023-11-01,,Current,Primary Assignment,1.0,Permanent,2026-08-01
ASSIGNMENT-0092,EMP092,Mahnoor Ali,POS-092,Senior Software Engineer,DEPARTMENT-005,Engineering,Technology and Innovation,ORGANIZATIONAL-UNIT-ENG-TEAM-03,LOC-HQ,COST-CENTER-ENG,EMP070,2024-08-01,,Current,Primary Assignment,1.0,Permanent,2026-08-01
ASSIGNMENT-0093,EMP093,Danish Siddiqui,POS-093,Senior Account Manager,DEPARTMENT-003,Sales,Commercial Services,ORGANIZATIONAL-UNIT-SAL-TEAM-01,LOC-NORTH,COST-CENTER-SAL,EMP011,2024-08-01,,Current,Primary Assignment,1.0,Permanent,2026-08-01
ASSIGNMENT-0094,EMP094,Akbar Abbasi,POS-094,Senior Systems Engineer,DEPARTMENT-007,IT,Technology and Innovation,ORGANIZATIONAL-UNIT-IT-TEAM-02,LOC-HQ,COST-CENTER-IT,EMP294,2024-08-01,,Current,Primary Assignment,1.0,Permanent,2026-08-01
ASSIGNMENT-0095,EMP095,Haris Mahmood,POS-095,IT Operations Manager,DEPARTMENT-007,IT,Technology and Innovation,ORGANIZATIONAL-UNIT-IT,LOC-HQ,COST-CENTER-IT,EMP292,2023-08-01,,Current,Primary Assignment,1.0,Permanent,2026-08-01
ASSIGNMENT-0096,EMP096,Ayesha Abbasi,POS-096,Account Manager,DEPARTMENT-003,Sales,Commercial Services,ORGANIZATIONAL-UNIT-SAL-TEAM-01,LOC-NORTH,COST-CENTER-SAL,EMP011,2026-05-01,,Current,Primary Assignment,1.0,Permanent,2026-08-01
ASSIGNMENT-0097,EMP097,Sana Arif,POS-097,Sales Executive,DEPARTMENT-003,Sales,Commercial Services,ORGANIZATIONAL-UNIT-SAL-TEAM-02,LOC-NORTH,COST-CENTER-SAL,EMP105,2026-01-01,,Current,Primary Assignment,1.0,Permanent,2026-08-01
ASSIGNMENT-0098,EMP098,Sidra Zafar,POS-098,Senior Support Executive,DEPARTMENT-004,Customer Support,Commercial Services,ORGANIZATIONAL-UNIT-CS-TEAM-03,LOC-CENTRAL,COST-CENTER-CS,EMP144,2025-08-01,,Current,Primary Assignment,1.0,Permanent,2026-08-01
ASSIGNMENT-0099,EMP099,Bilal Aslam,POS-099,Financial Analyst,DEPARTMENT-002,Finance,Corporate Services,ORGANIZATIONAL-UNIT-FIN-TEAM-01,LOC-HQ,COST-CENTER-FIN,EMP230,2024-12-01,,Current,Primary Assignment,1.0,Permanent,2026-08-01
ASSIGNMENT-0100,EMP100,Rabia Javed,POS-100,Senior Software Engineer,DEPARTMENT-005,Engineering,Technology and Innovation,ORGANIZATIONAL-UNIT-ENG-TEAM-02,LOC-HQ,COST-CENTER-ENG,EMP080,2022-09-01,,Current,Primary Assignment,1.0,Permanent,2026-08-01
ASSIGNMENT-0101,EMP101,Talha Dar,POS-101,Systems Administrator,DEPARTMENT-007,IT,Technology and Innovation,ORGANIZATIONAL-UNIT-IT-TEAM-03,LOC-HQ,COST-CENTER-IT,EMP295,2023-10-01,,Current,Primary Assignment,1.0,Permanent,2026-08-01
ASSIGNMENT-0102,EMP102,Akbar Gill,POS-102,Sales Executive,DEPARTMENT-003,Sales,Commercial Services,ORGANIZATIONAL-UNIT-SAL-TEAM-01,LOC-NORTH,COST-CENTER-SAL,EMP125,2023-10-01,,Current,Primary Assignment,1.0,Permanent,2026-08-01
ASSIGNMENT-0103,EMP103,Noor Masood,POS-103,Customer Support Representative,DEPARTMENT-004,Customer Support,Commercial Services,ORGANIZATIONAL-UNIT-CS-TEAM-02,LOC-CENTRAL,COST-CENTER-CS,EMP147,2025-07-01,,Current,Primary Assignment,1.0,Permanent,2026-08-01
ASSIGNMENT-0104,EMP104,Rabia Ali,POS-104,Senior Systems Engineer,DEPARTMENT-007,IT,Technology and Innovation,ORGANIZATIONAL-UNIT-IT-TEAM-03,LOC-HQ,COST-CENTER-IT,EMP171,2023-05-01,,Current,Primary Assignment,1.0,Permanent,2026-08-01
ASSIGNMENT-0105,EMP105,Areeba Raza,POS-105,Sales Manager,DEPARTMENT-003,Sales,Commercial Services,ORGANIZATIONAL-UNIT-SAL,LOC-NORTH,COST-CENTER-SAL,EMP252,2022-05-01,,Current,Primary Assignment,1.0,Permanent,2026-08-01
ASSIGNMENT-0106,EMP106,Hina Saleem,POS-106,Senior HR Specialist,DEPARTMENT-001,HR,Corporate Services,ORGANIZATIONAL-UNIT-HR-TEAM-02,LOC-HQ,COST-CENTER-HR,EMP202,2023-08-01,,Current,Primary Assignment,1.0,Permanent,2026-08-01
ASSIGNMENT-0107,EMP107,Zoya Mahmood,POS-107,Software Engineer II,DEPARTMENT-005,Engineering,Technology and Innovation,ORGANIZATIONAL-UNIT-ENG-TEAM-03,LOC-HQ,COST-CENTER-ENG,EMP080,2023-12-01,,Current,Primary Assignment,1.0,Permanent,2026-08-01
ASSIGNMENT-0108,EMP108,Ayesha Ahmad,POS-108,HR Generalist,DEPARTMENT-001,HR,Corporate Services,ORGANIZATIONAL-UNIT-HR-TEAM-01,LOC-HQ,COST-CENTER-HR,EMP001,2025-05-01,,Current,Primary Assignment,1.0,Permanent,2026-08-01
ASSIGNMENT-0109,EMP109,Ali Farooq,POS-109,Sales Executive,DEPARTMENT-003,Sales,Commercial Services,ORGANIZATIONAL-UNIT-SAL-TEAM-02,LOC-NORTH,COST-CENTER-SAL,EMP166,2026-02-01,,Current,Primary Assignment,1.0,Permanent,2026-08-01
ASSIGNMENT-0110,EMP110,Arslan Masood,POS-110,IT Support Engineer,DEPARTMENT-007,IT,Technology and Innovation,ORGANIZATIONAL-UNIT-IT-TEAM-03,LOC-HQ,COST-CENTER-IT,EMP294,2025-10-01,,Current,Primary Assignment,1.0,Permanent,2026-08-01
ASSIGNMENT-0111,EMP111,Sadia Bashir,POS-111,Account Manager,DEPARTMENT-003,Sales,Commercial Services,ORGANIZATIONAL-UNIT-SAL-TEAM-01,LOC-NORTH,COST-CENTER-SAL,EMP011,2025-04-01,,Current,Primary Assignment,1.0,Permanent,2026-08-01
ASSIGNMENT-0112,EMP112,Sara Javed,POS-112,Sales Executive,DEPARTMENT-003,Sales,Commercial Services,ORGANIZATIONAL-UNIT-SAL-TEAM-02,LOC-NORTH,COST-CENTER-SAL,EMP093,2025-10-01,,Current,Primary Assignment,1.0,Permanent,2026-08-01
ASSIGNMENT-0113,EMP113,Shahbaz Gill,POS-113,IT Support Engineer,DEPARTMENT-007,IT,Technology and Innovation,ORGANIZATIONAL-UNIT-IT-TEAM-03,LOC-HQ,COST-CENTER-IT,EMP094,2025-10-01,,Current,Primary Assignment,1.0,Contract,2026-08-01
ASSIGNMENT-0114,EMP114,Hamza Hussain,POS-114,HR Generalist,DEPARTMENT-001,HR,Corporate Services,ORGANIZATIONAL-UNIT-HR-TEAM-01,LOC-HQ,COST-CENTER-HR,EMP001,2024-11-01,,Current,Primary Assignment,1.0,Permanent,2026-08-01
ASSIGNMENT-0115,EMP115,Hafsa Abbasi,POS-115,Software Engineer II,DEPARTMENT-005,Engineering,Technology and Innovation,ORGANIZATIONAL-UNIT-ENG-TEAM-02,LOC-HQ,COST-CENTER-ENG,EMP129,2025-09-01,,Current,Primary Assignment,1.0,Permanent,2026-08-01
ASSIGNMENT-0116,EMP116,Ali Abbasi,POS-116,Software Engineer I,DEPARTMENT-005,Engineering,Technology and Innovation,ORGANIZATIONAL-UNIT-ENG-TEAM-03,LOC-HQ,COST-CENTER-ENG,EMP129,2025-02-01,,Current,Primary Assignment,1.0,Permanent,2026-08-01
ASSIGNMENT-0117,EMP117,Saad Ullah,POS-117,Software Engineer I,DEPARTMENT-005,Engineering,Technology and Innovation,ORGANIZATIONAL-UNIT-ENG-TEAM-01,LOC-HQ,COST-CENTER-ENG,EMP142,2024-06-01,,Current,Primary Assignment,1.0,Permanent,2026-08-01
ASSIGNMENT-0118,EMP118,Zoya Ali,POS-118,Senior Support Executive,DEPARTMENT-004,Customer Support,Commercial Services,ORGANIZATIONAL-UNIT-CS-TEAM-02,LOC-CENTRAL,COST-CENTER-CS,EMP144,2024-12-01,,Current,Primary Assignment,1.0,Permanent,2026-08-01
ASSIGNMENT-0119,EMP119,Ayesha Nawaz,POS-119,Support Team Lead,DEPARTMENT-004,Customer Support,Commercial Services,ORGANIZATIONAL-UNIT-CS-TEAM-03,LOC-CENTRAL,COST-CENTER-CS,EMP147,2023-04-01,,Current,Primary Assignment,1.0,Permanent,2026-08-01
ASSIGNMENT-0120,EMP120,Ahmad Aziz,POS-120,Operations Analyst,DEPARTMENT-006,Operations,Enterprise Operations,ORGANIZATIONAL-UNIT-OPS-TEAM-01,LOC-CENTRAL,COST-CENTER-OPS,EMP026,2024-06-01,,Current,Primary Assignment,1.0,Permanent,2026-08-01
ASSIGNMENT-0121,EMP121,Mehwish Tariq,POS-121,Operations Officer,DEPARTMENT-006,Operations,Enterprise Operations,ORGANIZATIONAL-UNIT-OPS-TEAM-02,LOC-CENTRAL,COST-CENTER-OPS,EMP280,2024-12-01,,Current,Primary Assignment,1.0,Permanent,2026-08-01
ASSIGNMENT-0122,EMP122,Hafsa Ullah,POS-122,Operations Officer,DEPARTMENT-006,Operations,Enterprise Operations,ORGANIZATIONAL-UNIT-OPS-TEAM-03,LOC-CENTRAL,COST-CENTER-OPS,EMP281,2026-05-01,,Current,Primary Assignment,1.0,Permanent,2026-08-01
ASSIGNMENT-0123,EMP123,Sehrish Ullah,POS-123,Senior Financial Analyst,DEPARTMENT-002,Finance,Corporate Services,ORGANIZATIONAL-UNIT-FIN-TEAM-01,LOC-HQ,COST-CENTER-FIN,EMP230,2023-01-01,,Current,Primary Assignment,1.0,Permanent,2026-08-01
ASSIGNMENT-0124,EMP124,Fahad Javed,POS-124,Account Manager,DEPARTMENT-003,Sales,Commercial Services,ORGANIZATIONAL-UNIT-SAL-TEAM-02,LOC-NORTH,COST-CENTER-SAL,EMP105,2024-11-01,,Current,Primary Assignment,1.0,Permanent,2026-08-01
ASSIGNMENT-0125,EMP125,Fatima Zafar,POS-125,Senior Account Manager,DEPARTMENT-003,Sales,Commercial Services,ORGANIZATIONAL-UNIT-SAL-TEAM-03,LOC-NORTH,COST-CENTER-SAL,EMP166,2025-01-01,,Current,Primary Assignment,1.0,Permanent,2026-08-01
ASSIGNMENT-0126,EMP126,Laiba Sheikh,POS-126,Support Team Lead,DEPARTMENT-004,Customer Support,Commercial Services,ORGANIZATIONAL-UNIT-CS-TEAM-01,LOC-CENTRAL,COST-CENTER-CS,EMP068,2023-04-01,,Current,Primary Assignment,1.0,Permanent,2026-08-01
ASSIGNMENT-0127,EMP127,Khurram Yousaf,POS-127,HR Generalist,DEPARTMENT-001,HR,Corporate Services,ORGANIZATIONAL-UNIT-HR-TEAM-02,LOC-HQ,COST-CENTER-HR,EMP012,2025-07-01,,Current,Primary Assignment,1.0,Permanent,2026-08-01
ASSIGNMENT-0128,EMP128,Zoya Farooq,POS-128,Customer Support Manager,DEPARTMENT-004,Customer Support,Commercial Services,ORGANIZATIONAL-UNIT-CS,LOC-CENTRAL,COST-CENTER-CS,EMP259,2022-09-01,,Current,Primary Assignment,1.0,Permanent,2026-08-01
ASSIGNMENT-0129,EMP129,Danish Dar,POS-129,Engineering Lead,DEPARTMENT-005,Engineering,Technology and Innovation,ORGANIZATIONAL-UNIT-ENG,LOC-HQ,COST-CENTER-ENG,EMP268,2024-09-01,,Current,Primary Assignment,1.0,Permanent,2026-08-01
ASSIGNMENT-0130,EMP130,Waqas Siddiqui,POS-130,Senior HR Specialist,DEPARTMENT-001,HR,Corporate Services,ORGANIZATIONAL-UNIT-HR-TEAM-02,LOC-HQ,COST-CENTER-HR,EMP202,2024-06-01,,Current,Primary Assignment,1.0,Permanent,2026-08-01
ASSIGNMENT-0131,EMP131,Ahmad Yousaf,POS-131,Systems Administrator,DEPARTMENT-007,IT,Technology and Innovation,ORGANIZATIONAL-UNIT-IT-TEAM-03,LOC-HQ,COST-CENTER-IT,EMP295,2024-02-01,,Current,Primary Assignment,1.0,Permanent,2026-08-01
ASSIGNMENT-0132,EMP132,Arham Qureshi,POS-132,IT Support Engineer,DEPARTMENT-007,IT,Technology and Innovation,ORGANIZATIONAL-UNIT-IT-TEAM-01,LOC-HQ,COST-CENTER-IT,EMP297,2026-02-01,,Current,Primary Assignment,1.0,Permanent,2026-08-01
ASSIGNMENT-0133,EMP133,Usman Raza,POS-133,Software Engineer II,DEPARTMENT-005,Engineering,Technology and Innovation,ORGANIZATIONAL-UNIT-ENG-TEAM-02,LOC-HQ,COST-CENTER-ENG,EMP015,2025-11-01,,Current,Primary Assignment,1.0,Permanent,2026-08-01
ASSIGNMENT-0134,EMP134,Talha Awan,POS-134,Systems Administrator,DEPARTMENT-007,IT,Technology and Innovation,ORGANIZATIONAL-UNIT-IT-TEAM-03,LOC-HQ,COST-CENTER-IT,EMP171,2024-10-01,,Current,Primary Assignment,1.0,Permanent,2026-08-01
ASSIGNMENT-0135,EMP135,Eman Butt,POS-135,Senior Support Executive,DEPARTMENT-004,Customer Support,Commercial Services,ORGANIZATIONAL-UNIT-CS-TEAM-01,LOC-CENTRAL,COST-CENTER-CS,EMP009,2022-10-01,,Current,Primary Assignment,1.0,Permanent,2026-08-01
ASSIGNMENT-0136,EMP136,Fatima Saleem,POS-136,HR Generalist,DEPARTMENT-001,HR,Corporate Services,ORGANIZATIONAL-UNIT-HR-TEAM-02,LOC-HQ,COST-CENTER-HR,EMP202,2024-02-01,,Current,Primary Assignment,1.0,Permanent,2026-08-01
ASSIGNMENT-0137,EMP137,Areeba Farooq,POS-137,Customer Support Representative,DEPARTMENT-004,Customer Support,Commercial Services,ORGANIZATIONAL-UNIT-CS-TEAM-03,LOC-CENTRAL,COST-CENTER-CS,EMP262,2025-05-01,,Current,Primary Assignment,1.0,Permanent,2026-08-01
ASSIGNMENT-0138,EMP138,Amir Saleem,POS-138,Software Engineer II,DEPARTMENT-005,Engineering,Technology and Innovation,ORGANIZATIONAL-UNIT-ENG-TEAM-01,LOC-HQ,COST-CENTER-ENG,EMP189,2025-02-01,,Current,Primary Assignment,1.0,Permanent,2026-08-01
ASSIGNMENT-0139,EMP139,Iqra Saeed,POS-139,Operations Officer,DEPARTMENT-006,Operations,Enterprise Operations,ORGANIZATIONAL-UNIT-OPS-TEAM-02,LOC-CENTRAL,COST-CENTER-OPS,EMP286,2024-10-01,,Current,Primary Assignment,1.0,Contract,2026-08-01
ASSIGNMENT-0140,EMP140,Noman Rehman,POS-140,Senior Financial Analyst,DEPARTMENT-002,Finance,Corporate Services,ORGANIZATIONAL-UNIT-FIN-TEAM-03,LOC-HQ,COST-CENTER-FIN,EMP229,2026-05-01,,Current,Primary Assignment,1.0,Permanent,2026-08-01
ASSIGNMENT-0141,EMP141,Asad Zafar,POS-141,Operations Manager,DEPARTMENT-006,Operations,Enterprise Operations,ORGANIZATIONAL-UNIT-OPS,LOC-CENTRAL,COST-CENTER-OPS,EMP277,2023-03-01,,Current,Primary Assignment,1.0,Permanent,2026-08-01
ASSIGNMENT-0142,EMP142,Fahad Farooq,POS-142,Engineering Lead,DEPARTMENT-005,Engineering,Technology and Innovation,ORGANIZATIONAL-UNIT-ENG,LOC-HQ,COST-CENTER-ENG,EMP268,2025-01-01,,Current,Primary Assignment,1.0,Permanent,2026-08-01
ASSIGNMENT-0143,EMP143,Hamza Awan,POS-143,Financial Analyst,DEPARTMENT-002,Finance,Corporate Services,ORGANIZATIONAL-UNIT-FIN-TEAM-03,LOC-HQ,COST-CENTER-FIN,EMP232,2023-03-01,,Current,Primary Assignment,1.0,Permanent,2026-08-01
ASSIGNMENT-0144,EMP144,Imran Ullah,POS-144,Customer Support Manager,DEPARTMENT-004,Customer Support,Commercial Services,ORGANIZATIONAL-UNIT-CS,LOC-CENTRAL,COST-CENTER-CS,EMP259,2022-10-01,,Current,Primary Assignment,1.0,Permanent,2026-08-01
ASSIGNMENT-0145,EMP145,Ahsan Anwar,POS-145,Account Manager,DEPARTMENT-003,Sales,Commercial Services,ORGANIZATIONAL-UNIT-SAL-TEAM-02,LOC-NORTH,COST-CENTER-SAL,EMP105,2024-08-01,,Current,Primary Assignment,1.0,Permanent,2026-08-01
ASSIGNMENT-0146,EMP146,Talha Khan,POS-146,Financial Analyst,DEPARTMENT-002,Finance,Corporate Services,ORGANIZATIONAL-UNIT-FIN-TEAM-03,LOC-HQ,COST-CENTER-FIN,EMP229,2023-03-01,,Current,Primary Assignment,1.0,Permanent,2026-08-01
ASSIGNMENT-0147,EMP147,Hassan Javed,POS-147,Customer Support Manager,DEPARTMENT-004,Customer Support,Commercial Services,ORGANIZATIONAL-UNIT-CS,LOC-CENTRAL,COST-CENTER-CS,EMP259,2025-05-01,,Current,Primary Assignment,1.0,Permanent,2026-08-01
ASSIGNMENT-0148,EMP148,Sadia Malik,POS-148,Sales Executive,DEPARTMENT-003,Sales,Commercial Services,ORGANIZATIONAL-UNIT-SAL-TEAM-02,LOC-NORTH,COST-CENTER-SAL,EMP253,2026-04-01,,Current,Primary Assignment,1.0,Permanent,2026-08-01
ASSIGNMENT-0149,EMP149,Muneeb Hameed,POS-149,Operations Analyst,DEPARTMENT-006,Operations,Enterprise Operations,ORGANIZATIONAL-UNIT-OPS-TEAM-03,LOC-CENTRAL,COST-CENTER-OPS,EMP067,2026-01-01,,Current,Primary Assignment,1.0,Permanent,2026-08-01
ASSIGNMENT-0150,EMP150,Sana Nawaz,POS-150,Customer Support Representative,DEPARTMENT-004,Customer Support,Commercial Services,ORGANIZATIONAL-UNIT-CS-TEAM-01,LOC-CENTRAL,COST-CENTER-CS,EMP262,2026-01-01,,Current,Primary Assignment,1.0,Permanent,2026-08-01
ASSIGNMENT-0151,EMP151,Farhan Rehman,POS-151,Software Engineer I,DEPARTMENT-005,Engineering,Technology and Innovation,ORGANIZATIONAL-UNIT-ENG-TEAM-02,LOC-HQ,COST-CENTER-ENG,EMP031,2026-05-01,,Current,Primary Assignment,1.0,Permanent,2026-08-01
ASSIGNMENT-0152,EMP152,Mahnoor Tariq,POS-152,Senior Systems Engineer,DEPARTMENT-007,IT,Technology and Innovation,ORGANIZATIONAL-UNIT-IT-TEAM-03,LOC-HQ,COST-CENTER-IT,EMP171,2024-08-01,,Current,Primary Assignment,1.0,Permanent,2026-08-01
ASSIGNMENT-0153,EMP153,Kashif Abbasi,POS-153,Software Engineer II,DEPARTMENT-005,Engineering,Technology and Innovation,ORGANIZATIONAL-UNIT-ENG-TEAM-01,LOC-HQ,COST-CENTER-ENG,EMP195,2022-06-01,,Current,Primary Assignment,1.0,Contract,2026-08-01
ASSIGNMENT-0154,EMP154,Hina Abbasi,POS-154,Software Engineer I,DEPARTMENT-005,Engineering,Technology and Innovation,ORGANIZATIONAL-UNIT-ENG-TEAM-02,LOC-HQ,COST-CENTER-ENG,EMP100,2026-05-01,,Current,Primary Assignment,1.0,Permanent,2026-08-01
ASSIGNMENT-0155,EMP155,Noman Malik,POS-155,Senior Support Executive,DEPARTMENT-004,Customer Support,Commercial Services,ORGANIZATIONAL-UNIT-CS-TEAM-03,LOC-CENTRAL,COST-CENTER-CS,EMP009,2023-06-01,,Current,Primary Assignment,1.0,Permanent,2026-08-01
ASSIGNMENT-0156,EMP156,Asad Malik,POS-156,Software Engineer II,DEPARTMENT-005,Engineering,Technology and Innovation,ORGANIZATIONAL-UNIT-ENG-TEAM-01,LOC-HQ,COST-CENTER-ENG,EMP080,2024-07-01,,Current,Primary Assignment,1.0,Permanent,2026-08-01
ASSIGNMENT-0157,EMP157,Saba Qureshi,POS-157,Operations Officer,DEPARTMENT-006,Operations,Enterprise Operations,ORGANIZATIONAL-UNIT-OPS-TEAM-02,LOC-CENTRAL,COST-CENTER-OPS,EMP280,2025-09-01,,Current,Primary Assignment,1.0,Permanent,2026-08-01
ASSIGNMENT-0158,EMP158,Imran Zafar,POS-158,Operations Officer,DEPARTMENT-006,Operations,Enterprise Operations,ORGANIZATIONAL-UNIT-OPS-TEAM-03,LOC-CENTRAL,COST-CENTER-OPS,EMP281,2023-08-01,,Current,Primary Assignment,1.0,Permanent,2026-08-01
ASSIGNMENT-0159,EMP159,Raza Ahmad,POS-159,Senior Software Engineer,DEPARTMENT-005,Engineering,Technology and Innovation,ORGANIZATIONAL-UNIT-ENG-TEAM-01,LOC-HQ,COST-CENTER-ENG,EMP189,2024-05-01,,Current,Primary Assignment,1.0,Permanent,2026-08-01
ASSIGNMENT-0160,EMP160,Rabia Ullah,POS-160,Senior Financial Analyst,DEPARTMENT-002,Finance,Corporate Services,ORGANIZATIONAL-UNIT-FIN-TEAM-02,LOC-HQ,COST-CENTER-FIN,EMP231,2024-02-01,,Current,Primary Assignment,1.0,Permanent,2026-08-01
ASSIGNMENT-0161,EMP161,Iqra Yousaf,POS-161,Financial Analyst,DEPARTMENT-002,Finance,Corporate Services,ORGANIZATIONAL-UNIT-FIN-TEAM-03,LOC-HQ,COST-CENTER-FIN,EMP232,2025-02-01,,Current,Primary Assignment,1.0,Permanent,2026-08-01
ASSIGNMENT-0162,EMP162,Bilal Shah,POS-162,Customer Support Representative,DEPARTMENT-004,Customer Support,Commercial Services,ORGANIZATIONAL-UNIT-CS-TEAM-01,LOC-CENTRAL,COST-CENTER-CS,EMP261,2026-02-01,,Current,Primary Assignment,1.0,Permanent,2026-08-01
ASSIGNMENT-0163,EMP163,Sidra Sheikh,POS-163,Software Engineer II,DEPARTMENT-005,Engineering,Technology and Innovation,ORGANIZATIONAL-UNIT-ENG-TEAM-02,LOC-HQ,COST-CENTER-ENG,EMP080,2025-09-01,,Current,Primary Assignment,1.0,Permanent,2026-08-01
ASSIGNMENT-0164,EMP164,Zoya Saleem,POS-164,Sales Executive,DEPARTMENT-003,Sales,Commercial Services,ORGANIZATIONAL-UNIT-SAL-TEAM-03,LOC-NORTH,COST-CENTER-SAL,EMP166,2024-01-01,,Current,Primary Assignment,1.0,Permanent,2026-08-01
ASSIGNMENT-0165,EMP165,Waqas Butt,POS-165,Sales Executive,DEPARTMENT-003,Sales,Commercial Services,ORGANIZATIONAL-UNIT-SAL-TEAM-01,LOC-NORTH,COST-CENTER-SAL,EMP028,2025-08-01,,Current,Primary Assignment,1.0,Contract,2026-08-01
ASSIGNMENT-0166,EMP166,Arslan Siddiqui,POS-166,Sales Manager,DEPARTMENT-003,Sales,Commercial Services,ORGANIZATIONAL-UNIT-SAL,LOC-NORTH,COST-CENTER-SAL,EMP252,2024-03-01,,Current,Primary Assignment,1.0,Contract,2026-08-01
ASSIGNMENT-0167,EMP167,Bilal Raza,POS-167,Account Manager,DEPARTMENT-003,Sales,Commercial Services,ORGANIZATIONAL-UNIT-SAL-TEAM-03,LOC-NORTH,COST-CENTER-SAL,EMP166,2025-03-01,,Current,Primary Assignment,1.0,Permanent,2026-08-01
ASSIGNMENT-0168,EMP168,Akbar Saleem,POS-168,Support Team Lead,DEPARTMENT-004,Customer Support,Commercial Services,ORGANIZATIONAL-UNIT-CS-TEAM-01,LOC-CENTRAL,COST-CENTER-CS,EMP144,2024-02-01,,Current,Primary Assignment,1.0,Permanent,2026-08-01
ASSIGNMENT-0169,EMP169,Iqra Qureshi,POS-169,IT Operations Manager,DEPARTMENT-007,IT,Technology and Innovation,ORGANIZATIONAL-UNIT-IT,LOC-HQ,COST-CENTER-IT,EMP292,2024-06-01,,Current,Primary Assignment,1.0,Permanent,2026-08-01
ASSIGNMENT-0170,EMP170,Hina Ahmad,POS-170,Senior Support Executive,DEPARTMENT-004,Customer Support,Commercial Services,ORGANIZATIONAL-UNIT-CS-TEAM-03,LOC-CENTRAL,COST-CENTER-CS,EMP009,2023-08-01,,Current,Primary Assignment,1.0,Permanent,2026-08-01
ASSIGNMENT-0171,EMP171,Usman Ullah,POS-171,IT Operations Manager,DEPARTMENT-007,IT,Technology and Innovation,ORGANIZATIONAL-UNIT-IT,LOC-HQ,COST-CENTER-IT,EMP292,2023-10-01,,Current,Primary Assignment,1.0,Permanent,2026-08-01
ASSIGNMENT-0172,EMP172,Zoya Hassan,POS-172,Operations Analyst,DEPARTMENT-006,Operations,Enterprise Operations,ORGANIZATIONAL-UNIT-OPS-TEAM-02,LOC-CENTRAL,COST-CENTER-OPS,EMP026,2023-08-01,,Current,Primary Assignment,1.0,Permanent,2026-08-01
ASSIGNMENT-0173,EMP173,Sidra Abbasi,POS-173,Senior Financial Analyst,DEPARTMENT-002,Finance,Corporate Services,ORGANIZATIONAL-UNIT-FIN-TEAM-03,LOC-HQ,COST-CENTER-FIN,EMP232,2025-09-01,,Current,Primary Assignment,1.0,Permanent,2026-08-01
ASSIGNMENT-0174,EMP174,Hassan Aslam,POS-174,Account Manager,DEPARTMENT-003,Sales,Commercial Services,ORGANIZATIONAL-UNIT-SAL-TEAM-01,LOC-NORTH,COST-CENTER-SAL,EMP011,2024-06-01,,Current,Primary Assignment,1.0,Permanent,2026-08-01
ASSIGNMENT-0175,EMP175,Hassan Arif,POS-175,Operations Analyst,DEPARTMENT-006,Operations,Enterprise Operations,ORGANIZATIONAL-UNIT-OPS-TEAM-02,LOC-CENTRAL,COST-CENTER-OPS,EMP278,2026-05-01,,Current,Primary Assignment,1.0,Permanent,2026-08-01
ASSIGNMENT-0176,EMP176,Ahsan Aziz,POS-176,Senior Account Manager,DEPARTMENT-003,Sales,Commercial Services,ORGANIZATIONAL-UNIT-SAL-TEAM-03,LOC-NORTH,COST-CENTER-SAL,EMP166,2024-05-01,,Current,Primary Assignment,1.0,Permanent,2026-08-01
ASSIGNMENT-0177,EMP177,Danish Anwar,POS-177,HR Generalist,DEPARTMENT-001,HR,Corporate Services,ORGANIZATIONAL-UNIT-HR-TEAM-01,LOC-HQ,COST-CENTER-HR,EMP197,2024-05-01,,Current,Primary Assignment,1.0,Permanent,2026-08-01
ASSIGNMENT-0178,EMP178,Fatima Rehman,POS-178,Sales Executive,DEPARTMENT-003,Sales,Commercial Services,ORGANIZATIONAL-UNIT-SAL-TEAM-02,LOC-NORTH,COST-CENTER-SAL,EMP093,2026-03-01,,Current,Primary Assignment,1.0,Permanent,2026-08-01
ASSIGNMENT-0179,EMP179,Muneeb Javed,POS-179,Operations Officer,DEPARTMENT-006,Operations,Enterprise Operations,ORGANIZATIONAL-UNIT-OPS-TEAM-03,LOC-CENTRAL,COST-CENTER-OPS,EMP278,2025-03-01,,Current,Primary Assignment,1.0,Permanent,2026-08-01
ASSIGNMENT-0180,EMP180,Arham Hussain,POS-180,Customer Support Representative,DEPARTMENT-004,Customer Support,Commercial Services,ORGANIZATIONAL-UNIT-CS-TEAM-01,LOC-CENTRAL,COST-CENTER-CS,EMP144,2025-08-01,,Current,Primary Assignment,1.0,Permanent,2026-08-01
ASSIGNMENT-0181,EMP181,Saad Yousaf,POS-181,Operations Officer,DEPARTMENT-006,Operations,Enterprise Operations,ORGANIZATIONAL-UNIT-OPS-TEAM-02,LOC-CENTRAL,COST-CENTER-OPS,EMP280,2025-10-01,,Current,Primary Assignment,1.0,Permanent,2026-08-01
