Employee_ID,Employee_Name,Department_ID,Department_Name,Business_Unit,Organizational_Unit_ID,Work_Location_ID,Position_ID,Position_Title,Job_Level,Employment_Type,Employee_Status_Source,Manager_Employee_ID,Hire_Date,Date_of_Birth_Synthetic,Age_As_Of_Date,Planned_Retirement_Date,Retirement_Status,Probation_Start_Date,Probation_Original_End_Date,Probation_Current_End_Date,Probation_Standard_Months,Probation_Extension_Count,Probation_Operational_Status,Probation_Confirmation_Date,Probation_Recommendation,Contract_Current_Start_Date,Contract_Current_End_Date,Contract_Term_Months,Contract_Renewal_Count,Contract_Operational_Status,Promotion_Eligibility_Score,Transfer_Readiness_Score,Performance_Score,Performance_Trend,Attendance_Percentage,Engagement_Score,Attrition_Label_Reference,Current_Notice_Type,Current_Notice_Effective_Date,Operational_Data_Source,Data_As_Of_Date,Rehire_Count,Last_Rehire_Date,Rehire_Last_Reason,Contract_End_Decision,Contract_End_Effective_Date,Final_Settlement_Status,Final_Settlement_Due_Date,Final_Settlement_Action_Record_ID,Acting_Charge_Status,Acting_Target_Position_ID,Acting_Charge_End_Date,Demotion_Status,Demotion_Target_Position_ID,Demotion_Effective_Date,Secondment_Status,Secondment_To_Department_ID,Secondment_Target_Position_ID,Secondment_Expected_Return_Date,Resignation_Withdrawal_Count,Last_Resignation_Withdrawal_Date,Employee_Status_Operational,Operational_Department_ID,Operational_Department_Name,Operational_Business_Unit,Operational_Organizational_Unit_ID,Operational_Work_Location_ID,Operational_Position_ID,Operational_Position_Title,Operational_Job_Level,Operational_Employment_Type,Operational_Manager_Employee_ID,Operational_State_Updated_At,Last_Action_Record_ID,Last_Action_Process_Code
EMP125,Fatima Zafar,DEPARTMENT-003,Sales,Commercial Services,ORGANIZATIONAL-UNIT-SAL-TEAM-03,LOC-NORTH,POS-125,Senior Account Manager,Senior,Permanent,Active,EMP166,2016-04-01,1981-10-21,44,2041-10-21,NOT_DUE,2016-04-01,2016-07-01,2016-07-01,3,0,CONFIRMED,2016-07-04,COMPLETED,,,,,,78.5,91.0,86.49,Stable,100.0,4.1,No,NONE,,Additive synthetic operational layer based on existing 720-employee data,2026-08-01,0,,,NONE,,NONE,,,NONE,,,NONE,,,NONE,,,,0,,Active,DEPARTMENT-003,Sales,Commercial Services,ORGANIZATIONAL-UNIT-SAL-TEAM-03,LOC-NORTH,POS-125,Senior Account Manager,Senior,Permanent,EMP166,,,
EMP126,Laiba Sheikh,DEPARTMENT-004,Customer Support,Commercial Services,ORGANIZATIONAL-UNIT-CS-TEAM-01,LOC-CENTRAL,POS-126,Support Team Lead,Senior,Permanent,Active,EMP068,2023-04-01,1995-08-16,30,2055-08-16,NOT_DUE,2023-04-01,2023-07-01,2023-07-01,3,0,CONFIRMED,2023-07-05,COMPLETED,,,,,,79.3,78.4,86.41,Stable,95.2,3.3,Yes,NONE,,Additive synthetic operational layer based on existing 720-employee data,2026-08-01,0,,,NONE,,NONE,,,NONE,,,NONE,,,NONE,,,,0,,Active,DEPARTMENT-004,Customer Support,Commercial Services,ORGANIZATIONAL-UNIT-CS-TEAM-01,LOC-CENTRAL,POS-126,Support Team Lead,Senior,Permanent,EMP068,,,
EMP127,Khurram Yousaf,DEPARTMENT-001,HR,Corporate Services,ORGANIZATIONAL-UNIT-HR-TEAM-02,LOC-HQ,POS-127,HR Generalist,Mid,Permanent,Active,EMP012,2025-07-01,1996-05-21,30,2056-05-21,NOT_DUE,2025-07-01,2025-10-01,2025-10-01,3,0,CONFIRMED,2025-09-24,COMPLETED,,,,,,79.2,86.4,86.13,Stable,100.0,4.7,No,NONE,,Additive synthetic operational layer based on existing 720-employee data,2026-08-01,0,,,NONE,,NONE,,,NONE,,,NONE,,,NONE,,,,0,,Active,DEPARTMENT-001,HR,Corporate Services,ORGANIZATIONAL-UNIT-HR-TEAM-02,LOC-HQ,POS-127,HR Generalist,Mid,Permanent,EMP012,,,
EMP128,Zoya Farooq,DEPARTMENT-004,Customer Support,Commercial Services,ORGANIZATIONAL-UNIT-CS,LOC-CENTRAL,POS-128,Customer Support Manager,Lead/Manager,Permanent,Active,EMP259,2016-08-01,1983-10-26,42,2043-10-26,NOT_DUE,2016-08-01,2016-11-01,2016-11-01,3,0,CONFIRMED,2016-10-28,COMPLETED,,,,,,76.4,83.0,78.45,Stable,98.5,3.0,No,NONE,,Additive synthetic operational layer based on existing 720-employee data,2026-08-01,0,,,NONE,,NONE,,,NONE,,,NONE,,,NONE,,,,0,,Active,DEPARTMENT-004,Customer Support,Commercial Services,ORGANIZATIONAL-UNIT-CS,LOC-CENTRAL,POS-128,Customer Support Manager,Lead/Manager,Permanent,EMP259,,,
EMP129,Danish Dar,DEPARTMENT-005,Engineering,Technology and Innovation,ORGANIZATIONAL-UNIT-ENG,LOC-HQ,POS-129,Engineering Lead,Lead/Manager,Permanent,Active,EMP268,2012-11-01,1975-06-10,51,2035-06-10,NOT_DUE,2012-11-01,2013-02-01,2013-02-01,3,0,CONFIRMED,2013-02-08,COMPLETED,,,,,,75.0,96.0,80.0,Stable,100.0,4.2,No,NONE,,Additive synthetic operational layer based on existing 720-employee data,2026-08-01,0,,,NONE,,NONE,,,NONE,,,NONE,,,NONE,,,,0,,Active,DEPARTMENT-005,Engineering,Technology and Innovation,ORGANIZATIONAL-UNIT-ENG,LOC-HQ,POS-129,Engineering Lead,Lead/Manager,Permanent,EMP268,,,
EMP130,Waqas Siddiqui,DEPARTMENT-001,HR,Corporate Services,ORGANIZATIONAL-UNIT-HR-TEAM-02,LOC-HQ,POS-130,Senior HR Specialist,Senior,Permanent,Active,EMP202,2017-08-01,1983-04-04,43,2043-04-04,NOT_DUE,2017-08-01,2017-11-01,2017-11-01,3,0,CONFIRMED,2017-10-30,COMPLETED,,,,,,83.9,93.6,92.44,Stable,98.4,5.0,No,NONE,,Additive synthetic operational layer based on existing 720-employee data,2026-08-01,0,,,NONE,,NONE,,,NONE,,,NONE,,,NONE,,,,0,,Active,DEPARTMENT-001,HR,Corporate Services,ORGANIZATIONAL-UNIT-HR-TEAM-02,LOC-HQ,POS-130,Senior HR Specialist,Senior,Permanent,EMP202,,,
EMP131,Ahmad Yousaf,DEPARTMENT-007,IT,Technology and Innovation,ORGANIZATIONAL-UNIT-IT-TEAM-03,LOC-HQ,POS-131,Systems Administrator,Mid,Permanent,Active,EMP295,2023-05-01,1990-07-14,36,2050-07-14,NOT_DUE,2023-05-01,2023-08-01,2023-08-01,3,0,CONFIRMED,2023-08-05,COMPLETED,,,,,,68.1,65.4,78.14,Stable,100.0,3.3,Yes,NONE,,Additive synthetic operational layer based on existing 720-employee data,2026-08-01,0,,,NONE,,NONE,,,NONE,,,NONE,,,NONE,,,,0,,Active,DEPARTMENT-007,IT,Technology and Innovation,ORGANIZATIONAL-UNIT-IT-TEAM-03,LOC-HQ,POS-131,Systems Administrator,Mid,Permanent,EMP295,,,
EMP132,Arham Qureshi,DEPARTMENT-007,IT,Technology and Innovation,ORGANIZATIONAL-UNIT-IT-TEAM-01,LOC-HQ,POS-132,IT Support Engineer,Junior,Permanent,Probation,EMP297,2026-02-01,1999-05-31,27,2059-05-31,NOT_DUE,2026-02-01,2026-05-01,2026-06-01,3,1,OVERDUE,,CONFIRM,,,,,,24.2,17.6,86.39,Stable,93.7,3.5,No,NONE,,Additive synthetic operational layer based on existing 720-employee data,2026-08-01,0,,,NONE,,NONE,,,NONE,,,NONE,,,NONE,,,,0,,Probation,DEPARTMENT-007,IT,Technology and Innovation,ORGANIZATIONAL-UNIT-IT-TEAM-01,LOC-HQ,POS-132,IT Support Engineer,Junior,Permanent,EMP297,,,
EMP133,Usman Raza,DEPARTMENT-005,Engineering,Technology and Innovation,ORGANIZATIONAL-UNIT-ENG-TEAM-02,LOC-HQ,POS-133,Software Engineer II,Mid,Permanent,Active,EMP015,2020-08-01,1986-08-30,39,2046-08-30,NOT_DUE,2020-08-01,2020-11-01,2020-11-01,3,0,CONFIRMED,2020-11-07,COMPLETED,,,,,,84.0,84.4,92.01,Stable,100.0,3.4,Yes,NONE,,Additive synthetic operational layer based on existing 720-employee data,2026-08-01,0,,,NONE,,NONE,,,NONE,,,NONE,,,NONE,,,,0,,Active,DEPARTMENT-005,Engineering,Technology and Innovation,ORGANIZATIONAL-UNIT-ENG-TEAM-02,LOC-HQ,POS-133,Software Engineer II,Mid,Permanent,EMP015,,,
EMP134,Talha Awan,DEPARTMENT-007,IT,Technology and Innovation,ORGANIZATIONAL-UNIT-IT-TEAM-03,LOC-HQ,POS-134,Systems Administrator,Mid,Permanent,Active,EMP171,2022-12-01,1990-01-01,36,2050-01-01,NOT_DUE,2022-12-01,2023-03-01,2023-03-01,3,0,CONFIRMED,2023-02-25,COMPLETED,,,,,,80.3,78.4,88.49,Stable,95.2,2.6,Yes,NONE,,Additive synthetic operational layer based on existing 720-employee data,2026-08-01,0,,,NONE,,NONE,,,NONE,,,NONE,,,NONE,,,,0,,Active,DEPARTMENT-007,IT,Technology and Innovation,ORGANIZATIONAL-UNIT-IT-TEAM-03,LOC-HQ,POS-134,Systems Administrator,Mid,Permanent,EMP171,,,
EMP135,Eman Butt,DEPARTMENT-004,Customer Support,Commercial Services,ORGANIZATIONAL-UNIT-CS-TEAM-01,LOC-CENTRAL,POS-135,Senior Support Executive,Mid,Permanent,Active,EMP009,2022-10-01,1993-09-02,32,2053-09-02,NOT_DUE,2022-10-01,2023-01-01,2023-01-01,3,0,CONFIRMED,2023-01-10,COMPLETED,,,,,,72.1,68.4,86.6,Stable,98.4,3.9,No,NONE,,Additive synthetic operational layer based on existing 720-employee data,2026-08-01,0,,,NONE,,NONE,,,NONE,,,NONE,,,NONE,,,,0,,Active,DEPARTMENT-004,Customer Support,Commercial Services,ORGANIZATIONAL-UNIT-CS-TEAM-01,LOC-CENTRAL,POS-135,Senior Support Executive,Mid,Permanent,EMP009,,,
EMP136,Fatima Saleem,DEPARTMENT-001,HR,Corporate Services,ORGANIZATIONAL-UNIT-HR-TEAM-02,LOC-HQ,POS-136,HR Generalist,Mid,Permanent,Active,EMP202,2023-08-01,1996-10-30,29,2056-10-30,NOT_DUE,2023-08-01,2023-11-01,2023-11-01,3,0,CONFIRMED,2023-11-06,COMPLETED,,,,,,79.2,78.4,89.07,Stable,98.5,2.7,Yes,NONE,,Additive synthetic operational layer based on existing 720-employee data,2026-08-01,0,,,NONE,,NONE,,,NONE,,,NONE,,,NONE,,,,0,,Active,DEPARTMENT-001,HR,Corporate Services,ORGANIZATIONAL-UNIT-HR-TEAM-02,LOC-HQ,POS-136,HR Generalist,Mid,Permanent,EMP202,,,
EMP137,Areeba Farooq,DEPARTMENT-004,Customer Support,Commercial Services,ORGANIZATIONAL-UNIT-CS-TEAM-03,LOC-CENTRAL,POS-137,Customer Support Representative,Junior,Permanent,Active,EMP262,2023-12-01,1997-11-04,28,2057-11-04,NOT_DUE,2023-12-01,2024-03-01,2024-03-01,3,0,CONFIRMED,2024-03-09,COMPLETED,,,,,,78.1,80.2,85.02,Stable,98.4,4.4,Yes,NONE,,Additive synthetic operational layer based on existing 720-employee data,2026-08-01,0,,,NONE,,NONE,,,NONE,,,NONE,,,NONE,,,,0,,Active,DEPARTMENT-004,Customer Support,Commercial Services,ORGANIZATIONAL-UNIT-CS-TEAM-03,LOC-CENTRAL,POS-137,Customer Support Representative,Junior,Permanent,EMP262,,,
EMP138,Amir Saleem,DEPARTMENT-005,Engineering,Technology and Innovation,ORGANIZATIONAL-UNIT-ENG-TEAM-01,LOC-HQ,POS-138,Software Engineer II,Mid,Permanent,Active,EMP189,2025-02-01,1996-05-14,30,2056-05-14,NOT_DUE,2025-02-01,2025-05-01,2025-05-01,3,0,CONFIRMED,2025-04-29,COMPLETED,,,,,,44.2,29.6,72.07,Stable,92.2,2.5,Yes,RESIGNATION,2026-09-06,Additive synthetic operational layer based on existing 720-employee data,2026-08-01,0,,,NONE,,PENDING,2026-09-13,HRACT-00279,NONE,,,NONE,,,NONE,,,,0,,Active,DEPARTMENT-005,Engineering,Technology and Innovation,ORGANIZATIONAL-UNIT-ENG-TEAM-01,LOC-HQ,POS-138,Software Engineer II,Mid,Permanent,EMP189,,,
EMP139,Iqra Saeed,DEPARTMENT-006,Operations,Enterprise Operations,ORGANIZATIONAL-UNIT-OPS-TEAM-02,LOC-CENTRAL,POS-139,Operations Officer,Junior,Contract,Active,EMP286,2023-10-01,1996-09-06,29,2056-09-06,NOT_DUE,2023-10-01,2024-01-01,2024-01-01,3,0,CONFIRMED,2024-01-12,COMPLETED,2025-10-01,2026-09-30,12,2,EXPIRING_90D,75.5,74.6,85.03,Stable,98.4,3.1,Yes,NONE,,Additive synthetic operational layer based on existing 720-employee data,2026-08-01,0,,,NONE,,NONE,,,NONE,,,NONE,,,NONE,,,,0,,Active,DEPARTMENT-006,Operations,Enterprise Operations,ORGANIZATIONAL-UNIT-OPS-TEAM-02,LOC-CENTRAL,POS-139,Operations Officer,Junior,Contract,EMP286,,,
EMP140,Noman Rehman,DEPARTMENT-002,Finance,Corporate Services,ORGANIZATIONAL-UNIT-FIN-TEAM-03,LOC-HQ,POS-140,Senior Financial Analyst,Senior,Permanent,Active,EMP229,2015-12-01,1989-02-15,37,2049-02-15,NOT_DUE,2015-12-01,2016-03-01,2016-03-01,3,0,CONFIRMED,2016-02-26,COMPLETED,,,,,,80.1,91.0,88.43,Stable,100.0,3.6,No,NONE,,Additive synthetic operational layer based on existing 720-employee data,2026-08-01,0,,,NONE,,NONE,,,NONE,,,NONE,,,NONE,,,,0,,Active,DEPARTMENT-002,Finance,Corporate Services,ORGANIZATIONAL-UNIT-FIN-TEAM-03,LOC-HQ,POS-140,Senior Financial Analyst,Senior,Permanent,EMP229,,,
EMP141,Asad Zafar,DEPARTMENT-006,Operations,Enterprise Operations,ORGANIZATIONAL-UNIT-OPS,LOC-CENTRAL,POS-141,Operations Manager,Lead/Manager,Permanent,Active,EMP277,2014-03-01,1979-06-03,47,2039-06-03,NOT_DUE,2014-03-01,2014-06-01,2014-06-01,3,0,CONFIRMED,2014-05-27,COMPLETED,,,,,,66.4,75.0,72.7,Stable,100.0,2.9,Yes,NONE,,Additive synthetic operational layer based on existing 720-employee data,2026-08-01,0,,,NONE,,NONE,,,NONE,,,NONE,,,NONE,,,,0,,Active,DEPARTMENT-006,Operations,Enterprise Operations,ORGANIZATIONAL-UNIT-OPS,LOC-CENTRAL,POS-141,Operations Manager,Lead/Manager,Permanent,EMP277,,,
EMP142,Fahad Farooq,DEPARTMENT-005,Engineering,Technology and Innovation,ORGANIZATIONAL-UNIT-ENG,LOC-HQ,POS-142,Engineering Lead,Lead/Manager,Permanent,Active,EMP268,2015-08-01,1980-02-05,46,2040-02-05,NOT_DUE,2015-08-01,2015-11-01,2015-11-01,3,0,CONFIRMED,2015-10-25,COMPLETED,,,,,,75.6,94.8,79.38,Stable,96.8,3.9,No,NONE,,Additive synthetic operational layer based on existing 720-employee data,2026-08-01,0,,,NONE,,NONE,,,NONE,,,NONE,,,NONE,,,,0,,Active,DEPARTMENT-005,Engineering,Technology and Innovation,ORGANIZATIONAL-UNIT-ENG,LOC-HQ,POS-142,Engineering Lead,Lead/Manager,Permanent,EMP268,,,
EMP143,Hamza Awan,DEPARTMENT-002,Finance,Corporate Services,ORGANIZATIONAL-UNIT-FIN-TEAM-03,LOC-HQ,POS-143,Financial Analyst,Mid,Permanent,Active,EMP232,2022-09-01,1995-04-18,31,2055-04-18,NOT_DUE,2022-09-01,2022-12-01,2022-12-01,3,0,CONFIRMED,2022-12-15,COMPLETED,,,,,,79.1,81.4,86.79,Stable,100.0,4.4,No,NONE,,Additive synthetic operational layer based on existing 720-employee data,2026-08-01,0,,,NONE,,NONE,,,NONE,,,NONE,,,NONE,,,,0,,Active,DEPARTMENT-002,Finance,Corporate Services,ORGANIZATIONAL-UNIT-FIN-TEAM-03,LOC-HQ,POS-143,Financial Analyst,Mid,Permanent,EMP232,,,
EMP144,Imran Ullah,DEPARTMENT-004,Customer Support,Commercial Services,ORGANIZATIONAL-UNIT-CS,LOC-CENTRAL,POS-144,Customer Support Manager,Lead/Manager,Permanent,Active,EMP259,2016-06-01,1977-02-03,49,2037-02-03,NOT_DUE,2016-06-01,2016-09-01,2016-09-01,3,0,CONFIRMED,2016-09-04,COMPLETED,,,,,,60.8,70.0,72.9,Stable,96.8,3.0,Yes,RESIGNATION,2026-09-18,Additive synthetic operational layer based on existing 720-employee data,2026-08-01,0,,,NONE,,PENDING,2026-09-25,HRACT-00283,NONE,,,NONE,,,NONE,,,,0,,Active,DEPARTMENT-004,Customer Support,Commercial Services,ORGANIZATIONAL-UNIT-CS,LOC-CENTRAL,POS-144,Customer Support Manager,Lead/Manager,Permanent,EMP259,,,
EMP145,Ahsan Anwar,DEPARTMENT-003,Sales,Commercial Services,ORGANIZATIONAL-UNIT-SAL-TEAM-02,LOC-NORTH,POS-145,Account Manager,Mid,Permanent,Active,EMP105,2021-12-01,1994-09-26,31,2054-09-26,NOT_DUE,2021-12-01,2022-03-01,2022-03-01,3,0,CONFIRMED,2022-03-15,COMPLETED,,,,,,67.7,69.6,79.71,Stable,100.0,4.2,No,NONE,,Additive synthetic operational layer based on existing 720-employee data,2026-08-01,0,,,NONE,,NONE,,,NONE,,,NONE,,,NONE,,,,0,,Active,DEPARTMENT-003,Sales,Commercial Services,ORGANIZATIONAL-UNIT-SAL-TEAM-02,LOC-NORTH,POS-145,Account Manager,Mid,Permanent,EMP105,,,
EMP146,Talha Khan,DEPARTMENT-002,Finance,Corporate Services,ORGANIZATIONAL-UNIT-FIN-TEAM-03,LOC-HQ,POS-146,Financial Analyst,Mid,Permanent,Active,EMP229,2022-06-01,1991-04-12,35,2051-04-12,NOT_DUE,2022-06-01,2022-09-01,2022-09-01,3,0,CONFIRMED,2022-08-31,COMPLETED,,,,,,79.6,90.0,87.11,Stable,98.4,5.0,No,NONE,,Additive synthetic operational layer based on existing 720-employee data,2026-08-01,0,,,NONE,,NONE,,,NONE,,,NONE,,,NONE,,,,0,,Active,DEPARTMENT-002,Finance,Corporate Services,ORGANIZATIONAL-UNIT-FIN-TEAM-03,LOC-HQ,POS-146,Financial Analyst,Mid,Permanent,EMP229,,,
EMP147,Hassan Javed,DEPARTMENT-004,Customer Support,Commercial Services,ORGANIZATIONAL-UNIT-CS,LOC-CENTRAL,POS-147,Customer Support Manager,Lead/Manager,Permanent,Active,EMP259,2021-04-01,1985-02-15,41,2045-02-15,NOT_DUE,2021-04-01,2021-07-01,2021-07-01,3,0,CONFIRMED,2021-07-07,COMPLETED,,,,,,49.7,40.6,71.67,Stable,98.4,2.4,Yes,NONE,,Additive synthetic operational layer based on existing 720-employee data,2026-08-01,0,,,NONE,,NONE,,,NONE,,,NONE,,,NONE,,,,0,,Active,DEPARTMENT-004,Customer Support,Commercial Services,ORGANIZATIONAL-UNIT-CS,LOC-CENTRAL,POS-147,Customer Support Manager,Lead/Manager,Permanent,EMP259,,,
EMP148,Sadia Malik,DEPARTMENT-003,Sales,Commercial Services,ORGANIZATIONAL-UNIT-SAL-TEAM-02,LOC-NORTH,POS-148,Sales Executive,Junior,Permanent,Probation,EMP253,2026-04-01,1998-11-14,27,2058-11-14,NOT_DUE,2026-04-01,2026-07-01,2026-09-01,3,1,ACTIVE,,EXTEND,,,,,,17.0,7.2,77.59,Stable,98.4,3.1,Yes,NONE,,Additive synthetic operational layer based on existing 720-employee data,2026-08-01,0,,,NONE,,NONE,,,NONE,,,NONE,,,NONE,,,,0,,Probation,DEPARTMENT-003,Sales,Commercial Services,ORGANIZATIONAL-UNIT-SAL-TEAM-02,LOC-NORTH,POS-148,Sales Executive,Junior,Permanent,EMP253,,,
EMP149,Muneeb Hameed,DEPARTMENT-006,Operations,Enterprise Operations,ORGANIZATIONAL-UNIT-OPS-TEAM-03,LOC-CENTRAL,POS-149,Operations Analyst,Mid,Permanent,Active,EMP067,2023-02-01,1989-01-02,37,2049-01-02,NOT_DUE,2023-02-01,2023-05-01,2023-05-01,3,0,CONFIRMED,2023-05-14,COMPLETED,,,,,,68.7,69.0,83.02,Stable,100.0,3.4,Yes,NONE,,Additive synthetic operational layer based on existing 720-employee data,2026-08-01,0,,,NONE,,NONE,,,NONE,,,NONE,,,NONE,,,,0,,Active,DEPARTMENT-006,Operations,Enterprise Operations,ORGANIZATIONAL-UNIT-OPS-TEAM-03,LOC-CENTRAL,POS-149,Operations Analyst,Mid,Permanent,EMP067,,,
EMP150,Sana Nawaz,DEPARTMENT-004,Customer Support,Commercial Services,ORGANIZATIONAL-UNIT-CS-TEAM-01,LOC-CENTRAL,POS-150,Customer Support Representative,Junior,Permanent,Active,EMP262,2025-03-01,2001-06-10,25,2061-06-10,NOT_DUE,2025-03-01,2025-06-01,2025-06-01,3,0,CONFIRMED,2025-06-08,COMPLETED,,,,,,61.9,59.2,74.25,Stable,96.8,2.7,No,NONE,,Additive synthetic operational layer based on existing 720-employee data,2026-08-01,0,,,NONE,,NONE,,,NONE,,,NONE,,,NONE,,,,0,,Active,DEPARTMENT-004,Customer Support,Commercial Services,ORGANIZATIONAL-UNIT-CS-TEAM-01,LOC-CENTRAL,POS-150,Customer Support Representative,Junior,Permanent,EMP262,,,
EMP151,Farhan Rehman,DEPARTMENT-005,Engineering,Technology and Innovation,ORGANIZATIONAL-UNIT-ENG-TEAM-02,LOC-HQ,POS-151,Software Engineer I,Junior,Permanent,Active,EMP031,2025-08-01,2001-08-10,24,2061-08-10,NOT_DUE,2025-08-01,2025-11-01,2025-11-01,3,0,CONFIRMED,2025-11-11,COMPLETED,,,,,,76.1,80.2,84.34,Stable,95.4,3.8,No,NONE,,Additive synthetic operational layer based on existing 720-employee data,2026-08-01,0,,,NONE,,NONE,,,NONE,,,NONE,,,NONE,,,,0,,Active,DEPARTMENT-005,Engineering,Technology and Innovation,ORGANIZATIONAL-UNIT-ENG-TEAM-02,LOC-HQ,POS-151,Software Engineer I,Junior,Permanent,EMP031,,,
EMP152,Mahnoor Tariq,DEPARTMENT-007,IT,Technology and Innovation,ORGANIZATIONAL-UNIT-IT-TEAM-03,LOC-HQ,POS-152,Senior Systems Engineer,Senior,Permanent,Active,EMP171,2017-04-01,1985-06-11,41,2045-06-11,NOT_DUE,2017-04-01,2017-07-01,2017-07-01,3,0,CONFIRMED,2017-07-03,COMPLETED,,,,,,79.7,88.0,86.18,Stable,100.0,2.6,Yes,NONE,,Additive synthetic operational layer based on existing 720-employee data,2026-08-01,0,,,NONE,,NONE,,,NONE,,,NONE,,,NONE,,,,0,,Active,DEPARTMENT-007,IT,Technology and Innovation,ORGANIZATIONAL-UNIT-IT-TEAM-03,LOC-HQ,POS-152,Senior Systems Engineer,Senior,Permanent,EMP171,,,
EMP153,Kashif Abbasi,DEPARTMENT-005,Engineering,Technology and Innovation,ORGANIZATIONAL-UNIT-ENG-TEAM-01,LOC-HQ,POS-153,Software Engineer II,Mid,Contract,Active,EMP195,2021-12-01,1994-12-31,31,2054-12-31,NOT_DUE,2021-12-01,2022-03-01,2022-03-01,3,0,CONFIRMED,2022-03-04,COMPLETED,2025-12-01,2026-11-30,12,4,ACTIVE,69.0,62.8,79.47,Stable,96.8,2.5,Yes,NONE,,Additive synthetic operational layer based on existing 720-employee data,2026-08-01,0,,,NONE,,NONE,,,NONE,,,NONE,,,NONE,,,,0,,Active,DEPARTMENT-005,Engineering,Technology and Innovation,ORGANIZATIONAL-UNIT-ENG-TEAM-01,LOC-HQ,POS-153,Software Engineer II,Mid,Contract,EMP195,,,
EMP154,Hina Abbasi,DEPARTMENT-005,Engineering,Technology and Innovation,ORGANIZATIONAL-UNIT-ENG-TEAM-02,LOC-HQ,POS-154,Software Engineer I,Junior,Permanent,Active,EMP100,2025-05-01,2000-04-13,26,2060-04-13,NOT_DUE,2025-05-01,2025-08-01,2025-08-01,3,0,CONFIRMED,2025-08-08,COMPLETED,,,,,,64.6,64.2,78.34,Stable,98.4,3.0,Yes,NONE,,Additive synthetic operational layer based on existing 720-employee data,2026-08-01,0,,,NONE,,NONE,,,NONE,,,NONE,,,NONE,,,,0,,Active,DEPARTMENT-005,Engineering,Technology and Innovation,ORGANIZATIONAL-UNIT-ENG-TEAM-02,LOC-HQ,POS-154,Software Engineer I,Junior,Permanent,EMP100,,,
EMP155,Noman Malik,DEPARTMENT-004,Customer Support,Commercial Services,ORGANIZATIONAL-UNIT-CS-TEAM-03,LOC-CENTRAL,POS-155,Senior Support Executive,Mid,Permanent,Active,EMP009,2023-05-01,1992-04-03,34,2052-04-03,NOT_DUE,2023-05-01,2023-08-01,2023-08-01,3,0,CONFIRMED,2023-08-08,COMPLETED,,,,,,80.5,79.6,88.76,Stable,100.0,2.7,Yes,NONE,,Additive synthetic operational layer based on existing 720-employee data,2026-08-01,0,,,NONE,,NONE,,,NONE,,,NONE,,,NONE,,,,0,,Active,DEPARTMENT-004,Customer Support,Commercial Services,ORGANIZATIONAL-UNIT-CS-TEAM-03,LOC-CENTRAL,POS-155,Senior Support Executive,Mid,Permanent,EMP009,,,
EMP156,Asad Malik,DEPARTMENT-005,Engineering,Technology and Innovation,ORGANIZATIONAL-UNIT-ENG-TEAM-01,LOC-HQ,POS-156,Software Engineer II,Mid,Permanent,Active,EMP080,2023-12-01,1994-05-05,32,2054-05-05,NOT_DUE,2023-12-01,2024-03-01,2024-03-01,3,0,CONFIRMED,2024-02-23,COMPLETED,,,,,,85.9,81.4,94.68,Stable,100.0,4.0,No,NONE,,Additive synthetic operational layer based on existing 720-employee data,2026-08-01,0,,,NONE,,NONE,,,NONE,,,NONE,,,NONE,,,,0,,Active,DEPARTMENT-005,Engineering,Technology and Innovation,ORGANIZATIONAL-UNIT-ENG-TEAM-01,LOC-HQ,POS-156,Software Engineer II,Mid,Permanent,EMP080,,,
EMP157,Saba Qureshi,DEPARTMENT-006,Operations,Enterprise Operations,ORGANIZATIONAL-UNIT-OPS-TEAM-02,LOC-CENTRAL,POS-157,Operations Officer,Junior,Permanent,Active,EMP280,2025-09-01,1997-06-11,29,2057-06-11,NOT_DUE,2025-09-01,2025-12-01,2025-12-01,3,0,CONFIRMED,2025-12-15,COMPLETED,,,,,,78.2,86.4,85.99,Stable,100.0,4.5,No,NONE,,Additive synthetic operational layer based on existing 720-employee data,2026-08-01,0,,,NONE,,NONE,,,NONE,,,NONE,,,NONE,,,,0,,Active,DEPARTMENT-006,Operations,Enterprise Operations,ORGANIZATIONAL-UNIT-OPS-TEAM-02,LOC-CENTRAL,POS-157,Operations Officer,Junior,Permanent,EMP280,,,
EMP158,Imran Zafar,DEPARTMENT-006,Operations,Enterprise Operations,ORGANIZATIONAL-UNIT-OPS-TEAM-03,LOC-CENTRAL,POS-158,Operations Officer,Junior,Permanent,Active,EMP281,2023-08-01,1997-01-03,29,2057-01-03,NOT_DUE,2023-08-01,2023-11-01,2023-11-01,3,0,CONFIRMED,2023-11-05,COMPLETED,,,,,,73.4,73.4,85.05,Stable,100.0,3.7,Yes,NONE,,Additive synthetic operational layer based on existing 720-employee data,2026-08-01,0,,,NONE,,NONE,,,NONE,,,NONE,,,NONE,,,,0,,Active,DEPARTMENT-006,Operations,Enterprise Operations,ORGANIZATIONAL-UNIT-OPS-TEAM-03,LOC-CENTRAL,POS-158,Operations Officer,Junior,Permanent,EMP281,,,
