Employee_ID,Employee_Name,Department,Position_ID,Job_Level,Assessment_Period,KPI_Achievement_pct,Performance_Trend_6M,Productivity_Score,Goal_Completion_Score,Manager_Rating,Teamwork_Score,Quality_Score,Learning_Agility_Score,Performance_Score,Performance_Band,Promotion_Readiness,Department_ID,Business_Unit,Organizational_Unit_ID,Work_Location_ID,Cost_Center_ID,Data_As_Of_Date
EMP085,Sara Yousaf,HR,POS-085,Senior,Latest 6 Months,89.1,0.2,92.2,82.8,3.1,87.9,83.6,95.0,80.6,Strong,Ready in 6-12 Months,DEPARTMENT-001,Corporate Services,ORGANIZATIONAL-UNIT-HR-TEAM-02,LOC-HQ,COST-CENTER-HR,2026-08-01
EMP086,Hina Tariq,Operations,POS-086,Junior,Latest 6 Months,101.2,0.1,89.6,97.1,3.4,87.0,85.9,67.4,84.3,Strong,Ready Now,DEPARTMENT-006,Enterprise Operations,ORGANIZATIONAL-UNIT-OPS-TEAM-03,LOC-CENTRAL,COST-CENTER-OPS,2026-08-01
EMP087,Kashif Hameed,HR,POS-087,Lead/Manager,Latest 6 Months,96.9,0.4,100.0,94.2,3.5,97.5,94.1,96.8,88.9,Exceptional,Successor / Lateral Pool,DEPARTMENT-001,Corporate Services,ORGANIZATIONAL-UNIT-HR,LOC-HQ,COST-CENTER-HR,2026-08-01
EMP088,Sana Mughal,Operations,POS-088,Mid,Latest 6 Months,105.0,0.1,97.9,96.9,3.5,83.7,87.0,79.3,87.6,Strong,Ready Now,DEPARTMENT-006,Enterprise Operations,ORGANIZATIONAL-UNIT-OPS-TEAM-02,LOC-CENTRAL,COST-CENTER-OPS,2026-08-01
EMP089,Muneeb Haider,HR,POS-089,Junior,Latest 6 Months,111.9,0.1,100.0,100.0,3.7,79.3,89.7,69.7,89.9,Exceptional,Ready Now,DEPARTMENT-001,Corporate Services,ORGANIZATIONAL-UNIT-HR-TEAM-03,LOC-HQ,COST-CENTER-HR,2026-08-01
EMP090,Noman Ahmad,Finance,POS-090,Mid,Latest 6 Months,96.6,-0.1,80.1,83.5,3.0,69.7,93.4,72.4,77.7,Meets Expectations,Ready in 6-12 Months,DEPARTMENT-002,Corporate Services,ORGANIZATIONAL-UNIT-FIN-TEAM-01,LOC-HQ,COST-CENTER-FIN,2026-08-01
EMP091,Nida Mughal,Finance,POS-091,Senior,Latest 6 Months,99.8,-0.4,89.1,91.9,3.0,91.0,88.6,73.6,83.0,Strong,Ready in 6-12 Months,DEPARTMENT-002,Corporate Services,ORGANIZATIONAL-UNIT-FIN-TEAM-02,LOC-HQ,COST-CENTER-FIN,2026-08-01
EMP092,Mahnoor Ali,Engineering,POS-092,Senior,Latest 6 Months,95.6,0.3,93.2,86.2,3.7,84.8,83.5,80.6,83.4,Strong,Ready in 6-12 Months,DEPARTMENT-005,Technology and Innovation,ORGANIZATIONAL-UNIT-ENG-TEAM-03,LOC-HQ,COST-CENTER-ENG,2026-08-01
EMP093,Danish Siddiqui,Sales,POS-093,Senior,Latest 6 Months,85.2,0.4,87.7,80.7,2.7,80.8,85.8,66.0,75.3,Meets Expectations,Ready in 6-12 Months,DEPARTMENT-003,Commercial Services,ORGANIZATIONAL-UNIT-SAL-TEAM-01,LOC-NORTH,COST-CENTER-SAL,2026-08-01
EMP094,Akbar Abbasi,IT,POS-094,Senior,Latest 6 Months,71.2,-0.1,78.6,75.5,2.2,84.3,74.7,54.2,67.0,Needs Improvement,Developing,DEPARTMENT-007,Technology and Innovation,ORGANIZATIONAL-UNIT-IT-TEAM-02,LOC-HQ,COST-CENTER-IT,2026-08-01
EMP095,Haris Mahmood,IT,POS-095,Lead/Manager,Latest 6 Months,102.1,0.1,92.2,97.5,4.0,93.8,94.5,94.0,89.8,Exceptional,Successor / Lateral Pool,DEPARTMENT-007,Technology and Innovation,ORGANIZATIONAL-UNIT-IT,LOC-HQ,COST-CENTER-IT,2026-08-01
EMP096,Ayesha Abbasi,Sales,POS-096,Mid,Latest 6 Months,86.2,-0.2,86.2,81.3,3.1,95.5,82.4,84.4,78.7,Strong,Ready in 6-12 Months,DEPARTMENT-003,Commercial Services,ORGANIZATIONAL-UNIT-SAL-TEAM-01,LOC-NORTH,COST-CENTER-SAL,2026-08-01
EMP097,Sana Arif,Sales,POS-097,Junior,Latest 6 Months,97.1,-0.4,82.6,87.5,2.9,92.2,87.8,85.3,80.9,Strong,Ready in 6-12 Months,DEPARTMENT-003,Commercial Services,ORGANIZATIONAL-UNIT-SAL-TEAM-02,LOC-NORTH,COST-CENTER-SAL,2026-08-01
EMP098,Sidra Zafar,Customer Support,POS-098,Mid,Latest 6 Months,82.5,-0.3,78.7,74.1,2.3,70.8,79.2,70.1,69.4,Meets Expectations,Developing,DEPARTMENT-004,Commercial Services,ORGANIZATIONAL-UNIT-CS-TEAM-03,LOC-CENTRAL,COST-CENTER-CS,2026-08-01
EMP099,Bilal Aslam,Finance,POS-099,Mid,Latest 6 Months,97.8,-0.0,98.9,89.5,3.0,91.0,95.9,77.2,85.0,Strong,Ready Now,DEPARTMENT-002,Corporate Services,ORGANIZATIONAL-UNIT-FIN-TEAM-01,LOC-HQ,COST-CENTER-FIN,2026-08-01
EMP100,Rabia Javed,Engineering,POS-100,Senior,Latest 6 Months,85.1,-0.1,81.4,86.0,2.9,85.2,89.9,72.7,76.6,Meets Expectations,Ready in 6-12 Months,DEPARTMENT-005,Technology and Innovation,ORGANIZATIONAL-UNIT-ENG-TEAM-02,LOC-HQ,COST-CENTER-ENG,2026-08-01
EMP101,Talha Dar,IT,POS-101,Mid,Latest 6 Months,109.9,-0.3,90.1,100.0,3.2,70.6,93.6,76.0,85.8,Strong,Ready Now,DEPARTMENT-007,Technology and Innovation,ORGANIZATIONAL-UNIT-IT-TEAM-03,LOC-HQ,COST-CENTER-IT,2026-08-01
EMP102,Akbar Gill,Sales,POS-102,Junior,Latest 6 Months,93.5,-0.4,86.7,77.4,3.3,80.0,88.8,72.0,78.8,Strong,Ready in 6-12 Months,DEPARTMENT-003,Commercial Services,ORGANIZATIONAL-UNIT-SAL-TEAM-01,LOC-NORTH,COST-CENTER-SAL,2026-08-01
EMP103,Noor Masood,Customer Support,POS-103,Junior,Latest 6 Months,81.8,0.1,85.3,90.1,3.1,100.0,83.8,98.6,80.2,Strong,Ready in 6-12 Months,DEPARTMENT-004,Commercial Services,ORGANIZATIONAL-UNIT-CS-TEAM-02,LOC-CENTRAL,COST-CENTER-CS,2026-08-01
EMP104,Rabia Ali,IT,POS-104,Senior,Latest 6 Months,102.6,-0.1,85.7,93.2,3.9,82.6,85.1,68.1,84.4,Strong,Ready Now,DEPARTMENT-007,Technology and Innovation,ORGANIZATIONAL-UNIT-IT-TEAM-03,LOC-HQ,COST-CENTER-IT,2026-08-01
EMP105,Areeba Raza,Sales,POS-105,Lead/Manager,Latest 6 Months,103.8,0.4,100.0,100.0,4.1,100.0,96.4,89.7,93.1,Exceptional,Successor / Lateral Pool,DEPARTMENT-003,Commercial Services,ORGANIZATIONAL-UNIT-SAL,LOC-NORTH,COST-CENTER-SAL,2026-08-01
EMP106,Hina Saleem,HR,POS-106,Senior,Latest 6 Months,107.5,0.6,100.0,94.6,4.1,100.0,87.7,91.4,92.3,Exceptional,Ready Now,DEPARTMENT-001,Corporate Services,ORGANIZATIONAL-UNIT-HR-TEAM-02,LOC-HQ,COST-CENTER-HR,2026-08-01
EMP107,Zoya Mahmood,Engineering,POS-107,Mid,Latest 6 Months,87.0,-0.5,86.3,81.6,2.5,75.0,84.0,77.4,74.9,Meets Expectations,Ready in 6-12 Months,DEPARTMENT-005,Technology and Innovation,ORGANIZATIONAL-UNIT-ENG-TEAM-03,LOC-HQ,COST-CENTER-ENG,2026-08-01
EMP108,Ayesha Ahmad,HR,POS-108,Mid,Latest 6 Months,109.1,-0.1,89.4,93.3,3.8,87.2,93.2,76.7,87.9,Strong,Ready Now,DEPARTMENT-001,Corporate Services,ORGANIZATIONAL-UNIT-HR-TEAM-01,LOC-HQ,COST-CENTER-HR,2026-08-01
EMP109,Ali Farooq,Sales,POS-109,Junior,Latest 6 Months,99.9,-0.3,87.3,88.2,2.5,71.4,83.0,85.6,78.8,Strong,Ready in 6-12 Months,DEPARTMENT-003,Commercial Services,ORGANIZATIONAL-UNIT-SAL-TEAM-02,LOC-NORTH,COST-CENTER-SAL,2026-08-01
EMP110,Arslan Masood,IT,POS-110,Junior,Latest 6 Months,90.1,0.2,99.2,87.8,3.5,100.0,85.2,100.0,85.8,Strong,Ready Now,DEPARTMENT-007,Technology and Innovation,ORGANIZATIONAL-UNIT-IT-TEAM-03,LOC-HQ,COST-CENTER-IT,2026-08-01
EMP111,Sadia Bashir,Sales,POS-111,Mid,Latest 6 Months,90.3,0.1,94.8,84.3,3.1,100.0,89.5,79.6,82.6,Strong,Ready in 6-12 Months,DEPARTMENT-003,Commercial Services,ORGANIZATIONAL-UNIT-SAL-TEAM-01,LOC-NORTH,COST-CENTER-SAL,2026-08-01
EMP112,Sara Javed,Sales,POS-112,Junior,Latest 6 Months,97.8,0.4,96.1,96.5,3.9,86.4,91.7,78.0,87.5,Strong,Ready Now,DEPARTMENT-003,Commercial Services,ORGANIZATIONAL-UNIT-SAL-TEAM-02,LOC-NORTH,COST-CENTER-SAL,2026-08-01
EMP113,Shahbaz Gill,IT,POS-113,Junior,Latest 6 Months,82.7,0.6,95.5,87.1,3.0,96.6,77.3,91.6,80.2,Strong,Ready in 6-12 Months,DEPARTMENT-007,Technology and Innovation,ORGANIZATIONAL-UNIT-IT-TEAM-03,LOC-HQ,COST-CENTER-IT,2026-08-01
EMP114,Hamza Hussain,HR,POS-114,Mid,Latest 6 Months,94.7,0.2,92.6,94.6,3.1,81.4,78.0,74.5,81.5,Strong,Ready in 6-12 Months,DEPARTMENT-001,Corporate Services,ORGANIZATIONAL-UNIT-HR-TEAM-01,LOC-HQ,COST-CENTER-HR,2026-08-01
EMP115,Hafsa Abbasi,Engineering,POS-115,Mid,Latest 6 Months,106.4,0.3,94.3,97.3,3.8,93.3,83.4,88.6,89.2,Exceptional,Ready Now,DEPARTMENT-005,Technology and Innovation,ORGANIZATIONAL-UNIT-ENG-TEAM-02,LOC-HQ,COST-CENTER-ENG,2026-08-01
EMP116,Ali Abbasi,Engineering,POS-116,Junior,Latest 6 Months,103.2,0.4,99.0,94.0,3.8,100.0,100.0,100.0,91.7,Exceptional,Ready Now,DEPARTMENT-005,Technology and Innovation,ORGANIZATIONAL-UNIT-ENG-TEAM-03,LOC-HQ,COST-CENTER-ENG,2026-08-01
EMP117,Saad Ullah,Engineering,POS-117,Junior,Latest 6 Months,84.4,0.3,80.9,85.3,3.0,96.0,76.6,82.8,77.0,Meets Expectations,Ready in 6-12 Months,DEPARTMENT-005,Technology and Innovation,ORGANIZATIONAL-UNIT-ENG-TEAM-01,LOC-HQ,COST-CENTER-ENG,2026-08-01
EMP118,Zoya Ali,Customer Support,POS-118,Mid,Latest 6 Months,92.2,-0.4,88.3,78.9,2.8,88.5,83.4,92.9,79.1,Strong,Ready in 6-12 Months,DEPARTMENT-004,Commercial Services,ORGANIZATIONAL-UNIT-CS-TEAM-02,LOC-CENTRAL,COST-CENTER-CS,2026-08-01
EMP119,Ayesha Nawaz,Customer Support,POS-119,Senior,Latest 6 Months,88.0,-0.5,83.1,87.2,2.8,75.3,89.9,74.6,76.7,Meets Expectations,Ready in 6-12 Months,DEPARTMENT-004,Commercial Services,ORGANIZATIONAL-UNIT-CS-TEAM-03,LOC-CENTRAL,COST-CENTER-CS,2026-08-01
EMP120,Ahmad Aziz,Operations,POS-120,Mid,Latest 6 Months,94.4,0.5,95.9,85.1,3.6,100.0,84.0,97.2,85.8,Strong,Ready Now,DEPARTMENT-006,Enterprise Operations,ORGANIZATIONAL-UNIT-OPS-TEAM-01,LOC-CENTRAL,COST-CENTER-OPS,2026-08-01
EMP121,Mehwish Tariq,Operations,POS-121,Junior,Latest 6 Months,97.3,-0.8,84.0,88.4,3.0,85.1,88.6,72.1,80.2,Strong,Ready in 6-12 Months,DEPARTMENT-006,Enterprise Operations,ORGANIZATIONAL-UNIT-OPS-TEAM-02,LOC-CENTRAL,COST-CENTER-OPS,2026-08-01
EMP122,Hafsa Ullah,Operations,POS-122,Junior,Latest 6 Months,109.0,-0.3,89.9,95.3,3.9,79.8,89.1,78.5,87.4,Strong,Ready Now,DEPARTMENT-006,Enterprise Operations,ORGANIZATIONAL-UNIT-OPS-TEAM-03,LOC-CENTRAL,COST-CENTER-OPS,2026-08-01
EMP123,Sehrish Ullah,Finance,POS-123,Senior,Latest 6 Months,105.0,0.4,97.0,95.8,3.8,80.2,93.3,75.7,88.2,Exceptional,Ready Now,DEPARTMENT-002,Corporate Services,ORGANIZATIONAL-UNIT-FIN-TEAM-01,LOC-HQ,COST-CENTER-FIN,2026-08-01
EMP124,Fahad Javed,Sales,POS-124,Mid,Latest 6 Months,75.9,-0.4,75.8,71.6,1.9,75.3,82.6,73.1,66.9,Needs Improvement,Developing,DEPARTMENT-003,Commercial Services,ORGANIZATIONAL-UNIT-SAL-TEAM-02,LOC-NORTH,COST-CENTER-SAL,2026-08-01
EMP125,Fatima Zafar,Sales,POS-125,Senior,Latest 6 Months,96.0,0.6,96.1,100.0,3.7,97.2,82.2,92.3,87.8,Strong,Ready Now,DEPARTMENT-003,Commercial Services,ORGANIZATIONAL-UNIT-SAL-TEAM-03,LOC-NORTH,COST-CENTER-SAL,2026-08-01
EMP126,Laiba Sheikh,Customer Support,POS-126,Senior,Latest 6 Months,99.9,0.2,96.4,98.8,3.3,78.1,93.6,74.5,85.6,Strong,Ready Now,DEPARTMENT-004,Commercial Services,ORGANIZATIONAL-UNIT-CS-TEAM-01,LOC-CENTRAL,COST-CENTER-CS,2026-08-01
EMP127,Khurram Yousaf,HR,POS-127,Mid,Latest 6 Months,88.0,0.5,93.3,86.6,3.4,100.0,82.7,100.0,83.4,Strong,Ready in 6-12 Months,DEPARTMENT-001,Corporate Services,ORGANIZATIONAL-UNIT-HR-TEAM-02,LOC-HQ,COST-CENTER-HR,2026-08-01
EMP128,Zoya Farooq,Customer Support,POS-128,Lead/Manager,Latest 6 Months,101.9,-0.3,92.6,87.7,3.6,70.4,90.0,60.9,82.7,Strong,Successor / Lateral Pool,DEPARTMENT-004,Commercial Services,ORGANIZATIONAL-UNIT-CS,LOC-CENTRAL,COST-CENTER-CS,2026-08-01
EMP129,Danish Dar,Engineering,POS-129,Lead/Manager,Latest 6 Months,89.1,0.2,92.1,83.6,3.2,98.4,83.6,90.8,82.0,Strong,Ready in 6-12 Months,DEPARTMENT-005,Technology and Innovation,ORGANIZATIONAL-UNIT-ENG,LOC-HQ,COST-CENTER-ENG,2026-08-01
EMP130,Waqas Siddiqui,HR,POS-130,Senior,Latest 6 Months,100.4,0.4,100.0,94.0,4.3,100.0,92.7,100.0,92.1,Exceptional,Ready Now,DEPARTMENT-001,Corporate Services,ORGANIZATIONAL-UNIT-HR-TEAM-02,LOC-HQ,COST-CENTER-HR,2026-08-01
EMP131,Ahmad Yousaf,IT,POS-131,Mid,Latest 6 Months,82.2,-0.1,80.5,77.8,2.9,90.4,74.2,78.3,74.0,Meets Expectations,Developing,DEPARTMENT-007,Technology and Innovation,ORGANIZATIONAL-UNIT-IT-TEAM-03,LOC-HQ,COST-CENTER-IT,2026-08-01
EMP132,Arham Qureshi,IT,POS-132,Junior,Latest 6 Months,99.1,0.2,90.1,94.3,3.4,88.1,83.1,88.0,84.7,Strong,Ready Now,DEPARTMENT-007,Technology and Innovation,ORGANIZATIONAL-UNIT-IT-TEAM-01,LOC-HQ,COST-CENTER-IT,2026-08-01
EMP133,Usman Raza,Engineering,POS-133,Mid,Latest 6 Months,102.6,0.1,92.8,100.0,3.6,95.5,90.9,76.8,88.2,Exceptional,Ready Now,DEPARTMENT-005,Technology and Innovation,ORGANIZATIONAL-UNIT-ENG-TEAM-02,LOC-HQ,COST-CENTER-ENG,2026-08-01
EMP134,Talha Awan,IT,POS-134,Mid,Latest 6 Months,102.4,-0.1,89.1,92.4,3.7,67.5,91.0,73.9,83.6,Strong,Ready in 6-12 Months,DEPARTMENT-007,Technology and Innovation,ORGANIZATIONAL-UNIT-IT-TEAM-03,LOC-HQ,COST-CENTER-IT,2026-08-01
EMP135,Eman Butt,Customer Support,POS-135,Mid,Latest 6 Months,83.9,0.5,87.5,88.0,3.5,97.5,90.1,82.8,81.6,Strong,Ready in 6-12 Months,DEPARTMENT-004,Commercial Services,ORGANIZATIONAL-UNIT-CS-TEAM-01,LOC-CENTRAL,COST-CENTER-CS,2026-08-01
EMP136,Fatima Saleem,HR,POS-136,Mid,Latest 6 Months,99.6,0.5,90.4,93.2,3.2,75.0,90.7,80.1,82.9,Strong,Ready in 6-12 Months,DEPARTMENT-001,Corporate Services,ORGANIZATIONAL-UNIT-HR-TEAM-02,LOC-HQ,COST-CENTER-HR,2026-08-01
EMP137,Areeba Farooq,Customer Support,POS-137,Junior,Latest 6 Months,94.1,-0.2,94.4,82.3,3.5,100.0,78.4,93.6,83.7,Strong,Ready in 6-12 Months,DEPARTMENT-004,Commercial Services,ORGANIZATIONAL-UNIT-CS-TEAM-03,LOC-CENTRAL,COST-CENTER-CS,2026-08-01
EMP138,Amir Saleem,Engineering,POS-138,Mid,Latest 6 Months,76.1,-0.8,76.0,71.6,1.9,67.5,79.7,70.3,65.8,Needs Improvement,Developing,DEPARTMENT-005,Technology and Innovation,ORGANIZATIONAL-UNIT-ENG-TEAM-01,LOC-HQ,COST-CENTER-ENG,2026-08-01
EMP139,Iqra Saeed,Operations,POS-139,Junior,Latest 6 Months,95.9,-0.0,89.3,88.7,3.3,83.4,86.5,84.4,82.3,Strong,Ready in 6-12 Months,DEPARTMENT-006,Enterprise Operations,ORGANIZATIONAL-UNIT-OPS-TEAM-02,LOC-CENTRAL,COST-CENTER-OPS,2026-08-01
EMP140,Noman Rehman,Finance,POS-140,Senior,Latest 6 Months,102.4,0.4,98.6,100.0,3.4,78.0,90.5,91.1,87.6,Strong,Ready Now,DEPARTMENT-002,Corporate Services,ORGANIZATIONAL-UNIT-FIN-TEAM-03,LOC-HQ,COST-CENTER-FIN,2026-08-01
EMP141,Asad Zafar,Operations,POS-141,Lead/Manager,Latest 6 Months,76.7,-0.1,81.9,70.9,2.2,81.3,91.6,64.8,70.1,Meets Expectations,Developing,DEPARTMENT-006,Enterprise Operations,ORGANIZATIONAL-UNIT-OPS,LOC-CENTRAL,COST-CENTER-OPS,2026-08-01
EMP142,Fahad Farooq,Engineering,POS-142,Lead/Manager,Latest 6 Months,89.1,0.6,95.4,91.2,3.0,88.7,87.9,89.8,82.4,Strong,Successor / Lateral Pool,DEPARTMENT-005,Technology and Innovation,ORGANIZATIONAL-UNIT-ENG,LOC-HQ,COST-CENTER-ENG,2026-08-01
EMP143,Hamza Awan,Finance,POS-143,Mid,Latest 6 Months,87.7,0.2,93.0,85.9,3.4,100.0,87.1,90.1,83.1,Strong,Ready in 6-12 Months,DEPARTMENT-002,Corporate Services,ORGANIZATIONAL-UNIT-FIN-TEAM-03,LOC-HQ,COST-CENTER-FIN,2026-08-01
EMP144,Imran Ullah,Customer Support,POS-144,Lead/Manager,Latest 6 Months,82.4,-0.1,84.2,77.9,2.6,73.3,84.8,78.3,73.3,Meets Expectations,Developing,DEPARTMENT-004,Commercial Services,ORGANIZATIONAL-UNIT-CS,LOC-CENTRAL,COST-CENTER-CS,2026-08-01
EMP145,Ahsan Anwar,Sales,POS-145,Mid,Latest 6 Months,86.1,0.4,95.4,76.7,3.3,91.7,83.4,88.5,80.4,Strong,Ready in 6-12 Months,DEPARTMENT-003,Commercial Services,ORGANIZATIONAL-UNIT-SAL-TEAM-02,LOC-NORTH,COST-CENTER-SAL,2026-08-01
EMP146,Talha Khan,Finance,POS-146,Mid,Latest 6 Months,89.2,0.3,96.9,83.2,3.4,100.0,81.4,100.0,83.7,Strong,Ready in 6-12 Months,DEPARTMENT-002,Corporate Services,ORGANIZATIONAL-UNIT-FIN-TEAM-03,LOC-HQ,COST-CENTER-FIN,2026-08-01
EMP147,Hassan Javed,Customer Support,POS-147,Lead/Manager,Latest 6 Months,76.9,-0.2,77.9,75.9,2.5,81.5,78.0,59.8,69.4,Meets Expectations,Developing,DEPARTMENT-004,Commercial Services,ORGANIZATIONAL-UNIT-CS,LOC-CENTRAL,COST-CENTER-CS,2026-08-01
EMP148,Sadia Malik,Sales,POS-148,Junior,Latest 6 Months,88.8,0.2,90.1,90.9,2.6,81.5,77.8,85.7,78.0,Strong,Ready in 6-12 Months,DEPARTMENT-003,Commercial Services,ORGANIZATIONAL-UNIT-SAL-TEAM-02,LOC-NORTH,COST-CENTER-SAL,2026-08-01
EMP149,Muneeb Hameed,Operations,POS-149,Mid,Latest 6 Months,88.0,0.4,87.7,82.3,3.4,89.5,80.3,75.1,79.2,Strong,Ready in 6-12 Months,DEPARTMENT-006,Enterprise Operations,ORGANIZATIONAL-UNIT-OPS-TEAM-03,LOC-CENTRAL,COST-CENTER-OPS,2026-08-01
EMP150,Sana Nawaz,Customer Support,POS-150,Junior,Latest 6 Months,80.8,-0.0,81.3,75.0,2.3,81.1,80.4,76.9,71.3,Meets Expectations,Developing,DEPARTMENT-004,Commercial Services,ORGANIZATIONAL-UNIT-CS-TEAM-01,LOC-CENTRAL,COST-CENTER-CS,2026-08-01
EMP151,Farhan Rehman,Engineering,POS-151,Junior,Latest 6 Months,95.8,0.1,89.4,89.9,3.9,87.8,84.6,86.5,84.5,Strong,Ready Now,DEPARTMENT-005,Technology and Innovation,ORGANIZATIONAL-UNIT-ENG-TEAM-02,LOC-HQ,COST-CENTER-ENG,2026-08-01
EMP152,Mahnoor Tariq,IT,POS-152,Senior,Latest 6 Months,101.0,-0.1,88.7,100.0,3.6,79.6,85.9,73.4,84.9,Strong,Ready Now,DEPARTMENT-007,Technology and Innovation,ORGANIZATIONAL-UNIT-IT-TEAM-03,LOC-HQ,COST-CENTER-IT,2026-08-01
EMP153,Kashif Abbasi,Engineering,POS-153,Mid,Latest 6 Months,86.7,0.2,82.6,80.8,2.6,76.3,80.1,73.7,73.9,Meets Expectations,Developing,DEPARTMENT-005,Technology and Innovation,ORGANIZATIONAL-UNIT-ENG-TEAM-01,LOC-HQ,COST-CENTER-ENG,2026-08-01
EMP154,Hina Abbasi,Engineering,POS-154,Junior,Latest 6 Months,84.7,-0.2,82.4,76.8,3.0,88.5,82.0,77.2,75.5,Meets Expectations,Ready in 6-12 Months,DEPARTMENT-005,Technology and Innovation,ORGANIZATIONAL-UNIT-ENG-TEAM-02,LOC-HQ,COST-CENTER-ENG,2026-08-01
EMP155,Noman Malik,Customer Support,POS-155,Mid,Latest 6 Months,105.2,-0.3,91.7,91.2,3.4,80.9,95.1,59.8,84.6,Strong,Ready Now,DEPARTMENT-004,Commercial Services,ORGANIZATIONAL-UNIT-CS-TEAM-03,LOC-CENTRAL,COST-CENTER-CS,2026-08-01
EMP156,Asad Malik,Engineering,POS-156,Mid,Latest 6 Months,105.0,0.3,100.0,100.0,4.0,98.9,90.3,88.4,92.2,Exceptional,Ready Now,DEPARTMENT-005,Technology and Innovation,ORGANIZATIONAL-UNIT-ENG-TEAM-01,LOC-HQ,COST-CENTER-ENG,2026-08-01
EMP157,Saba Qureshi,Operations,POS-157,Junior,Latest 6 Months,89.1,0.5,93.1,94.7,3.4,91.1,80.1,97.6,83.5,Strong,Ready in 6-12 Months,DEPARTMENT-006,Enterprise Operations,ORGANIZATIONAL-UNIT-OPS-TEAM-02,LOC-CENTRAL,COST-CENTER-OPS,2026-08-01
EMP158,Imran Zafar,Operations,POS-158,Junior,Latest 6 Months,90.2,0.3,94.0,84.5,3.3,95.2,85.9,75.1,81.9,Strong,Ready in 6-12 Months,DEPARTMENT-006,Enterprise Operations,ORGANIZATIONAL-UNIT-OPS-TEAM-03,LOC-CENTRAL,COST-CENTER-OPS,2026-08-01
EMP159,Raza Ahmad,Engineering,POS-159,Senior,Latest 6 Months,84.4,-0.2,78.2,83.3,2.9,72.9,86.5,69.6,73.8,Meets Expectations,Developing,DEPARTMENT-005,Technology and Innovation,ORGANIZATIONAL-UNIT-ENG-TEAM-01,LOC-HQ,COST-CENTER-ENG,2026-08-01
EMP160,Rabia Ullah,Finance,POS-160,Senior,Latest 6 Months,95.3,0.3,90.9,90.6,3.3,95.1,89.3,93.8,84.7,Strong,Ready Now,DEPARTMENT-002,Corporate Services,ORGANIZATIONAL-UNIT-FIN-TEAM-02,LOC-HQ,COST-CENTER-FIN,2026-08-01
EMP161,Iqra Yousaf,Finance,POS-161,Mid,Latest 6 Months,97.2,0.4,100.0,89.6,3.6,99.7,94.7,88.4,88.4,Exceptional,Ready Now,DEPARTMENT-002,Corporate Services,ORGANIZATIONAL-UNIT-FIN-TEAM-03,LOC-HQ,COST-CENTER-FIN,2026-08-01
EMP162,Bilal Shah,Customer Support,POS-162,Junior,Latest 6 Months,110.2,-0.6,89.6,91.7,3.2,76.9,98.1,78.0,85.8,Strong,Ready Now,DEPARTMENT-004,Commercial Services,ORGANIZATIONAL-UNIT-CS-TEAM-01,LOC-CENTRAL,COST-CENTER-CS,2026-08-01
EMP163,Sidra Sheikh,Engineering,POS-163,Mid,Latest 6 Months,78.8,-0.4,75.2,76.9,2.3,85.1,83.0,72.1,70.2,Meets Expectations,Developing,DEPARTMENT-005,Technology and Innovation,ORGANIZATIONAL-UNIT-ENG-TEAM-02,LOC-HQ,COST-CENTER-ENG,2026-08-01
EMP164,Zoya Saleem,Sales,POS-164,Junior,Latest 6 Months,92.4,-0.4,84.5,82.2,2.6,77.4,79.4,78.0,76.0,Meets Expectations,Ready in 6-12 Months,DEPARTMENT-003,Commercial Services,ORGANIZATIONAL-UNIT-SAL-TEAM-03,LOC-NORTH,COST-CENTER-SAL,2026-08-01
EMP165,Waqas Butt,Sales,POS-165,Junior,Latest 6 Months,78.8,0.1,87.1,79.6,2.4,80.4,79.5,76.5,72.9,Meets Expectations,Developing,DEPARTMENT-003,Commercial Services,ORGANIZATIONAL-UNIT-SAL-TEAM-01,LOC-NORTH,COST-CENTER-SAL,2026-08-01
EMP166,Arslan Siddiqui,Sales,POS-166,Lead/Manager,Latest 6 Months,77.9,-0.1,77.6,71.9,3.0,74.6,86.7,61.9,70.9,Meets Expectations,Developing,DEPARTMENT-003,Commercial Services,ORGANIZATIONAL-UNIT-SAL,LOC-NORTH,COST-CENTER-SAL,2026-08-01
EMP167,Bilal Raza,Sales,POS-167,Mid,Latest 6 Months,93.2,0.2,95.6,95.8,3.6,100.0,79.7,80.7,85.8,Strong,Ready Now,DEPARTMENT-003,Commercial Services,ORGANIZATIONAL-UNIT-SAL-TEAM-03,LOC-NORTH,COST-CENTER-SAL,2026-08-01
EMP168,Akbar Saleem,Customer Support,POS-168,Senior,Latest 6 Months,77.2,-0.3,71.2,77.0,2.6,72.4,85.8,69.7,68.9,Meets Expectations,Developing,DEPARTMENT-004,Commercial Services,ORGANIZATIONAL-UNIT-CS-TEAM-01,LOC-CENTRAL,COST-CENTER-CS,2026-08-01
EMP169,Iqra Qureshi,IT,POS-169,Lead/Manager,Latest 6 Months,94.9,0.3,97.2,93.0,3.6,100.0,91.1,100.0,88.2,Exceptional,Successor / Lateral Pool,DEPARTMENT-007,Technology and Innovation,ORGANIZATIONAL-UNIT-IT,LOC-HQ,COST-CENTER-IT,2026-08-01
EMP170,Hina Ahmad,Customer Support,POS-170,Mid,Latest 6 Months,85.3,0.3,82.8,87.4,3.1,80.6,79.9,77.7,76.8,Meets Expectations,Ready in 6-12 Months,DEPARTMENT-004,Commercial Services,ORGANIZATIONAL-UNIT-CS-TEAM-03,LOC-CENTRAL,COST-CENTER-CS,2026-08-01
