Employee_ID,Employee_Name,Department,Position_ID,Skill_ID,Skill_Name,Skill_Category,Skill_Type,Skill_Status,Proficiency_Level,Proficiency_Label,Skill_Score,Years_Using_Skill,Last_Assessed_Months_Ago,Certification_Status,Is_Primary_Skill,Department_ID,Business_Unit,Organizational_Unit_ID,Work_Location_ID,Data_As_Of_Date
EMP191,Danish Yousaf,Operations,POS-191,S019,Process Management,Functional,Core,Verified,4,Advanced,72.0,4.9,8,Not Required,Yes,DEPARTMENT-006,Enterprise Operations,ORGANIZATIONAL-UNIT-OPS-TEAM-03,LOC-CENTRAL,2026-08-01
EMP191,Danish Yousaf,Operations,POS-191,S021,Process Improvement,Functional,Core,Verified,4,Advanced,73.9,4.7,2,Not Required,Yes,DEPARTMENT-006,Enterprise Operations,ORGANIZATIONAL-UNIT-OPS-TEAM-03,LOC-CENTRAL,2026-08-01
EMP191,Danish Yousaf,Operations,POS-191,S022,Quality Control,Functional,Core,Verified,4,Advanced,71.2,5.8,4,Not Required,No,DEPARTMENT-006,Enterprise Operations,ORGANIZATIONAL-UNIT-OPS-TEAM-03,LOC-CENTRAL,2026-08-01
EMP191,Danish Yousaf,Operations,POS-191,S029,Advanced Excel,Digital,Core,Verified,4,Advanced,72.2,7.0,8,Certification Planned,No,DEPARTMENT-006,Enterprise Operations,ORGANIZATIONAL-UNIT-OPS-TEAM-03,LOC-CENTRAL,2026-08-01
EMP191,Danish Yousaf,Operations,POS-191,S044,Problem Solving,Behavioral,Common,Developing,4,Advanced,80.7,4.6,14,Not Required,No,DEPARTMENT-006,Enterprise Operations,ORGANIZATIONAL-UNIT-OPS-TEAM-03,LOC-CENTRAL,2026-08-01
EMP192,Kashif Hussain,Sales,POS-192,S012,B2B Sales,Functional,Core,Developing,3,Competent,67.2,3.8,18,Not Required,Yes,DEPARTMENT-003,Commercial Services,ORGANIZATIONAL-UNIT-SAL-TEAM-01,LOC-NORTH,2026-08-01
EMP192,Kashif Hussain,Sales,POS-192,S013,Lead Generation,Functional,Core,Developing,3,Competent,61.3,2.7,10,Not Required,Yes,DEPARTMENT-003,Commercial Services,ORGANIZATIONAL-UNIT-SAL-TEAM-01,LOC-NORTH,2026-08-01
EMP192,Kashif Hussain,Sales,POS-192,S018,Product Knowledge,Functional,Core,Needs Development,2,Basic,39.1,2.0,17,Not Required,No,DEPARTMENT-003,Commercial Services,ORGANIZATIONAL-UNIT-SAL-TEAM-01,LOC-NORTH,2026-08-01
EMP192,Kashif Hussain,Sales,POS-192,S015,CRM Management,Digital,Core,Needs Development,2,Basic,40.8,3.2,3,Not Required,No,DEPARTMENT-003,Commercial Services,ORGANIZATIONAL-UNIT-SAL-TEAM-01,LOC-NORTH,2026-08-01
EMP192,Kashif Hussain,Sales,POS-192,S042,Communication,Behavioral,Common,Developing,3,Competent,59.0,3.3,9,Not Required,No,DEPARTMENT-003,Commercial Services,ORGANIZATIONAL-UNIT-SAL-TEAM-01,LOC-NORTH,2026-08-01
EMP193,Zain Qureshi,Operations,POS-193,S020,SOP Compliance,Compliance,Core,Developing,3,Competent,59.6,0.4,11,Not Required,Yes,DEPARTMENT-006,Enterprise Operations,ORGANIZATIONAL-UNIT-OPS-TEAM-02,LOC-CENTRAL,2026-08-01
EMP193,Zain Qureshi,Operations,POS-193,S024,Workflow Coordination,Functional,Core,Developing,3,Competent,60.0,0.3,1,Not Required,Yes,DEPARTMENT-006,Enterprise Operations,ORGANIZATIONAL-UNIT-OPS-TEAM-02,LOC-CENTRAL,2026-08-01
EMP193,Zain Qureshi,Operations,POS-193,S022,Quality Control,Functional,Core,Developing,3,Competent,58.7,0.4,8,Not Required,No,DEPARTMENT-006,Enterprise Operations,ORGANIZATIONAL-UNIT-OPS-TEAM-02,LOC-CENTRAL,2026-08-01
EMP193,Zain Qureshi,Operations,POS-193,S029,Advanced Excel,Digital,Core,Needs Development,3,Competent,53.7,0.5,1,Not Certified,No,DEPARTMENT-006,Enterprise Operations,ORGANIZATIONAL-UNIT-OPS-TEAM-02,LOC-CENTRAL,2026-08-01
EMP193,Zain Qureshi,Operations,POS-193,S043,Teamwork,Behavioral,Common,Developing,3,Competent,58.5,0.6,15,Not Required,No,DEPARTMENT-006,Enterprise Operations,ORGANIZATIONAL-UNIT-OPS-TEAM-02,LOC-CENTRAL,2026-08-01
EMP194,Shahid Ahmad,Customer Support,POS-194,S037,Customer Service,Functional,Core,Needs Development,3,Competent,50.1,2.3,11,Not Required,Yes,DEPARTMENT-004,Commercial Services,ORGANIZATIONAL-UNIT-CS-TEAM-03,LOC-CENTRAL,2026-08-01
EMP194,Shahid Ahmad,Customer Support,POS-194,S040,SLA Management,Functional,Core,Needs Development,3,Competent,52.0,1.5,12,Not Required,Yes,DEPARTMENT-004,Commercial Services,ORGANIZATIONAL-UNIT-CS-TEAM-03,LOC-CENTRAL,2026-08-01
EMP194,Shahid Ahmad,Customer Support,POS-194,S015,CRM Management,Digital,Core,Needs Development,3,Competent,51.3,2.6,13,Not Required,No,DEPARTMENT-004,Commercial Services,ORGANIZATIONAL-UNIT-CS-TEAM-03,LOC-CENTRAL,2026-08-01
EMP194,Shahid Ahmad,Customer Support,POS-194,S038,Complaint Resolution,Behavioral,Core,Needs Development,3,Competent,53.8,2.6,12,Not Required,No,DEPARTMENT-004,Commercial Services,ORGANIZATIONAL-UNIT-CS-TEAM-03,LOC-CENTRAL,2026-08-01
EMP194,Shahid Ahmad,Customer Support,POS-194,S042,Communication,Behavioral,Common,Needs Development,3,Competent,48.5,2.2,11,Not Required,No,DEPARTMENT-004,Commercial Services,ORGANIZATIONAL-UNIT-CS-TEAM-03,LOC-CENTRAL,2026-08-01
EMP195,Mohsin Khan,Engineering,POS-195,S005,System Design,Technical,Core,Verified,5,Expert,96.2,5.8,11,Not Required,Yes,DEPARTMENT-005,Technology and Innovation,ORGANIZATIONAL-UNIT-ENG,LOC-HQ,2026-08-01
EMP195,Mohsin Khan,Engineering,POS-195,S050,Project Management,Leadership,Common,Verified,5,Expert,96.9,10.3,5,Certified,Yes,DEPARTMENT-005,Technology and Innovation,ORGANIZATIONAL-UNIT-ENG,LOC-HQ,2026-08-01
EMP195,Mohsin Khan,Engineering,POS-195,S046,Leadership,Leadership,Leadership,Developing,5,Expert,100.0,7.8,13,Not Required,No,DEPARTMENT-005,Technology and Innovation,ORGANIZATIONAL-UNIT-ENG,LOC-HQ,2026-08-01
EMP195,Mohsin Khan,Engineering,POS-195,S045,Stakeholder Management,Behavioral,Leadership,Developing,5,Expert,95.9,9.7,15,Not Required,No,DEPARTMENT-005,Technology and Innovation,ORGANIZATIONAL-UNIT-ENG,LOC-HQ,2026-08-01
EMP195,Mohsin Khan,Engineering,POS-195,S006,DevOps & CI/CD,Technical,Digital,Verified,5,Expert,93.4,8.6,8,Certified,No,DEPARTMENT-005,Technology and Innovation,ORGANIZATIONAL-UNIT-ENG,LOC-HQ,2026-08-01
EMP196,Mohsin Abbasi,Engineering,POS-196,S001,Python Programming,Technical,Core,Verified,4,Advanced,78.6,4.7,1,Not Required,Yes,DEPARTMENT-005,Technology and Innovation,ORGANIZATIONAL-UNIT-ENG-TEAM-02,LOC-HQ,2026-08-01
EMP196,Mohsin Abbasi,Engineering,POS-196,S002,SQL & Databases,Technical,Core,Verified,4,Advanced,75.9,3.6,9,Not Required,Yes,DEPARTMENT-005,Technology and Innovation,ORGANIZATIONAL-UNIT-ENG-TEAM-02,LOC-HQ,2026-08-01
EMP196,Mohsin Abbasi,Engineering,POS-196,S003,API Development,Technical,Core,Developing,3,Competent,58.0,4.3,8,Not Required,No,DEPARTMENT-005,Technology and Innovation,ORGANIZATIONAL-UNIT-ENG-TEAM-02,LOC-HQ,2026-08-01
EMP196,Mohsin Abbasi,Engineering,POS-196,S004,Software Testing,Technical,Core,Developing,4,Advanced,75.1,3.4,18,Not Required,No,DEPARTMENT-005,Technology and Innovation,ORGANIZATIONAL-UNIT-ENG-TEAM-02,LOC-HQ,2026-08-01
EMP196,Mohsin Abbasi,Engineering,POS-196,S044,Problem Solving,Behavioral,Common,Developing,4,Advanced,76.0,2.7,17,Not Required,No,DEPARTMENT-005,Technology and Innovation,ORGANIZATIONAL-UNIT-ENG-TEAM-02,LOC-HQ,2026-08-01
EMP197,Zeeshan Qureshi,HR,POS-197,S046,Leadership,Leadership,Leadership,Verified,4,Advanced,73.1,7.0,6,Not Required,Yes,DEPARTMENT-001,Corporate Services,ORGANIZATIONAL-UNIT-HR,LOC-HQ,2026-08-01
EMP197,Zeeshan Qureshi,HR,POS-197,S033,Performance Management,Functional,Core,Developing,4,Advanced,68.5,9.9,17,Not Required,Yes,DEPARTMENT-001,Corporate Services,ORGANIZATIONAL-UNIT-HR,LOC-HQ,2026-08-01
EMP197,Zeeshan Qureshi,HR,POS-197,S034,Employee Relations,Behavioral,Core,Developing,4,Advanced,74.5,8.5,15,Not Required,No,DEPARTMENT-001,Corporate Services,ORGANIZATIONAL-UNIT-HR,LOC-HQ,2026-08-01
EMP197,Zeeshan Qureshi,HR,POS-197,S035,Learning & Development,Functional,Core,Verified,5,Expert,86.2,9.8,10,Not Required,No,DEPARTMENT-001,Corporate Services,ORGANIZATIONAL-UNIT-HR,LOC-HQ,2026-08-01
EMP197,Zeeshan Qureshi,HR,POS-197,S045,Stakeholder Management,Behavioral,Leadership,Developing,4,Advanced,75.3,5.6,16,Not Required,No,DEPARTMENT-001,Corporate Services,ORGANIZATIONAL-UNIT-HR,LOC-HQ,2026-08-01
EMP198,Ali Tariq,Operations,POS-198,S020,SOP Compliance,Compliance,Core,Needs Development,2,Basic,35.0,0.8,11,Not Required,Yes,DEPARTMENT-006,Enterprise Operations,ORGANIZATIONAL-UNIT-OPS-TEAM-01,LOC-CENTRAL,2026-08-01
EMP198,Ali Tariq,Operations,POS-198,S024,Workflow Coordination,Functional,Core,Needs Development,2,Basic,35.0,1.3,18,Not Required,Yes,DEPARTMENT-006,Enterprise Operations,ORGANIZATIONAL-UNIT-OPS-TEAM-01,LOC-CENTRAL,2026-08-01
EMP198,Ali Tariq,Operations,POS-198,S022,Quality Control,Functional,Core,Needs Development,2,Basic,36.0,0.7,2,Not Required,No,DEPARTMENT-006,Enterprise Operations,ORGANIZATIONAL-UNIT-OPS-TEAM-01,LOC-CENTRAL,2026-08-01
EMP198,Ali Tariq,Operations,POS-198,S029,Advanced Excel,Digital,Core,Needs Development,2,Basic,35.0,1.0,13,Not Certified,No,DEPARTMENT-006,Enterprise Operations,ORGANIZATIONAL-UNIT-OPS-TEAM-01,LOC-CENTRAL,2026-08-01
EMP198,Ali Tariq,Operations,POS-198,S043,Teamwork,Behavioral,Common,Needs Development,2,Basic,35.0,0.9,18,Not Required,No,DEPARTMENT-006,Enterprise Operations,ORGANIZATIONAL-UNIT-OPS-TEAM-01,LOC-CENTRAL,2026-08-01
EMP199,Zara Tariq,Customer Support,POS-199,S037,Customer Service,Functional,Core,Developing,3,Competent,70.9,3.0,18,Not Required,Yes,DEPARTMENT-004,Commercial Services,ORGANIZATIONAL-UNIT-CS-TEAM-02,LOC-CENTRAL,2026-08-01
EMP199,Zara Tariq,Customer Support,POS-199,S038,Complaint Resolution,Behavioral,Core,Developing,3,Competent,65.3,3.3,13,Not Required,Yes,DEPARTMENT-004,Commercial Services,ORGANIZATIONAL-UNIT-CS-TEAM-02,LOC-CENTRAL,2026-08-01
EMP199,Zara Tariq,Customer Support,POS-199,S039,Call Handling,Functional,Core,Needs Development,3,Competent,53.7,2.4,2,Not Required,No,DEPARTMENT-004,Commercial Services,ORGANIZATIONAL-UNIT-CS-TEAM-02,LOC-CENTRAL,2026-08-01
EMP199,Zara Tariq,Customer Support,POS-199,S018,Product Knowledge,Functional,Core,Developing,3,Competent,60.6,2.2,2,Not Required,No,DEPARTMENT-004,Commercial Services,ORGANIZATIONAL-UNIT-CS-TEAM-02,LOC-CENTRAL,2026-08-01
EMP199,Zara Tariq,Customer Support,POS-199,S051,Empathy & Active Listening,Behavioral,Common,Developing,3,Competent,59.0,3.3,13,Not Required,No,DEPARTMENT-004,Commercial Services,ORGANIZATIONAL-UNIT-CS-TEAM-02,LOC-CENTRAL,2026-08-01
EMP200,Ahmad Abbasi,Customer Support,POS-200,S037,Customer Service,Functional,Core,Developing,3,Competent,57.4,4.2,6,Not Required,Yes,DEPARTMENT-004,Commercial Services,ORGANIZATIONAL-UNIT-CS-TEAM-03,LOC-CENTRAL,2026-08-01
EMP200,Ahmad Abbasi,Customer Support,POS-200,S040,SLA Management,Functional,Core,Developing,4,Advanced,69.9,2.6,3,Not Required,Yes,DEPARTMENT-004,Commercial Services,ORGANIZATIONAL-UNIT-CS-TEAM-03,LOC-CENTRAL,2026-08-01
EMP200,Ahmad Abbasi,Customer Support,POS-200,S015,CRM Management,Digital,Core,Needs Development,3,Competent,51.0,3.6,14,Not Required,No,DEPARTMENT-004,Commercial Services,ORGANIZATIONAL-UNIT-CS-TEAM-03,LOC-CENTRAL,2026-08-01
EMP200,Ahmad Abbasi,Customer Support,POS-200,S038,Complaint Resolution,Behavioral,Core,Needs Development,3,Competent,49.1,3.0,8,Not Required,No,DEPARTMENT-004,Commercial Services,ORGANIZATIONAL-UNIT-CS-TEAM-03,LOC-CENTRAL,2026-08-01
EMP200,Ahmad Abbasi,Customer Support,POS-200,S042,Communication,Behavioral,Common,Needs Development,3,Competent,51.4,3.0,18,Not Required,No,DEPARTMENT-004,Commercial Services,ORGANIZATIONAL-UNIT-CS-TEAM-03,LOC-CENTRAL,2026-08-01
EMP201,Taha Saeed,HR,EXEC-HR-HEAD,S033,Performance Management,Functional,Core,Current,4,Advanced,95.6,11.5,6,Not Required,Yes,DEPARTMENT-001,Corporate Services,ORGANIZATIONAL-UNIT-HR,LOC-HQ,2026-08-01
EMP201,Taha Saeed,HR,EXEC-HR-HEAD,S046,Leadership,Leadership,Leadership,Current,5,Expert,96.9,13.0,0,Certified,No,DEPARTMENT-001,Corporate Services,ORGANIZATIONAL-UNIT-HR,LOC-HQ,2026-08-01
EMP201,Taha Saeed,HR,EXEC-HR-HEAD,S042,Communication,Behavioral,Common,Current,4,Advanced,82.1,11.9,1,Not Required,No,DEPARTMENT-001,Corporate Services,ORGANIZATIONAL-UNIT-HR,LOC-HQ,2026-08-01
EMP201,Taha Saeed,HR,EXEC-HR-HEAD,S035,Learning & Development,Functional,Core,Current,5,Expert,100,11.0,5,Not Required,No,DEPARTMENT-001,Corporate Services,ORGANIZATIONAL-UNIT-HR,LOC-HQ,2026-08-01
EMP201,Taha Saeed,HR,EXEC-HR-HEAD,S036,Payroll Administration,Functional,Core,Current,4,Advanced,86.6,11.3,5,Not Required,No,DEPARTMENT-001,Corporate Services,ORGANIZATIONAL-UNIT-HR,LOC-HQ,2026-08-01
EMP202,Usman Hashmi,HR,POS-201,S036,Payroll Administration,Functional,Core,Current,5,Expert,97.4,5.9,12,Not Required,Yes,DEPARTMENT-001,Corporate Services,ORGANIZATIONAL-UNIT-HR,LOC-HQ,2026-08-01
EMP202,Usman Hashmi,HR,POS-201,S032,HRIS & Employee Data,Digital,Core,Current,4,Advanced,92.9,7.4,14,Certified,No,DEPARTMENT-001,Corporate Services,ORGANIZATIONAL-UNIT-HR,LOC-HQ,2026-08-01
EMP202,Usman Hashmi,HR,POS-201,S042,Communication,Behavioral,Common,Current,3,Proficient,74.9,5.9,16,Certified,No,DEPARTMENT-001,Corporate Services,ORGANIZATIONAL-UNIT-HR,LOC-HQ,2026-08-01
EMP202,Usman Hashmi,HR,POS-201,S045,Stakeholder Management,Behavioral,Leadership,Current,5,Expert,95.7,7.3,13,Certified,No,DEPARTMENT-001,Corporate Services,ORGANIZATIONAL-UNIT-HR,LOC-HQ,2026-08-01
EMP202,Usman Hashmi,HR,POS-201,S035,Learning & Development,Functional,Core,Current,4,Advanced,85.8,8.2,0,Not Required,No,DEPARTMENT-001,Corporate Services,ORGANIZATIONAL-UNIT-HR,LOC-HQ,2026-08-01
EMP203,Zainab Awan,HR,POS-202,S045,Stakeholder Management,Behavioral,Leadership,Current,4,Advanced,81.1,9.7,18,Planned,Yes,DEPARTMENT-001,Corporate Services,ORGANIZATIONAL-UNIT-HR,LOC-HQ,2026-08-01
EMP203,Zainab Awan,HR,POS-202,S035,Learning & Development,Functional,Core,Current,3,Proficient,73.9,8.5,10,Not Required,No,DEPARTMENT-001,Corporate Services,ORGANIZATIONAL-UNIT-HR,LOC-HQ,2026-08-01
EMP203,Zainab Awan,HR,POS-202,S032,HRIS & Employee Data,Digital,Core,Current,4,Advanced,80.6,8.9,12,Not Required,No,DEPARTMENT-001,Corporate Services,ORGANIZATIONAL-UNIT-HR,LOC-HQ,2026-08-01
EMP203,Zainab Awan,HR,POS-202,S034,Employee Relations,Behavioral,Core,Current,4,Advanced,83.0,9.6,14,Not Required,No,DEPARTMENT-001,Corporate Services,ORGANIZATIONAL-UNIT-HR,LOC-HQ,2026-08-01
EMP203,Zainab Awan,HR,POS-202,S036,Payroll Administration,Functional,Core,Current,4,Advanced,77.9,9.2,5,Not Required,No,DEPARTMENT-001,Corporate Services,ORGANIZATIONAL-UNIT-HR,LOC-HQ,2026-08-01
EMP204,Mahnoor Khan,HR,POS-203,S031,Recruitment & Selection,Functional,Core,Current,4,Advanced,83.1,6.7,1,Not Required,Yes,DEPARTMENT-001,Corporate Services,ORGANIZATIONAL-UNIT-HR-TEAM-01,LOC-HQ,2026-08-01
EMP204,Mahnoor Khan,HR,POS-203,S046,Leadership,Leadership,Leadership,Current,3,Proficient,70.4,4.4,12,Not Required,No,DEPARTMENT-001,Corporate Services,ORGANIZATIONAL-UNIT-HR-TEAM-01,LOC-HQ,2026-08-01
EMP204,Mahnoor Khan,HR,POS-203,S033,Performance Management,Functional,Core,Current,4,Advanced,80.6,5.8,6,Not Required,No,DEPARTMENT-001,Corporate Services,ORGANIZATIONAL-UNIT-HR-TEAM-01,LOC-HQ,2026-08-01
EMP204,Mahnoor Khan,HR,POS-203,S049,Data Analysis,Digital,Common,Current,5,Expert,86.9,5.6,5,Planned,No,DEPARTMENT-001,Corporate Services,ORGANIZATIONAL-UNIT-HR-TEAM-01,LOC-HQ,2026-08-01
EMP204,Mahnoor Khan,HR,POS-203,S042,Communication,Behavioral,Common,Current,4,Advanced,79.3,5.8,17,Not Required,No,DEPARTMENT-001,Corporate Services,ORGANIZATIONAL-UNIT-HR-TEAM-01,LOC-HQ,2026-08-01
EMP205,Farhan Nadeem,HR,POS-204,S031,Recruitment & Selection,Functional,Core,Current,4,Advanced,81.0,9.6,6,Not Required,Yes,DEPARTMENT-001,Corporate Services,ORGANIZATIONAL-UNIT-HR-TEAM-03,LOC-HQ,2026-08-01
EMP205,Farhan Nadeem,HR,POS-204,S049,Data Analysis,Digital,Common,Current,5,Expert,95.0,9.6,15,Not Required,No,DEPARTMENT-001,Corporate Services,ORGANIZATIONAL-UNIT-HR-TEAM-03,LOC-HQ,2026-08-01
EMP205,Farhan Nadeem,HR,POS-204,S032,HRIS & Employee Data,Digital,Core,Current,4,Advanced,89.6,11.6,7,Certified,No,DEPARTMENT-001,Corporate Services,ORGANIZATIONAL-UNIT-HR-TEAM-03,LOC-HQ,2026-08-01
EMP205,Farhan Nadeem,HR,POS-204,S035,Learning & Development,Functional,Core,Current,5,Expert,95.8,10.4,15,Not Required,No,DEPARTMENT-001,Corporate Services,ORGANIZATIONAL-UNIT-HR-TEAM-03,LOC-HQ,2026-08-01
EMP205,Farhan Nadeem,HR,POS-204,S042,Communication,Behavioral,Common,Current,3,Proficient,74.8,9.6,6,Not Required,No,DEPARTMENT-001,Corporate Services,ORGANIZATIONAL-UNIT-HR-TEAM-03,LOC-HQ,2026-08-01
EMP206,Minal Abbasi,HR,POS-205,S035,Learning & Development,Functional,Core,Current,4,Advanced,94.1,11.0,13,Planned,Yes,DEPARTMENT-001,Corporate Services,ORGANIZATIONAL-UNIT-HR-TEAM-03,LOC-HQ,2026-08-01
EMP206,Minal Abbasi,HR,POS-205,S033,Performance Management,Functional,Core,Current,4,Advanced,89.8,10.6,3,Not Required,No,DEPARTMENT-001,Corporate Services,ORGANIZATIONAL-UNIT-HR-TEAM-03,LOC-HQ,2026-08-01
EMP206,Minal Abbasi,HR,POS-205,S045,Stakeholder Management,Behavioral,Leadership,Current,3,Proficient,73.4,10.4,7,Planned,No,DEPARTMENT-001,Corporate Services,ORGANIZATIONAL-UNIT-HR-TEAM-03,LOC-HQ,2026-08-01
EMP206,Minal Abbasi,HR,POS-205,S031,Recruitment & Selection,Functional,Core,Current,3,Proficient,80.3,9.7,8,Certified,No,DEPARTMENT-001,Corporate Services,ORGANIZATIONAL-UNIT-HR-TEAM-03,LOC-HQ,2026-08-01
EMP206,Minal Abbasi,HR,POS-205,S042,Communication,Behavioral,Common,Current,4,Advanced,82.3,9.3,18,Not Required,No,DEPARTMENT-001,Corporate Services,ORGANIZATIONAL-UNIT-HR-TEAM-03,LOC-HQ,2026-08-01
EMP207,Nida Sultan,HR,POS-206,S035,Learning & Development,Functional,Core,Current,4,Advanced,83.1,3.1,5,Certified,Yes,DEPARTMENT-001,Corporate Services,ORGANIZATIONAL-UNIT-HR-TEAM-01,LOC-HQ,2026-08-01
EMP207,Nida Sultan,HR,POS-206,S049,Data Analysis,Digital,Common,Developing,2,Developing,76.7,3.8,15,Certified,No,DEPARTMENT-001,Corporate Services,ORGANIZATIONAL-UNIT-HR-TEAM-01,LOC-HQ,2026-08-01
EMP207,Nida Sultan,HR,POS-206,S032,HRIS & Employee Data,Digital,Core,Current,5,Expert,89.8,3.2,8,Not Required,No,DEPARTMENT-001,Corporate Services,ORGANIZATIONAL-UNIT-HR-TEAM-01,LOC-HQ,2026-08-01
EMP207,Nida Sultan,HR,POS-206,S036,Payroll Administration,Functional,Core,Current,3,Proficient,72.0,3.0,4,Certified,No,DEPARTMENT-001,Corporate Services,ORGANIZATIONAL-UNIT-HR-TEAM-01,LOC-HQ,2026-08-01
EMP207,Nida Sultan,HR,POS-206,S046,Leadership,Leadership,Leadership,Developing,2,Developing,75.8,3.5,1,Planned,No,DEPARTMENT-001,Corporate Services,ORGANIZATIONAL-UNIT-HR-TEAM-01,LOC-HQ,2026-08-01
EMP208,Omar Rauf,HR,POS-207,S035,Learning & Development,Functional,Core,Current,3,Proficient,65.6,8.0,17,Not Required,Yes,DEPARTMENT-001,Corporate Services,ORGANIZATIONAL-UNIT-HR-TEAM-02,LOC-HQ,2026-08-01
EMP208,Omar Rauf,HR,POS-207,S046,Leadership,Leadership,Leadership,Current,5,Expert,84.9,8.5,9,Certified,No,DEPARTMENT-001,Corporate Services,ORGANIZATIONAL-UNIT-HR-TEAM-02,LOC-HQ,2026-08-01
EMP208,Omar Rauf,HR,POS-207,S031,Recruitment & Selection,Functional,Core,Current,5,Expert,93.1,8.5,17,Certified,No,DEPARTMENT-001,Corporate Services,ORGANIZATIONAL-UNIT-HR-TEAM-02,LOC-HQ,2026-08-01
EMP208,Omar Rauf,HR,POS-207,S033,Performance Management,Functional,Core,Current,5,Expert,96.1,8.8,13,Not Required,No,DEPARTMENT-001,Corporate Services,ORGANIZATIONAL-UNIT-HR-TEAM-02,LOC-HQ,2026-08-01
EMP208,Omar Rauf,HR,POS-207,S032,HRIS & Employee Data,Digital,Core,Current,4,Advanced,79.8,9.4,0,Not Required,No,DEPARTMENT-001,Corporate Services,ORGANIZATIONAL-UNIT-HR-TEAM-02,LOC-HQ,2026-08-01
EMP209,Adnan Aziz,HR,POS-208,S032,HRIS & Employee Data,Digital,Core,Current,4,Advanced,85.6,6.2,15,Not Required,Yes,DEPARTMENT-001,Corporate Services,ORGANIZATIONAL-UNIT-HR-TEAM-01,LOC-HQ,2026-08-01
EMP209,Adnan Aziz,HR,POS-208,S034,Employee Relations,Behavioral,Core,Current,5,Expert,100,5.3,0,Not Required,No,DEPARTMENT-001,Corporate Services,ORGANIZATIONAL-UNIT-HR-TEAM-01,LOC-HQ,2026-08-01
EMP209,Adnan Aziz,HR,POS-208,S045,Stakeholder Management,Behavioral,Leadership,Developing,2,Developing,67.6,5.7,1,Not Required,No,DEPARTMENT-001,Corporate Services,ORGANIZATIONAL-UNIT-HR-TEAM-01,LOC-HQ,2026-08-01
EMP209,Adnan Aziz,HR,POS-208,S036,Payroll Administration,Functional,Core,Current,3,Proficient,71.0,5.2,7,Planned,No,DEPARTMENT-001,Corporate Services,ORGANIZATIONAL-UNIT-HR-TEAM-01,LOC-HQ,2026-08-01
EMP209,Adnan Aziz,HR,POS-208,S049,Data Analysis,Digital,Common,Current,3,Proficient,71.2,5.0,3,Certified,No,DEPARTMENT-001,Corporate Services,ORGANIZATIONAL-UNIT-HR-TEAM-01,LOC-HQ,2026-08-01
EMP210,Maha Latif,HR,POS-209,S045,Stakeholder Management,Behavioral,Leadership,Current,4,Advanced,79.5,3.9,5,Not Required,Yes,DEPARTMENT-001,Corporate Services,ORGANIZATIONAL-UNIT-HR-TEAM-03,LOC-HQ,2026-08-01
EMP210,Maha Latif,HR,POS-209,S031,Recruitment & Selection,Functional,Core,Current,5,Expert,100,2.8,18,Not Required,No,DEPARTMENT-001,Corporate Services,ORGANIZATIONAL-UNIT-HR-TEAM-03,LOC-HQ,2026-08-01
EMP210,Maha Latif,HR,POS-209,S032,HRIS & Employee Data,Digital,Core,Current,5,Expert,94.9,2.9,17,Not Required,No,DEPARTMENT-001,Corporate Services,ORGANIZATIONAL-UNIT-HR-TEAM-03,LOC-HQ,2026-08-01
EMP210,Maha Latif,HR,POS-209,S034,Employee Relations,Behavioral,Core,Developing,2,Developing,67.7,2.2,2,Not Required,No,DEPARTMENT-001,Corporate Services,ORGANIZATIONAL-UNIT-HR-TEAM-03,LOC-HQ,2026-08-01
EMP210,Maha Latif,HR,POS-209,S046,Leadership,Leadership,Leadership,Current,5,Expert,88.8,3.5,16,Not Required,No,DEPARTMENT-001,Corporate Services,ORGANIZATIONAL-UNIT-HR-TEAM-03,LOC-HQ,2026-08-01
EMP211,Adnan Abbasi,HR,POS-210,S036,Payroll Administration,Functional,Core,Current,4,Advanced,89.6,7.0,13,Certified,Yes,DEPARTMENT-001,Corporate Services,ORGANIZATIONAL-UNIT-HR-TEAM-01,LOC-HQ,2026-08-01
EMP211,Adnan Abbasi,HR,POS-210,S035,Learning & Development,Functional,Core,Current,3,Proficient,74.5,7.2,11,Not Required,No,DEPARTMENT-001,Corporate Services,ORGANIZATIONAL-UNIT-HR-TEAM-01,LOC-HQ,2026-08-01
EMP211,Adnan Abbasi,HR,POS-210,S045,Stakeholder Management,Behavioral,Leadership,Current,5,Expert,100,5.6,1,Not Required,No,DEPARTMENT-001,Corporate Services,ORGANIZATIONAL-UNIT-HR-TEAM-01,LOC-HQ,2026-08-01
EMP211,Adnan Abbasi,HR,POS-210,S046,Leadership,Leadership,Leadership,Current,4,Advanced,83.4,7.2,1,Not Required,No,DEPARTMENT-001,Corporate Services,ORGANIZATIONAL-UNIT-HR-TEAM-01,LOC-HQ,2026-08-01
EMP211,Adnan Abbasi,HR,POS-210,S031,Recruitment & Selection,Functional,Core,Current,3,Proficient,80.7,5.8,12,Planned,No,DEPARTMENT-001,Corporate Services,ORGANIZATIONAL-UNIT-HR-TEAM-01,LOC-HQ,2026-08-01
EMP212,Talha Saleem,HR,POS-211,S046,Leadership,Leadership,Leadership,Current,4,Advanced,94.4,7.0,3,Not Required,Yes,DEPARTMENT-001,Corporate Services,ORGANIZATIONAL-UNIT-HR-TEAM-01,LOC-HQ,2026-08-01
EMP212,Talha Saleem,HR,POS-211,S032,HRIS & Employee Data,Digital,Core,Developing,2,Developing,64.3,6.3,9,Certified,No,DEPARTMENT-001,Corporate Services,ORGANIZATIONAL-UNIT-HR-TEAM-01,LOC-HQ,2026-08-01
