Employee_ID,Employee_Name,Performance_Cycle_ID,Performance_Month,Department_ID,Department,Business_Unit,Position_ID,Position_Title,Job_Level,Role_Band,KPI_Count,Total_KPI_Weight_pct,Calculated_Score_Before_Rules,Critical_KPI_Breach_Flag,Final_Performance_Score,Performance_Band,Average_Evidence_Quality,Calculation_Status,Calculation_Version,Data_As_Of_Date
EMP077,Ahmad Awan,PC-2025-2026-ANNUAL,2026-07-01,DEPARTMENT-004,Customer Support,Commercial Services,POS-077,Support Team Lead,Senior,Senior/Lead,8,100.0,90.85,No,90.85,Exceptional,0.93,Completed,PERF-V1.0,2026-08-01
EMP077,Ahmad Awan,PC-2025-2026-ANNUAL,2026-08-01,DEPARTMENT-004,Customer Support,Commercial Services,POS-077,Support Team Lead,Senior,Senior/Lead,8,100.0,90.25,No,90.25,Exceptional,0.93,Completed,PERF-V1.0,2026-08-01
EMP078,Ahmad Nawaz,PC-2025-2026-ANNUAL,2025-09-01,DEPARTMENT-005,Engineering,Technology and Innovation,POS-078,Software Engineer II,Mid,Professional/Mid-level,7,100.0,79.95,No,79.95,Meets Expectations,0.88,Completed,PERF-V1.0,2026-08-01
EMP078,Ahmad Nawaz,PC-2025-2026-ANNUAL,2025-10-01,DEPARTMENT-005,Engineering,Technology and Innovation,POS-078,Software Engineer II,Mid,Professional/Mid-level,7,100.0,79.7,No,79.7,Meets Expectations,0.88,Completed,PERF-V1.0,2026-08-01
EMP078,Ahmad Nawaz,PC-2025-2026-ANNUAL,2025-11-01,DEPARTMENT-005,Engineering,Technology and Innovation,POS-078,Software Engineer II,Mid,Professional/Mid-level,7,100.0,81.57,No,81.57,Strong,0.88,Completed,PERF-V1.0,2026-08-01
EMP078,Ahmad Nawaz,PC-2025-2026-ANNUAL,2025-12-01,DEPARTMENT-005,Engineering,Technology and Innovation,POS-078,Software Engineer II,Mid,Professional/Mid-level,7,100.0,80.2,No,80.2,Strong,0.88,Completed,PERF-V1.0,2026-08-01
EMP078,Ahmad Nawaz,PC-2025-2026-ANNUAL,2026-01-01,DEPARTMENT-005,Engineering,Technology and Innovation,POS-078,Software Engineer II,Mid,Professional/Mid-level,7,100.0,81.27,No,81.27,Strong,0.88,Completed,PERF-V1.0,2026-08-01
EMP078,Ahmad Nawaz,PC-2025-2026-ANNUAL,2026-02-01,DEPARTMENT-005,Engineering,Technology and Innovation,POS-078,Software Engineer II,Mid,Professional/Mid-level,7,100.0,81.22,No,81.22,Strong,0.88,Completed,PERF-V1.0,2026-08-01
EMP078,Ahmad Nawaz,PC-2025-2026-ANNUAL,2026-03-01,DEPARTMENT-005,Engineering,Technology and Innovation,POS-078,Software Engineer II,Mid,Professional/Mid-level,7,100.0,81.62,No,81.62,Strong,0.88,Completed,PERF-V1.0,2026-08-01
EMP078,Ahmad Nawaz,PC-2025-2026-ANNUAL,2026-04-01,DEPARTMENT-005,Engineering,Technology and Innovation,POS-078,Software Engineer II,Mid,Professional/Mid-level,7,100.0,81.02,No,81.02,Strong,0.88,Completed,PERF-V1.0,2026-08-01
EMP078,Ahmad Nawaz,PC-2025-2026-ANNUAL,2026-05-01,DEPARTMENT-005,Engineering,Technology and Innovation,POS-078,Software Engineer II,Mid,Professional/Mid-level,7,100.0,80.09,No,80.09,Strong,0.88,Completed,PERF-V1.0,2026-08-01
EMP078,Ahmad Nawaz,PC-2025-2026-ANNUAL,2026-06-01,DEPARTMENT-005,Engineering,Technology and Innovation,POS-078,Software Engineer II,Mid,Professional/Mid-level,7,100.0,81.38,No,81.38,Strong,0.88,Completed,PERF-V1.0,2026-08-01
EMP078,Ahmad Nawaz,PC-2025-2026-ANNUAL,2026-07-01,DEPARTMENT-005,Engineering,Technology and Innovation,POS-078,Software Engineer II,Mid,Professional/Mid-level,7,100.0,81.27,No,81.27,Strong,0.88,Completed,PERF-V1.0,2026-08-01
EMP078,Ahmad Nawaz,PC-2025-2026-ANNUAL,2026-08-01,DEPARTMENT-005,Engineering,Technology and Innovation,POS-078,Software Engineer II,Mid,Professional/Mid-level,7,100.0,81.82,No,81.82,Strong,0.88,Completed,PERF-V1.0,2026-08-01
EMP079,Hina Aslam,PC-2025-2026-ANNUAL,2025-09-01,DEPARTMENT-004,Customer Support,Commercial Services,POS-079,Customer Support Representative,Junior,Junior/Assistant,7,100.0,80.11,No,80.11,Strong,0.88,Completed,PERF-V1.0,2026-08-01
EMP079,Hina Aslam,PC-2025-2026-ANNUAL,2025-10-01,DEPARTMENT-004,Customer Support,Commercial Services,POS-079,Customer Support Representative,Junior,Junior/Assistant,7,100.0,78.9,No,78.9,Meets Expectations,0.88,Completed,PERF-V1.0,2026-08-01
EMP079,Hina Aslam,PC-2025-2026-ANNUAL,2025-11-01,DEPARTMENT-004,Customer Support,Commercial Services,POS-079,Customer Support Representative,Junior,Junior/Assistant,7,100.0,80.71,No,80.71,Strong,0.88,Completed,PERF-V1.0,2026-08-01
EMP079,Hina Aslam,PC-2025-2026-ANNUAL,2025-12-01,DEPARTMENT-004,Customer Support,Commercial Services,POS-079,Customer Support Representative,Junior,Junior/Assistant,7,100.0,80.04,No,80.04,Strong,0.88,Completed,PERF-V1.0,2026-08-01
EMP079,Hina Aslam,PC-2025-2026-ANNUAL,2026-01-01,DEPARTMENT-004,Customer Support,Commercial Services,POS-079,Customer Support Representative,Junior,Junior/Assistant,7,100.0,81.65,No,81.65,Strong,0.88,Completed,PERF-V1.0,2026-08-01
EMP079,Hina Aslam,PC-2025-2026-ANNUAL,2026-02-01,DEPARTMENT-004,Customer Support,Commercial Services,POS-079,Customer Support Representative,Junior,Junior/Assistant,7,100.0,80.21,No,80.21,Strong,0.88,Completed,PERF-V1.0,2026-08-01
EMP079,Hina Aslam,PC-2025-2026-ANNUAL,2026-03-01,DEPARTMENT-004,Customer Support,Commercial Services,POS-079,Customer Support Representative,Junior,Junior/Assistant,7,100.0,80.77,No,80.77,Strong,0.88,Completed,PERF-V1.0,2026-08-01
EMP079,Hina Aslam,PC-2025-2026-ANNUAL,2026-04-01,DEPARTMENT-004,Customer Support,Commercial Services,POS-079,Customer Support Representative,Junior,Junior/Assistant,7,100.0,79.26,No,79.26,Meets Expectations,0.88,Completed,PERF-V1.0,2026-08-01
EMP079,Hina Aslam,PC-2025-2026-ANNUAL,2026-05-01,DEPARTMENT-004,Customer Support,Commercial Services,POS-079,Customer Support Representative,Junior,Junior/Assistant,7,100.0,80.05,No,80.05,Strong,0.88,Completed,PERF-V1.0,2026-08-01
EMP079,Hina Aslam,PC-2025-2026-ANNUAL,2026-06-01,DEPARTMENT-004,Customer Support,Commercial Services,POS-079,Customer Support Representative,Junior,Junior/Assistant,7,100.0,81.21,No,81.21,Strong,0.88,Completed,PERF-V1.0,2026-08-01
EMP079,Hina Aslam,PC-2025-2026-ANNUAL,2026-07-01,DEPARTMENT-004,Customer Support,Commercial Services,POS-079,Customer Support Representative,Junior,Junior/Assistant,7,100.0,81.02,No,81.02,Strong,0.88,Completed,PERF-V1.0,2026-08-01
EMP079,Hina Aslam,PC-2025-2026-ANNUAL,2026-08-01,DEPARTMENT-004,Customer Support,Commercial Services,POS-079,Customer Support Representative,Junior,Junior/Assistant,7,100.0,80.56,No,80.56,Strong,0.88,Completed,PERF-V1.0,2026-08-01
EMP080,Ali Mughal,PC-2025-2026-ANNUAL,2025-09-01,DEPARTMENT-005,Engineering,Technology and Innovation,POS-080,Engineering Lead,Lead/Manager,Manager/Head,8,100.0,83.66,No,83.66,Strong,0.93,Completed,PERF-V1.0,2026-08-01
EMP080,Ali Mughal,PC-2025-2026-ANNUAL,2025-10-01,DEPARTMENT-005,Engineering,Technology and Innovation,POS-080,Engineering Lead,Lead/Manager,Manager/Head,8,100.0,83.77,No,83.77,Strong,0.93,Completed,PERF-V1.0,2026-08-01
EMP080,Ali Mughal,PC-2025-2026-ANNUAL,2025-11-01,DEPARTMENT-005,Engineering,Technology and Innovation,POS-080,Engineering Lead,Lead/Manager,Manager/Head,8,100.0,83.62,No,83.62,Strong,0.93,Completed,PERF-V1.0,2026-08-01
EMP080,Ali Mughal,PC-2025-2026-ANNUAL,2025-12-01,DEPARTMENT-005,Engineering,Technology and Innovation,POS-080,Engineering Lead,Lead/Manager,Manager/Head,8,100.0,85.47,No,85.47,Strong,0.93,Completed,PERF-V1.0,2026-08-01
EMP080,Ali Mughal,PC-2025-2026-ANNUAL,2026-01-01,DEPARTMENT-005,Engineering,Technology and Innovation,POS-080,Engineering Lead,Lead/Manager,Manager/Head,8,100.0,85.9,No,85.9,Strong,0.93,Completed,PERF-V1.0,2026-08-01
EMP080,Ali Mughal,PC-2025-2026-ANNUAL,2026-02-01,DEPARTMENT-005,Engineering,Technology and Innovation,POS-080,Engineering Lead,Lead/Manager,Manager/Head,8,100.0,84.04,No,84.04,Strong,0.93,Completed,PERF-V1.0,2026-08-01
EMP080,Ali Mughal,PC-2025-2026-ANNUAL,2026-03-01,DEPARTMENT-005,Engineering,Technology and Innovation,POS-080,Engineering Lead,Lead/Manager,Manager/Head,8,100.0,84.81,No,84.81,Strong,0.93,Completed,PERF-V1.0,2026-08-01
EMP080,Ali Mughal,PC-2025-2026-ANNUAL,2026-04-01,DEPARTMENT-005,Engineering,Technology and Innovation,POS-080,Engineering Lead,Lead/Manager,Manager/Head,8,100.0,84.76,No,84.76,Strong,0.93,Completed,PERF-V1.0,2026-08-01
EMP080,Ali Mughal,PC-2025-2026-ANNUAL,2026-05-01,DEPARTMENT-005,Engineering,Technology and Innovation,POS-080,Engineering Lead,Lead/Manager,Manager/Head,8,100.0,84.51,No,84.51,Strong,0.93,Completed,PERF-V1.0,2026-08-01
EMP080,Ali Mughal,PC-2025-2026-ANNUAL,2026-06-01,DEPARTMENT-005,Engineering,Technology and Innovation,POS-080,Engineering Lead,Lead/Manager,Manager/Head,8,100.0,85.74,No,85.74,Strong,0.93,Completed,PERF-V1.0,2026-08-01
EMP080,Ali Mughal,PC-2025-2026-ANNUAL,2026-07-01,DEPARTMENT-005,Engineering,Technology and Innovation,POS-080,Engineering Lead,Lead/Manager,Manager/Head,8,100.0,85.66,No,85.66,Strong,0.93,Completed,PERF-V1.0,2026-08-01
EMP080,Ali Mughal,PC-2025-2026-ANNUAL,2026-08-01,DEPARTMENT-005,Engineering,Technology and Innovation,POS-080,Engineering Lead,Lead/Manager,Manager/Head,8,100.0,85.42,No,85.42,Strong,0.93,Completed,PERF-V1.0,2026-08-01
EMP081,Sonia Arif,PC-2025-2026-ANNUAL,2025-09-01,DEPARTMENT-001,HR,Corporate Services,POS-081,Senior HR Specialist,Senior,Senior/Lead,8,100.0,87.35,No,87.35,Strong,0.92,Completed,PERF-V1.0,2026-08-01
EMP081,Sonia Arif,PC-2025-2026-ANNUAL,2025-10-01,DEPARTMENT-001,HR,Corporate Services,POS-081,Senior HR Specialist,Senior,Senior/Lead,8,100.0,88.32,No,88.32,Strong,0.92,Completed,PERF-V1.0,2026-08-01
EMP081,Sonia Arif,PC-2025-2026-ANNUAL,2025-11-01,DEPARTMENT-001,HR,Corporate Services,POS-081,Senior HR Specialist,Senior,Senior/Lead,8,100.0,88.1,No,88.1,Strong,0.92,Completed,PERF-V1.0,2026-08-01
EMP081,Sonia Arif,PC-2025-2026-ANNUAL,2025-12-01,DEPARTMENT-001,HR,Corporate Services,POS-081,Senior HR Specialist,Senior,Senior/Lead,8,100.0,89.62,No,89.62,Strong,0.92,Completed,PERF-V1.0,2026-08-01
EMP081,Sonia Arif,PC-2025-2026-ANNUAL,2026-01-01,DEPARTMENT-001,HR,Corporate Services,POS-081,Senior HR Specialist,Senior,Senior/Lead,8,100.0,88.75,No,88.75,Strong,0.92,Completed,PERF-V1.0,2026-08-01
EMP081,Sonia Arif,PC-2025-2026-ANNUAL,2026-02-01,DEPARTMENT-001,HR,Corporate Services,POS-081,Senior HR Specialist,Senior,Senior/Lead,8,100.0,88.01,No,88.01,Strong,0.92,Completed,PERF-V1.0,2026-08-01
EMP081,Sonia Arif,PC-2025-2026-ANNUAL,2026-03-01,DEPARTMENT-001,HR,Corporate Services,POS-081,Senior HR Specialist,Senior,Senior/Lead,8,100.0,88.08,No,88.08,Strong,0.92,Completed,PERF-V1.0,2026-08-01
EMP081,Sonia Arif,PC-2025-2026-ANNUAL,2026-04-01,DEPARTMENT-001,HR,Corporate Services,POS-081,Senior HR Specialist,Senior,Senior/Lead,8,100.0,88.08,No,88.08,Strong,0.92,Completed,PERF-V1.0,2026-08-01
EMP081,Sonia Arif,PC-2025-2026-ANNUAL,2026-05-01,DEPARTMENT-001,HR,Corporate Services,POS-081,Senior HR Specialist,Senior,Senior/Lead,8,100.0,88.13,No,88.13,Strong,0.92,Completed,PERF-V1.0,2026-08-01
EMP081,Sonia Arif,PC-2025-2026-ANNUAL,2026-06-01,DEPARTMENT-001,HR,Corporate Services,POS-081,Senior HR Specialist,Senior,Senior/Lead,8,100.0,87.42,No,87.42,Strong,0.92,Completed,PERF-V1.0,2026-08-01
EMP081,Sonia Arif,PC-2025-2026-ANNUAL,2026-07-01,DEPARTMENT-001,HR,Corporate Services,POS-081,Senior HR Specialist,Senior,Senior/Lead,8,100.0,89.9,No,89.9,Strong,0.92,Completed,PERF-V1.0,2026-08-01
EMP081,Sonia Arif,PC-2025-2026-ANNUAL,2026-08-01,DEPARTMENT-001,HR,Corporate Services,POS-081,Senior HR Specialist,Senior,Senior/Lead,8,100.0,88.38,No,88.38,Strong,0.92,Completed,PERF-V1.0,2026-08-01
EMP082,Ali Dar,PC-2025-2026-ANNUAL,2025-09-01,DEPARTMENT-005,Engineering,Technology and Innovation,POS-082,Software Engineer I,Junior,Junior/Assistant,7,100.0,77.75,No,77.75,Meets Expectations,0.87,Completed,PERF-V1.0,2026-08-01
EMP082,Ali Dar,PC-2025-2026-ANNUAL,2025-10-01,DEPARTMENT-005,Engineering,Technology and Innovation,POS-082,Software Engineer I,Junior,Junior/Assistant,7,100.0,77.17,No,77.17,Meets Expectations,0.87,Completed,PERF-V1.0,2026-08-01
EMP082,Ali Dar,PC-2025-2026-ANNUAL,2025-11-01,DEPARTMENT-005,Engineering,Technology and Innovation,POS-082,Software Engineer I,Junior,Junior/Assistant,7,100.0,77.14,No,77.14,Meets Expectations,0.87,Completed,PERF-V1.0,2026-08-01
EMP082,Ali Dar,PC-2025-2026-ANNUAL,2025-12-01,DEPARTMENT-005,Engineering,Technology and Innovation,POS-082,Software Engineer I,Junior,Junior/Assistant,7,100.0,77.73,No,77.73,Meets Expectations,0.87,Completed,PERF-V1.0,2026-08-01
EMP082,Ali Dar,PC-2025-2026-ANNUAL,2026-01-01,DEPARTMENT-005,Engineering,Technology and Innovation,POS-082,Software Engineer I,Junior,Junior/Assistant,7,100.0,78.29,No,78.29,Meets Expectations,0.87,Completed,PERF-V1.0,2026-08-01
EMP082,Ali Dar,PC-2025-2026-ANNUAL,2026-02-01,DEPARTMENT-005,Engineering,Technology and Innovation,POS-082,Software Engineer I,Junior,Junior/Assistant,7,100.0,77.96,No,77.96,Meets Expectations,0.87,Completed,PERF-V1.0,2026-08-01
EMP082,Ali Dar,PC-2025-2026-ANNUAL,2026-03-01,DEPARTMENT-005,Engineering,Technology and Innovation,POS-082,Software Engineer I,Junior,Junior/Assistant,7,100.0,77.94,No,77.94,Meets Expectations,0.87,Completed,PERF-V1.0,2026-08-01
EMP082,Ali Dar,PC-2025-2026-ANNUAL,2026-04-01,DEPARTMENT-005,Engineering,Technology and Innovation,POS-082,Software Engineer I,Junior,Junior/Assistant,7,100.0,77.85,No,77.85,Meets Expectations,0.87,Completed,PERF-V1.0,2026-08-01
EMP082,Ali Dar,PC-2025-2026-ANNUAL,2026-05-01,DEPARTMENT-005,Engineering,Technology and Innovation,POS-082,Software Engineer I,Junior,Junior/Assistant,7,100.0,76.66,No,76.66,Meets Expectations,0.87,Completed,PERF-V1.0,2026-08-01
EMP082,Ali Dar,PC-2025-2026-ANNUAL,2026-06-01,DEPARTMENT-005,Engineering,Technology and Innovation,POS-082,Software Engineer I,Junior,Junior/Assistant,7,100.0,76.6,No,76.6,Meets Expectations,0.87,Completed,PERF-V1.0,2026-08-01
EMP082,Ali Dar,PC-2025-2026-ANNUAL,2026-07-01,DEPARTMENT-005,Engineering,Technology and Innovation,POS-082,Software Engineer I,Junior,Junior/Assistant,7,100.0,76.99,No,76.99,Meets Expectations,0.87,Completed,PERF-V1.0,2026-08-01
EMP082,Ali Dar,PC-2025-2026-ANNUAL,2026-08-01,DEPARTMENT-005,Engineering,Technology and Innovation,POS-082,Software Engineer I,Junior,Junior/Assistant,7,100.0,77.5,No,77.5,Meets Expectations,0.87,Completed,PERF-V1.0,2026-08-01
EMP083,Raza Aziz,PC-2025-2026-ANNUAL,2025-09-01,DEPARTMENT-004,Customer Support,Commercial Services,POS-083,Customer Support Representative,Junior,Junior/Assistant,7,100.0,77.68,No,77.68,Meets Expectations,0.87,Completed,PERF-V1.0,2026-08-01
EMP083,Raza Aziz,PC-2025-2026-ANNUAL,2025-10-01,DEPARTMENT-004,Customer Support,Commercial Services,POS-083,Customer Support Representative,Junior,Junior/Assistant,7,100.0,77.79,No,77.79,Meets Expectations,0.87,Completed,PERF-V1.0,2026-08-01
EMP083,Raza Aziz,PC-2025-2026-ANNUAL,2025-11-01,DEPARTMENT-004,Customer Support,Commercial Services,POS-083,Customer Support Representative,Junior,Junior/Assistant,7,100.0,77.2,No,77.2,Meets Expectations,0.87,Completed,PERF-V1.0,2026-08-01
EMP083,Raza Aziz,PC-2025-2026-ANNUAL,2025-12-01,DEPARTMENT-004,Customer Support,Commercial Services,POS-083,Customer Support Representative,Junior,Junior/Assistant,7,100.0,77.29,No,77.29,Meets Expectations,0.87,Completed,PERF-V1.0,2026-08-01
EMP083,Raza Aziz,PC-2025-2026-ANNUAL,2026-01-01,DEPARTMENT-004,Customer Support,Commercial Services,POS-083,Customer Support Representative,Junior,Junior/Assistant,7,100.0,76.66,No,76.66,Meets Expectations,0.87,Completed,PERF-V1.0,2026-08-01
EMP083,Raza Aziz,PC-2025-2026-ANNUAL,2026-02-01,DEPARTMENT-004,Customer Support,Commercial Services,POS-083,Customer Support Representative,Junior,Junior/Assistant,7,100.0,77.22,No,77.22,Meets Expectations,0.87,Completed,PERF-V1.0,2026-08-01
EMP083,Raza Aziz,PC-2025-2026-ANNUAL,2026-03-01,DEPARTMENT-004,Customer Support,Commercial Services,POS-083,Customer Support Representative,Junior,Junior/Assistant,7,100.0,76.55,No,76.55,Meets Expectations,0.87,Completed,PERF-V1.0,2026-08-01
EMP083,Raza Aziz,PC-2025-2026-ANNUAL,2026-04-01,DEPARTMENT-004,Customer Support,Commercial Services,POS-083,Customer Support Representative,Junior,Junior/Assistant,7,100.0,76.6,No,76.6,Meets Expectations,0.87,Completed,PERF-V1.0,2026-08-01
EMP083,Raza Aziz,PC-2025-2026-ANNUAL,2026-05-01,DEPARTMENT-004,Customer Support,Commercial Services,POS-083,Customer Support Representative,Junior,Junior/Assistant,7,100.0,76.96,No,76.96,Meets Expectations,0.87,Completed,PERF-V1.0,2026-08-01
EMP083,Raza Aziz,PC-2025-2026-ANNUAL,2026-06-01,DEPARTMENT-004,Customer Support,Commercial Services,POS-083,Customer Support Representative,Junior,Junior/Assistant,7,100.0,77.03,No,77.03,Meets Expectations,0.87,Completed,PERF-V1.0,2026-08-01
EMP083,Raza Aziz,PC-2025-2026-ANNUAL,2026-07-01,DEPARTMENT-004,Customer Support,Commercial Services,POS-083,Customer Support Representative,Junior,Junior/Assistant,7,100.0,76.3,No,76.3,Meets Expectations,0.87,Completed,PERF-V1.0,2026-08-01
EMP083,Raza Aziz,PC-2025-2026-ANNUAL,2026-08-01,DEPARTMENT-004,Customer Support,Commercial Services,POS-083,Customer Support Representative,Junior,Junior/Assistant,7,100.0,77.76,No,77.76,Meets Expectations,0.87,Completed,PERF-V1.0,2026-08-01
EMP084,Zara Ullah,PC-2025-2026-ANNUAL,2025-09-01,DEPARTMENT-001,HR,Corporate Services,POS-084,HR Generalist,Mid,Professional/Mid-level,7,100.0,80.5,No,80.5,Strong,0.89,Completed,PERF-V1.0,2026-08-01
EMP084,Zara Ullah,PC-2025-2026-ANNUAL,2025-10-01,DEPARTMENT-001,HR,Corporate Services,POS-084,HR Generalist,Mid,Professional/Mid-level,7,100.0,81.29,No,81.29,Strong,0.89,Completed,PERF-V1.0,2026-08-01
EMP084,Zara Ullah,PC-2025-2026-ANNUAL,2025-11-01,DEPARTMENT-001,HR,Corporate Services,POS-084,HR Generalist,Mid,Professional/Mid-level,7,100.0,80.92,No,80.92,Strong,0.89,Completed,PERF-V1.0,2026-08-01
EMP084,Zara Ullah,PC-2025-2026-ANNUAL,2025-12-01,DEPARTMENT-001,HR,Corporate Services,POS-084,HR Generalist,Mid,Professional/Mid-level,7,100.0,80.42,No,80.42,Strong,0.89,Completed,PERF-V1.0,2026-08-01
EMP084,Zara Ullah,PC-2025-2026-ANNUAL,2026-01-01,DEPARTMENT-001,HR,Corporate Services,POS-084,HR Generalist,Mid,Professional/Mid-level,7,100.0,80.35,No,80.35,Strong,0.89,Completed,PERF-V1.0,2026-08-01
EMP084,Zara Ullah,PC-2025-2026-ANNUAL,2026-02-01,DEPARTMENT-001,HR,Corporate Services,POS-084,HR Generalist,Mid,Professional/Mid-level,7,100.0,80.65,No,80.65,Strong,0.89,Completed,PERF-V1.0,2026-08-01
EMP084,Zara Ullah,PC-2025-2026-ANNUAL,2026-03-01,DEPARTMENT-001,HR,Corporate Services,POS-084,HR Generalist,Mid,Professional/Mid-level,7,100.0,81.73,No,81.73,Strong,0.89,Completed,PERF-V1.0,2026-08-01
EMP084,Zara Ullah,PC-2025-2026-ANNUAL,2026-04-01,DEPARTMENT-001,HR,Corporate Services,POS-084,HR Generalist,Mid,Professional/Mid-level,7,100.0,82.0,No,82.0,Strong,0.89,Completed,PERF-V1.0,2026-08-01
EMP084,Zara Ullah,PC-2025-2026-ANNUAL,2026-05-01,DEPARTMENT-001,HR,Corporate Services,POS-084,HR Generalist,Mid,Professional/Mid-level,7,100.0,81.94,No,81.94,Strong,0.89,Completed,PERF-V1.0,2026-08-01
EMP084,Zara Ullah,PC-2025-2026-ANNUAL,2026-06-01,DEPARTMENT-001,HR,Corporate Services,POS-084,HR Generalist,Mid,Professional/Mid-level,7,100.0,81.54,No,81.54,Strong,0.89,Completed,PERF-V1.0,2026-08-01
EMP084,Zara Ullah,PC-2025-2026-ANNUAL,2026-07-01,DEPARTMENT-001,HR,Corporate Services,POS-084,HR Generalist,Mid,Professional/Mid-level,7,100.0,80.96,No,80.96,Strong,0.89,Completed,PERF-V1.0,2026-08-01
EMP084,Zara Ullah,PC-2025-2026-ANNUAL,2026-08-01,DEPARTMENT-001,HR,Corporate Services,POS-084,HR Generalist,Mid,Professional/Mid-level,7,100.0,81.84,No,81.84,Strong,0.89,Completed,PERF-V1.0,2026-08-01
EMP085,Sara Yousaf,PC-2025-2026-ANNUAL,2025-09-01,DEPARTMENT-001,HR,Corporate Services,POS-085,Senior HR Specialist,Senior,Senior/Lead,8,100.0,82.3,No,82.3,Strong,0.91,Completed,PERF-V1.0,2026-08-01
EMP085,Sara Yousaf,PC-2025-2026-ANNUAL,2025-10-01,DEPARTMENT-001,HR,Corporate Services,POS-085,Senior HR Specialist,Senior,Senior/Lead,8,100.0,81.67,No,81.67,Strong,0.91,Completed,PERF-V1.0,2026-08-01
EMP085,Sara Yousaf,PC-2025-2026-ANNUAL,2025-11-01,DEPARTMENT-001,HR,Corporate Services,POS-085,Senior HR Specialist,Senior,Senior/Lead,8,100.0,81.52,No,81.52,Strong,0.91,Completed,PERF-V1.0,2026-08-01
EMP085,Sara Yousaf,PC-2025-2026-ANNUAL,2025-12-01,DEPARTMENT-001,HR,Corporate Services,POS-085,Senior HR Specialist,Senior,Senior/Lead,8,100.0,82.21,No,82.21,Strong,0.91,Completed,PERF-V1.0,2026-08-01
EMP085,Sara Yousaf,PC-2025-2026-ANNUAL,2026-01-01,DEPARTMENT-001,HR,Corporate Services,POS-085,Senior HR Specialist,Senior,Senior/Lead,8,100.0,81.35,No,81.35,Strong,0.91,Completed,PERF-V1.0,2026-08-01
EMP085,Sara Yousaf,PC-2025-2026-ANNUAL,2026-02-01,DEPARTMENT-001,HR,Corporate Services,POS-085,Senior HR Specialist,Senior,Senior/Lead,8,100.0,82.28,No,82.28,Strong,0.91,Completed,PERF-V1.0,2026-08-01
EMP085,Sara Yousaf,PC-2025-2026-ANNUAL,2026-03-01,DEPARTMENT-001,HR,Corporate Services,POS-085,Senior HR Specialist,Senior,Senior/Lead,8,100.0,82.59,No,82.59,Strong,0.91,Completed,PERF-V1.0,2026-08-01
EMP085,Sara Yousaf,PC-2025-2026-ANNUAL,2026-04-01,DEPARTMENT-001,HR,Corporate Services,POS-085,Senior HR Specialist,Senior,Senior/Lead,8,100.0,82.28,No,82.28,Strong,0.91,Completed,PERF-V1.0,2026-08-01
EMP085,Sara Yousaf,PC-2025-2026-ANNUAL,2026-05-01,DEPARTMENT-001,HR,Corporate Services,POS-085,Senior HR Specialist,Senior,Senior/Lead,8,100.0,81.8,No,81.8,Strong,0.91,Completed,PERF-V1.0,2026-08-01
EMP085,Sara Yousaf,PC-2025-2026-ANNUAL,2026-06-01,DEPARTMENT-001,HR,Corporate Services,POS-085,Senior HR Specialist,Senior,Senior/Lead,8,100.0,80.94,No,80.94,Strong,0.91,Completed,PERF-V1.0,2026-08-01
EMP085,Sara Yousaf,PC-2025-2026-ANNUAL,2026-07-01,DEPARTMENT-001,HR,Corporate Services,POS-085,Senior HR Specialist,Senior,Senior/Lead,8,100.0,82.96,No,82.96,Strong,0.91,Completed,PERF-V1.0,2026-08-01
EMP085,Sara Yousaf,PC-2025-2026-ANNUAL,2026-08-01,DEPARTMENT-001,HR,Corporate Services,POS-085,Senior HR Specialist,Senior,Senior/Lead,8,100.0,81.9,No,81.9,Strong,0.91,Completed,PERF-V1.0,2026-08-01
EMP086,Hina Tariq,PC-2025-2026-ANNUAL,2025-09-01,DEPARTMENT-006,Operations,Enterprise Operations,POS-086,Operations Officer,Junior,Junior/Assistant,7,100.0,85.99,No,85.99,Strong,0.89,Completed,PERF-V1.0,2026-08-01
EMP086,Hina Tariq,PC-2025-2026-ANNUAL,2025-10-01,DEPARTMENT-006,Operations,Enterprise Operations,POS-086,Operations Officer,Junior,Junior/Assistant,7,100.0,85.37,No,85.37,Strong,0.89,Completed,PERF-V1.0,2026-08-01
EMP086,Hina Tariq,PC-2025-2026-ANNUAL,2025-11-01,DEPARTMENT-006,Operations,Enterprise Operations,POS-086,Operations Officer,Junior,Junior/Assistant,7,100.0,86.09,No,86.09,Strong,0.89,Completed,PERF-V1.0,2026-08-01
EMP086,Hina Tariq,PC-2025-2026-ANNUAL,2025-12-01,DEPARTMENT-006,Operations,Enterprise Operations,POS-086,Operations Officer,Junior,Junior/Assistant,7,100.0,86.21,No,86.21,Strong,0.89,Completed,PERF-V1.0,2026-08-01
EMP086,Hina Tariq,PC-2025-2026-ANNUAL,2026-01-01,DEPARTMENT-006,Operations,Enterprise Operations,POS-086,Operations Officer,Junior,Junior/Assistant,7,100.0,85.99,No,85.99,Strong,0.89,Completed,PERF-V1.0,2026-08-01
EMP086,Hina Tariq,PC-2025-2026-ANNUAL,2026-02-01,DEPARTMENT-006,Operations,Enterprise Operations,POS-086,Operations Officer,Junior,Junior/Assistant,7,100.0,86.22,No,86.22,Strong,0.89,Completed,PERF-V1.0,2026-08-01
EMP086,Hina Tariq,PC-2025-2026-ANNUAL,2026-03-01,DEPARTMENT-006,Operations,Enterprise Operations,POS-086,Operations Officer,Junior,Junior/Assistant,7,100.0,85.83,No,85.83,Strong,0.89,Completed,PERF-V1.0,2026-08-01
